,file,algorithm,slots,runtime
979,data_60-0.16-487.in,code2,-1,1.000000e+02
980,data_20-0.32-3749.in,code1,4,1.610000e-04
981,data_20-0.32-3749.in,code2,4,8.500000e-05
982,data_2-0.02-1278.in,code1,1,2.000000e-06
983,data_2-0.02-1278.in,code2,2,1.000000e-06
984,data_80-0.02-6726.in,code1,-1,1.000000e+02
985,data_80-0.02-6726.in,code2,-1,1.000000e+02
986,data_70-0.04-9806.in,code1,-1,1.000000e+02
987,data_70-0.04-9806.in,code2,-1,1.000000e+02
988,data_20-0.02-6757.in,code1,2,7.400000e-05
989,data_20-0.02-6757.in,code2,2,1.400000e-05
990,data_70-0.16-1278.in,code1,-1,1.000000e+02
991,data_70-0.16-1278.in,code2,-1,1.000000e+02
992,data_20-0.02-579.in,code1,2,8.700000e-05
993,data_20-0.02-579.in,code2,2,9.000000e-06
994,data_2-0.08-7215.in,code1,1,3.000000e-06
995,data_2-0.08-7215.in,code2,2,1.000000e-06
996,data_90-0.32-6757.in,code1,-1,1.000000e+02
997,data_90-0.32-6757.in,code2,-1,1.000000e+02
998,data_2-0.64-334.in,code1,1,2.000000e-06
999,data_2-0.64-334.in,code2,2,2.000000e-06
1000,data_30-0.02-579.in,code1,2,1.260000e-04
1001,data_30-0.02-579.in,code2,2,9.000000e-06
1002,data_2-0.32-6194.in,code1,1,2.000000e-06
1003,data_2-0.32-6194.in,code2,2,2.000000e-06
1004,data_2-0.04-2275.in,code1,1,3.000000e-06
1005,data_2-0.04-2275.in,code2,2,2.000000e-06
1006,data_70-0.64-2275.in,code1,-1,1.000000e+02
1007,data_70-0.64-2275.in,code2,-1,1.000000e+02
1008,data_60-0.04-9665.in,code1,3,1.194000e-03
1009,data_60-0.04-9665.in,code2,3,4.480000e-04
1010,data_50-0.04-6757.in,code1,3,3.298600e-02
1011,data_50-0.04-6757.in,code2,3,2.852100e-02
1012,data_30-0.32-6726.in,code1,5,2.287800e-02
1013,data_30-0.32-6726.in,code2,5,2.423400e-02
1014,data_100-0.08-4783.in,code1,-1,1.000000e+02
1015,data_100-0.08-4783.in,code2,-1,1.000000e+02
1016,data_100-0.02-334.in,code1,-1,1.000000e+02
1017,data_100-0.02-334.in,code2,-1,1.000000e+02
1018,data_50-0.04-6930.in,code1,3,1.615100e-02
1019,data_50-0.04-6930.in,code2,3,1.614400e-02
1020,data_2-0.04-8105.in,code1,1,2.000000e-06
1021,data_2-0.04-8105.in,code2,2,2.000000e-06
1022,data_100-0.16-9544.in,code1,-1,1.000000e+02
1023,data_100-0.16-9544.in,code2,-1,1.000000e+02
1024,data_70-0.08-5855.in,code1,-1,1.000000e+02
1025,data_70-0.08-5855.in,code2,-1,1.000000e+02
1026,data_60-0.08-7215.in,code1,4,7.546220e-01
1027,data_60-0.08-7215.in,code2,4,8.201520e-01
1028,data_30-0.02-2405.in,code1,2,1.580000e-04
1029,data_30-0.02-2405.in,code2,2,1.400000e-05
1030,data_70-0.16-183.in,code1,-1,1.000000e+02
1031,data_70-0.16-183.in,code2,-1,1.000000e+02
1032,data_2-0.64-133.in,code1,2,0.000000e+00
1033,data_2-0.64-133.in,code2,2,3.000000e-06
1034,data_2-0.64-5855.in,code1,1,3.000000e-06
1035,data_2-0.64-5855.in,code2,2,3.000000e-06
1036,data_100-0.02-6757.in,code1,-1,1.000000e+02
1037,data_100-0.02-6757.in,code2,-1,1.000000e+02
1038,data_60-0.04-4783.in,code1,-1,1.000000e+02
1039,data_60-0.04-4783.in,code2,-1,1.000000e+02
1040,data_60-0.08-6194.in,code1,4,1.295265e+01
1041,data_60-0.08-6194.in,code2,4,1.284607e+01
1042,data_70-0.32-6930.in,code1,-1,1.000000e+02
1043,data_70-0.32-6930.in,code2,-1,1.000000e+02
1044,data_60-0.02-3401.in,code1,2,8.646700e-02
1045,data_60-0.02-3401.in,code2,2,8.574900e-02
1046,data_90-0.04-3648.in,code1,-1,1.000000e+02
1047,data_90-0.04-3648.in,code2,-1,1.000000e+02
1048,data_50-0.32-2783.in,code1,-1,1.000000e+02
1049,data_50-0.32-2783.in,code2,-1,1.000000e+02
1050,data_30-0.04-2275.in,code1,3,2.134300e-02
1051,data_30-0.04-2275.in,code2,3,1.817100e-02
1052,data_80-0.32-5855.in,code1,-1,1.000000e+02
1053,data_80-0.32-5855.in,code2,-1,1.000000e+02
1054,data_2-0.02-579.in,code1,1,3.000000e-06
1055,data_2-0.02-579.in,code2,2,3.000000e-06
1056,data_60-0.08-9544.in,code1,4,2.796248e+01
1057,data_60-0.08-9544.in,code2,4,2.805593e+01
1058,data_90-0.32-2275.in,code1,-1,1.000000e+02
1059,data_90-0.32-2275.in,code2,-1,1.000000e+02
1060,data_60-0.32-9806.in,code1,-1,1.000000e+02
1061,data_60-0.32-9806.in,code2,-1,1.000000e+02
1062,data_30-0.16-5855.in,code1,4,1.597900e-02
1063,data_30-0.16-5855.in,code2,4,1.463500e-02
1064,data_60-0.08-3705.in,code1,-1,1.000000e+02
1065,data_60-0.08-3705.in,code2,-1,1.000000e+02
1066,data_60-0.64-5840.in,code1,-1,1.000000e+02
1067,data_60-0.64-5840.in,code2,-1,1.000000e+02
1068,data_90-0.04-5840.in,code1,-1,1.000000e+02
1069,data_90-0.04-5840.in,code2,-1,1.000000e+02
1070,data_30-0.32-2405.in,code1,5,8.232800e-02
1071,data_30-0.32-2405.in,code2,5,7.553400e-02
1072,data_10-0.02-5840.in,code1,2,1.600000e-05
1073,data_10-0.02-5840.in,code2,2,2.000000e-06
1074,data_40-0.04-7107.in,code1,3,1.145100e-02
1075,data_40-0.04-7107.in,code2,3,1.067100e-02
1076,data_40-0.02-9806.in,code1,2,2.810000e-04
1077,data_40-0.02-9806.in,code2,2,1.600000e-05
1078,data_70-0.02-6573.in,code1,3,1.598707e+01
1079,data_70-0.02-6573.in,code2,3,1.591343e+01
1080,data_10-0.04-2405.in,code1,2,1.700000e-05
1081,data_10-0.04-2405.in,code2,2,4.000000e-06
1082,data_50-0.16-7215.in,code1,5,1.071432e+01
1083,data_50-0.16-7215.in,code2,5,1.069484e+01
1084,data_100-0.64-2275.in,code1,-1,1.000000e+02
1085,data_100-0.64-2275.in,code2,-1,1.000000e+02
1086,data_100-0.04-5840.in,code1,-1,1.000000e+02
1087,data_100-0.04-5840.in,code2,-1,1.000000e+02
1088,data_60-0.16-334.in,code1,-1,1.000000e+02
1089,data_60-0.16-334.in,code2,-1,1.000000e+02
1090,data_20-0.02-487.in,code1,2,5.500000e-05
1091,data_20-0.02-487.in,code2,2,8.000000e-06
1092,data_2-0.16-2275.in,code1,1,3.000000e-06
1093,data_2-0.16-2275.in,code2,2,2.000000e-06
1094,data_100-0.32-1278.in,code1,-1,1.000000e+02
1095,data_100-0.32-1278.in,code2,-1,1.000000e+02
1096,data_30-0.16-9665.in,code1,3,1.504000e-03
1097,data_30-0.16-9665.in,code2,3,1.388000e-03
1098,data_20-0.02-6573.in,code1,2,5.500000e-05
1099,data_20-0.02-6573.in,code2,2,6.000000e-06
1100,data_50-0.16-2783.in,code1,5,6.538534e+00
1101,data_50-0.16-2783.in,code2,5,6.670559e+00
1102,data_50-0.02-334.in,code1,2,4.431390e-01
1103,data_50-0.02-334.in,code2,2,4.344390e-01
1104,data_50-0.02-2783.in,code1,3,7.579400e-02
1105,data_50-0.02-2783.in,code2,3,7.511800e-02
1106,data_100-0.64-4783.in,code1,-1,1.000000e+02
1107,data_100-0.64-4783.in,code2,-1,1.000000e+02
1108,data_10-0.64-2405.in,code1,5,1.900000e-05
1109,data_10-0.64-2405.in,code2,5,1.300000e-05
1110,data_2-0.08-6930.in,code1,1,2.000000e-06
1111,data_2-0.08-6930.in,code2,2,2.000000e-06
1112,data_70-0.04-6726.in,code1,-1,1.000000e+02
1113,data_70-0.04-6726.in,code2,-1,1.000000e+02
1114,data_80-0.02-9806.in,code1,-1,1.000000e+02
1115,data_80-0.02-9806.in,code2,-1,1.000000e+02
1116,data_10-0.08-8321.in,code1,2,1.600000e-05
1117,data_10-0.08-8321.in,code2,2,5.000000e-06
1118,data_80-0.02-6930.in,code1,3,9.082595e+01
1119,data_80-0.02-6930.in,code2,3,9.051258e+01
1120,data_60-0.64-579.in,code1,-1,1.000000e+02
1121,data_60-0.64-579.in,code2,-1,1.000000e+02
1122,data_90-0.16-6489.in,code1,-1,1.000000e+02
1123,data_90-0.16-6489.in,code2,-1,1.000000e+02
1124,data_100-0.16-5840.in,code1,-1,1.000000e+02
1125,data_100-0.16-5840.in,code2,-1,1.000000e+02
1126,data_60-0.32-6573.in,code1,-1,1.000000e+02
1127,data_60-0.32-6573.in,code2,-1,1.000000e+02
1128,data_30-0.08-334.in,code1,3,4.190000e-04
1129,data_30-0.08-334.in,code2,3,2.720000e-04
1130,data_20-0.04-334.in,code1,2,5.700000e-05
1131,data_20-0.04-334.in,code2,2,9.000000e-06
1132,data_30-0.32-1278.in,code1,5,9.180730e-01
1133,data_30-0.32-1278.in,code2,5,9.286910e-01
1134,data_40-0.02-3401.in,code1,3,5.557900e-02
1135,data_40-0.02-3401.in,code2,3,5.365600e-02
1136,data_100-0.08-3705.in,code1,-1,1.000000e+02
1137,data_100-0.08-3705.in,code2,-1,1.000000e+02
1138,data_70-0.02-721.in,code1,3,2.379318e+00
1139,data_70-0.02-721.in,code2,3,2.356959e+00
1140,data_80-0.02-6573.in,code1,3,6.286690e-01
1141,data_80-0.02-6573.in,code2,3,6.217080e-01
1142,data_50-0.64-6726.in,code1,-1,1.000000e+02
1143,data_50-0.64-6726.in,code2,-1,1.000000e+02
1144,data_30-0.04-2405.in,code1,2,2.953000e-03
1145,data_30-0.04-2405.in,code2,2,2.972000e-03
1146,data_60-0.32-2405.in,code1,-1,1.000000e+02
1147,data_60-0.32-2405.in,code2,-1,1.000000e+02
1148,data_80-0.64-3705.in,code1,-1,1.000000e+02
1149,data_80-0.64-3705.in,code2,-1,1.000000e+02
1150,data_2-0.04-3648.in,code1,1,2.000000e-06
1151,data_2-0.04-3648.in,code2,2,2.000000e-06
1152,data_80-0.64-6194.in,code1,-1,1.000000e+02
1153,data_80-0.64-6194.in,code2,-1,1.000000e+02
1154,data_10-0.04-9665.in,code1,2,1.600000e-05
1155,data_10-0.04-9665.in,code2,2,5.000000e-06
1156,data_10-0.64-4783.in,code1,5,4.700000e-05
1157,data_10-0.64-4783.in,code2,5,4.300000e-05
1158,data_50-0.16-3648.in,code1,5,6.527614e+01
1159,data_50-0.16-3648.in,code2,5,6.472927e+01
1160,data_40-0.32-7215.in,code1,6,1.009257e+01
1161,data_40-0.32-7215.in,code2,6,1.022690e+01
1162,data_2-0.16-7107.in,code1,2,1.000000e-06
1163,data_2-0.16-7107.in,code2,2,2.000000e-06
1164,data_90-0.02-7107.in,code1,3,3.332010e-01
1165,data_90-0.02-7107.in,code2,3,3.254380e-01
1166,data_10-0.64-8321.in,code1,5,2.700000e-05
1167,data_10-0.64-8321.in,code2,5,2.500000e-05
1168,data_60-0.16-4783.in,code1,5,9.533618e+01
1169,data_60-0.16-4783.in,code2,5,9.439105e+01
1170,data_70-0.08-6489.in,code1,-1,1.000000e+02
1171,data_70-0.08-6489.in,code2,-1,1.000000e+02
1172,data_40-0.08-3401.in,code1,3,1.134257e+00
1173,data_40-0.08-3401.in,code2,3,1.121839e+00
1174,data_40-0.02-6489.in,code1,2,4.570000e-04
1175,data_40-0.02-6489.in,code2,2,2.240000e-04
1176,data_20-0.08-7215.in,code1,3,7.400000e-05
1177,data_20-0.08-7215.in,code2,3,1.700000e-05
1178,data_60-0.02-721.in,code1,2,2.946910e-01
1179,data_60-0.02-721.in,code2,2,2.968050e-01
1180,data_30-0.02-2275.in,code1,2,1.250000e-04
1181,data_30-0.02-2275.in,code2,2,1.100000e-05
1182,data_60-0.16-579.in,code1,-1,1.000000e+02
1183,data_60-0.16-579.in,code2,-1,1.000000e+02
1184,data_60-0.16-9544.in,code1,-1,1.000000e+02
1185,data_60-0.16-9544.in,code2,-1,1.000000e+02
1186,data_100-0.32-2405.in,code1,-1,1.000000e+02
1187,data_100-0.32-2405.in,code2,-1,1.000000e+02
1188,data_80-0.08-9665.in,code1,-1,1.000000e+02
1189,data_80-0.08-9665.in,code2,-1,1.000000e+02
1190,data_10-0.08-7215.in,code1,3,2.500000e-05
1191,data_10-0.08-7215.in,code2,3,2.000000e-05
1192,data_10-0.08-2783.in,code1,2,1.300000e-05
1193,data_10-0.08-2783.in,code2,2,3.000000e-06
1194,data_100-0.02-721.in,code1,-1,1.000000e+02
1195,data_100-0.02-721.in,code2,-1,1.000000e+02
1196,data_30-0.32-6489.in,code1,5,8.309100e-02
1197,data_30-0.32-6489.in,code2,5,8.294600e-02
1198,data_2-0.02-183.in,code1,1,2.000000e-06
1199,data_2-0.02-183.in,code2,2,2.000000e-06
1200,data_2-0.64-6573.in,code1,1,3.000000e-06
1201,data_2-0.64-6573.in,code2,2,1.000000e-06
1202,data_90-0.08-9544.in,code1,-1,1.000000e+02
1203,data_90-0.08-9544.in,code2,-1,1.000000e+02
1204,data_20-0.04-1278.in,code1,2,9.500000e-05
1205,data_20-0.04-1278.in,code2,2,1.000000e-05
1206,data_20-0.16-2275.in,code1,3,8.800000e-05
1207,data_20-0.16-2275.in,code2,3,1.600000e-05
1208,data_10-0.16-4783.in,code1,3,1.700000e-05
1209,data_10-0.16-4783.in,code2,3,7.000000e-06
1210,data_50-0.16-3705.in,code1,-1,1.000000e+02
1211,data_50-0.16-3705.in,code2,-1,1.000000e+02
1212,data_100-0.32-3401.in,code1,-1,1.000000e+02
1213,data_100-0.32-3401.in,code2,-1,1.000000e+02
1214,data_60-0.08-2275.in,code1,-1,1.000000e+02
1215,data_60-0.08-2275.in,code2,-1,1.000000e+02
1216,data_40-0.32-6194.in,code1,6,9.423211e+00
1217,data_40-0.32-6194.in,code2,6,9.542261e+00
1218,data_30-0.32-9665.in,code1,5,1.949020e-01
1219,data_30-0.32-9665.in,code2,5,1.885360e-01
1220,data_70-0.32-1278.in,code1,-1,1.000000e+02
1221,data_70-0.32-1278.in,code2,-1,1.000000e+02
1222,data_40-0.32-3705.in,code1,6,1.932105e+01
1223,data_40-0.32-3705.in,code2,6,1.971694e+01
1224,data_10-0.64-5855.in,code1,4,1.400000e-05
1225,data_10-0.64-5855.in,code2,4,8.000000e-06
1226,data_10-0.04-6757.in,code1,2,1.900000e-05
1227,data_10-0.04-6757.in,code2,2,4.000000e-06
1228,data_20-0.64-5840.in,code1,8,1.963700e-02
1229,data_20-0.64-5840.in,code2,8,2.417600e-02
1230,data_20-0.02-3705.in,code1,2,6.600000e-05
1231,data_20-0.02-3705.in,code2,2,1.000000e-05
1232,data_100-0.08-6757.in,code1,-1,1.000000e+02
1233,data_100-0.08-6757.in,code2,-1,1.000000e+02
1234,data_30-0.08-3648.in,code1,3,2.780000e-04
1235,data_30-0.08-3648.in,code2,3,7.000000e-05
1236,data_30-0.04-2783.in,code1,2,4.780000e-04
1237,data_30-0.04-2783.in,code2,2,2.290000e-04
1238,data_2-0.04-5840.in,code1,1,2.000000e-06
1239,data_2-0.04-5840.in,code2,2,2.000000e-06
1240,data_80-0.64-6573.in,code1,-1,1.000000e+02
1241,data_80-0.64-6573.in,code2,-1,1.000000e+02
1242,data_2-0.02-3705.in,code1,1,3.000000e-06
1243,data_2-0.02-3705.in,code2,2,2.000000e-06
1244,data_30-0.08-6194.in,code1,3,3.800000e-04
1245,data_30-0.08-6194.in,code2,3,1.980000e-04
1246,data_90-0.04-4783.in,code1,-1,1.000000e+02
1247,data_90-0.04-4783.in,code2,-1,1.000000e+02
1248,data_90-0.64-4783.in,code1,-1,1.000000e+02
1249,data_90-0.64-4783.in,code2,-1,1.000000e+02
1250,data_20-0.64-9806.in,code1,7,2.316300e-02
1251,data_20-0.64-9806.in,code2,7,1.677200e-02
1252,data_20-0.04-7107.in,code1,2,2.190000e-04
1253,data_20-0.04-7107.in,code2,2,1.580000e-04
1254,data_100-0.16-9665.in,code1,-1,1.000000e+02
1255,data_100-0.16-9665.in,code2,-1,1.000000e+02
1256,data_80-0.02-334.in,code1,-1,1.000000e+02
1257,data_80-0.02-334.in,code2,-1,1.000000e+02
1258,data_2-0.02-721.in,code1,1,4.000000e-06
1259,data_2-0.02-721.in,code2,2,2.000000e-06
1260,data_60-0.32-6726.in,code1,-1,1.000000e+02
1261,data_60-0.32-6726.in,code2,-1,1.000000e+02
1262,data_10-0.32-7215.in,code1,3,1.600000e-05
1263,data_10-0.32-7215.in,code2,3,7.000000e-06
1264,data_20-0.64-6930.in,code1,7,2.260000e-03
1265,data_20-0.64-6930.in,code2,7,1.617000e-03
1266,data_80-0.08-487.in,code1,-1,1.000000e+02
1267,data_80-0.08-487.in,code2,-1,1.000000e+02
1268,data_40-0.02-6194.in,code1,2,5.020000e-03
1269,data_40-0.02-6194.in,code2,2,4.750000e-03
1270,data_40-0.16-7107.in,code1,5,1.442684e+00
1271,data_40-0.16-7107.in,code2,5,1.454009e+00
1272,data_80-0.16-2275.in,code1,-1,1.000000e+02
1273,data_80-0.16-2275.in,code2,-1,1.000000e+02
1274,data_60-0.08-6489.in,code1,-1,1.000000e+02
1275,data_60-0.08-6489.in,code2,-1,1.000000e+02
1276,data_20-0.32-3705.in,code1,5,6.700000e-04
1277,data_20-0.32-3705.in,code2,5,6.560000e-04
1278,data_40-0.08-3705.in,code1,3,8.996600e-02
1279,data_40-0.08-3705.in,code2,3,9.306300e-02
1280,data_70-0.02-6489.in,code1,3,2.444000e-03
1281,data_70-0.02-6489.in,code2,3,1.625000e-03
1282,data_30-0.64-2275.in,code1,-1,1.000000e+02
1283,data_30-0.64-2275.in,code2,-1,1.000000e+02
1284,data_2-0.32-579.in,code1,2,0.000000e+00
1285,data_2-0.32-579.in,code2,2,2.000000e-06
1286,data_40-0.02-9665.in,code1,2,3.630000e-04
1287,data_40-0.02-9665.in,code2,2,1.500000e-05
1288,data_2-0.32-6757.in,code1,1,2.000000e-06
1289,data_2-0.32-6757.in,code2,2,2.000000e-06
1290,data_70-0.08-3705.in,code1,-1,1.000000e+02
1291,data_70-0.08-3705.in,code2,-1,1.000000e+02
1292,data_30-0.02-9665.in,code1,2,2.000000e-04
1293,data_30-0.02-9665.in,code2,2,1.400000e-05
1294,data_10-0.02-6573.in,code1,2,2.100000e-05
1295,data_10-0.02-6573.in,code2,2,3.000000e-06
1296,data_20-0.32-2405.in,code1,4,5.260000e-04
1297,data_20-0.32-2405.in,code2,4,3.710000e-04
1298,data_40-0.04-1278.in,code1,2,6.110000e-04
1299,data_40-0.04-1278.in,code2,2,4.920000e-04
1300,data_60-0.02-7215.in,code1,2,1.034000e-03
1301,data_60-0.02-7215.in,code2,2,4.680000e-04
1302,data_40-0.16-3749.in,code1,4,2.733320e-01
1303,data_40-0.16-3749.in,code2,4,2.672640e-01
1304,data_90-0.08-6757.in,code1,-1,1.000000e+02
1305,data_90-0.08-6757.in,code2,-1,1.000000e+02
1306,data_30-0.64-4783.in,code1,-1,1.000000e+02
1307,data_30-0.64-4783.in,code2,-1,1.000000e+02
1308,data_60-0.04-7215.in,code1,3,3.287181e+00
1309,data_60-0.04-7215.in,code2,3,3.282359e+00
1310,data_30-0.08-4783.in,code1,3,1.880000e-04
1311,data_30-0.08-4783.in,code2,3,3.100000e-05
1312,data_70-0.64-6489.in,code1,-1,1.000000e+02
1313,data_70-0.64-6489.in,code2,-1,1.000000e+02
1314,data_2-0.08-4783.in,code1,1,2.000000e-06
1315,data_2-0.08-4783.in,code2,2,2.000000e-06
1316,data_20-0.32-1278.in,code1,4,3.980000e-04
1317,data_20-0.32-1278.in,code2,4,2.120000e-04
1318,data_50-0.64-6194.in,code1,-1,1.000000e+02
1319,data_50-0.64-6194.in,code2,-1,1.000000e+02
1320,data_60-0.02-4783.in,code1,2,6.456600e-02
1321,data_60-0.02-4783.in,code2,2,6.233300e-02
1322,data_90-0.64-5855.in,code1,-1,1.000000e+02
1323,data_90-0.64-5855.in,code2,-1,1.000000e+02
1324,data_40-0.64-1278.in,code1,-1,1.000000e+02
1325,data_40-0.64-1278.in,code2,-1,1.000000e+02
1326,data_40-0.02-6930.in,code1,3,3.197390e-01
1327,data_40-0.02-6930.in,code2,3,3.220930e-01
1328,data_100-0.16-8105.in,code1,-1,1.000000e+02
1329,data_100-0.16-8105.in,code2,-1,1.000000e+02
1330,data_2-0.04-5855.in,code1,1,2.000000e-06
1331,data_2-0.04-5855.in,code2,2,3.000000e-06
1332,data_10-0.08-6194.in,code1,2,2.100000e-05
1333,data_10-0.08-6194.in,code2,2,4.000000e-06
1334,data_30-0.04-5855.in,code1,2,1.570000e-04
1335,data_30-0.04-5855.in,code2,2,1.500000e-05
1336,data_80-0.32-6726.in,code1,-1,1.000000e+02
1337,data_80-0.32-6726.in,code2,-1,1.000000e+02
1338,data_10-0.16-3648.in,code1,3,1.500000e-05
1339,data_10-0.16-3648.in,code2,3,5.000000e-06
1340,data_2-0.08-6489.in,code1,1,2.000000e-06
1341,data_2-0.08-6489.in,code2,2,1.000000e-06
1342,data_100-0.04-183.in,code1,-1,1.000000e+02
1343,data_100-0.04-183.in,code2,-1,1.000000e+02
1344,data_40-0.02-7215.in,code1,2,1.083000e-03
1345,data_40-0.02-7215.in,code2,2,8.450000e-04
1346,data_60-0.32-721.in,code1,-1,1.000000e+02
1347,data_60-0.32-721.in,code2,-1,1.000000e+02
1348,data_80-0.16-9665.in,code1,-1,1.000000e+02
1349,data_80-0.16-9665.in,code2,-1,1.000000e+02
1350,data_30-0.04-487.in,code1,2,1.640000e-04
1351,data_30-0.04-487.in,code2,2,2.500000e-05
1352,data_50-0.32-3749.in,code1,-1,1.000000e+02
1353,data_50-0.32-3749.in,code2,-1,1.000000e+02
1354,data_2-0.02-2405.in,code1,1,3.000000e-06
1355,data_2-0.02-2405.in,code2,2,2.000000e-06
1356,data_50-0.16-6573.in,code1,4,3.397160e-01
1357,data_50-0.16-6573.in,code2,4,3.331630e-01
1358,data_40-0.32-334.in,code1,6,4.216200e+00
1359,data_40-0.32-334.in,code2,6,4.285731e+00
1360,data_50-0.04-3705.in,code1,3,4.571280e-01
1361,data_50-0.04-3705.in,code2,3,4.531500e-01
1362,data_80-0.04-9665.in,code1,3,1.709933e+00
1363,data_80-0.04-9665.in,code2,3,1.714928e+00
1364,data_50-0.16-8321.in,code1,-1,1.000000e+02
1365,data_50-0.16-8321.in,code2,-1,1.000000e+02
1366,data_100-0.64-3749.in,code1,-1,1.000000e+02
1367,data_100-0.64-3749.in,code2,-1,1.000000e+02
1368,data_80-0.02-133.in,code1,-1,1.000000e+02
1369,data_80-0.02-133.in,code2,-1,1.000000e+02
1370,data_50-0.02-721.in,code1,2,3.537100e-02
1371,data_50-0.02-721.in,code2,2,2.972700e-02
1372,data_80-0.08-3401.in,code1,-1,1.000000e+02
1373,data_80-0.08-3401.in,code2,-1,1.000000e+02
1374,data_40-0.32-4783.in,code1,-1,1.000000e+02
1375,data_40-0.32-4783.in,code2,-1,1.000000e+02
1376,data_2-0.16-4783.in,code1,1,3.000000e-06
1377,data_2-0.16-4783.in,code2,2,2.000000e-06
1378,data_60-0.04-3705.in,code1,-1,1.000000e+02
1379,data_60-0.04-3705.in,code2,-1,1.000000e+02
1380,data_80-0.16-334.in,code1,-1,1.000000e+02
1381,data_80-0.16-334.in,code2,-1,1.000000e+02
1382,data_20-0.64-2405.in,code1,7,1.351800e-01
1383,data_20-0.64-2405.in,code2,7,1.356810e-01
1384,data_90-0.32-721.in,code1,-1,1.000000e+02
1385,data_90-0.32-721.in,code2,-1,1.000000e+02
1386,data_60-0.04-3648.in,code1,3,2.409840e-01
1387,data_60-0.04-3648.in,code2,3,2.405370e-01
1388,data_30-0.02-3401.in,code1,2,1.670000e-04
1389,data_30-0.02-3401.in,code2,2,2.100000e-05
1390,data_50-0.32-4783.in,code1,-1,1.000000e+02
1391,data_50-0.32-4783.in,code2,-1,1.000000e+02
1392,data_50-0.32-9806.in,code1,-1,1.000000e+02
1393,data_50-0.32-9806.in,code2,-1,1.000000e+02
1394,data_10-0.64-3401.in,code1,4,2.200000e-05
1395,data_10-0.64-3401.in,code2,4,1.000000e-05
1396,data_20-0.02-3648.in,code1,2,7.100000e-05
1397,data_20-0.02-3648.in,code2,2,7.000000e-06
1398,data_10-0.16-6930.in,code1,3,2.800000e-05
1399,data_10-0.16-6930.in,code2,3,1.700000e-05
1400,data_2-0.16-2405.in,code1,1,3.000000e-06
1401,data_2-0.16-2405.in,code2,2,2.000000e-06
1402,data_20-0.08-5855.in,code1,3,1.880000e-04
1403,data_20-0.08-5855.in,code2,3,5.700000e-05
1404,data_40-0.64-183.in,code1,-1,1.000000e+02
1405,data_40-0.64-183.in,code2,-1,1.000000e+02
1406,data_10-0.16-2275.in,code1,2,2.600000e-05
1407,data_10-0.16-2275.in,code2,2,3.000000e-06
1408,data_20-0.16-6194.in,code1,4,1.614000e-03
1409,data_20-0.16-6194.in,code2,4,1.190000e-03
1410,data_20-0.64-6757.in,code1,7,1.898930e-01
1411,data_20-0.64-6757.in,code2,7,2.021940e-01
1412,data_10-0.16-9544.in,code1,4,7.600000e-05
1413,data_10-0.16-9544.in,code2,4,9.200000e-05
1414,data_20-0.32-6194.in,code1,5,4.985000e-03
1415,data_20-0.32-6194.in,code2,5,5.432000e-03
1416,data_40-0.08-6573.in,code1,3,2.480000e-04
1417,data_40-0.08-6573.in,code2,3,4.100000e-05
1418,data_80-0.32-8321.in,code1,-1,1.000000e+02
1419,data_80-0.32-8321.in,code2,-1,1.000000e+02
1420,data_10-0.16-7215.in,code1,3,1.900000e-05
1421,data_10-0.16-7215.in,code2,3,1.100000e-05
1422,data_50-0.64-6930.in,code1,-1,1.000000e+02
1423,data_50-0.64-6930.in,code2,-1,1.000000e+02
1424,data_10-0.64-7107.in,code1,4,1.800000e-05
1425,data_10-0.64-7107.in,code2,4,1.300000e-05
1426,data_50-0.08-2405.in,code1,-1,1.000000e+02
1427,data_50-0.08-2405.in,code2,-1,1.000000e+02
1428,data_50-0.16-9806.in,code1,4,2.878257e+01
1429,data_50-0.16-9806.in,code2,4,2.893118e+01
1430,data_60-0.16-5840.in,code1,-1,1.000000e+02
1431,data_60-0.16-5840.in,code2,-1,1.000000e+02
1432,data_100-0.16-2783.in,code1,-1,1.000000e+02
1433,data_100-0.16-2783.in,code2,-1,1.000000e+02
1434,data_70-0.04-7215.in,code1,3,2.850420e-01
1435,data_70-0.04-7215.in,code2,3,2.848430e-01
1436,data_10-0.16-579.in,code1,2,1.600000e-05
1437,data_10-0.16-579.in,code2,2,6.000000e-06
1438,data_90-0.04-579.in,code1,-1,1.000000e+02
1439,data_90-0.04-579.in,code2,-1,1.000000e+02
1440,data_70-0.32-3648.in,code1,-1,1.000000e+02
1441,data_70-0.32-3648.in,code2,-1,1.000000e+02
1442,data_100-0.04-9665.in,code1,-1,1.000000e+02
1443,data_100-0.04-9665.in,code2,-1,1.000000e+02
1444,data_100-0.32-6194.in,code1,-1,1.000000e+02
1445,data_100-0.32-6194.in,code2,-1,1.000000e+02
1446,data_70-0.32-7215.in,code1,-1,1.000000e+02
1447,data_70-0.32-7215.in,code2,-1,1.000000e+02
1448,data_90-0.02-6726.in,code1,-1,1.000000e+02
1449,data_90-0.02-6726.in,code2,-1,1.000000e+02
1450,data_50-0.16-5855.in,code1,4,8.244804e+00
1451,data_50-0.16-5855.in,code2,4,8.007311e+00
1452,data_10-0.02-5855.in,code1,2,1.800000e-05
1453,data_10-0.02-5855.in,code2,2,4.000000e-06
1454,data_60-0.08-721.in,code1,4,5.655277e+00
1455,data_60-0.08-721.in,code2,4,5.567447e+00
1456,data_100-0.32-4783.in,code1,-1,1.000000e+02
