Exams,Probability,Seed,Code Type,N,Time
30,0.16,2405,code2,4,3.703000e-03
30,0.64,487,code1,9,4.837569e+01
30,0.64,487,code2,9,4.976419e+01
40,0.02,6573,code1,2,3.740000e-04
40,0.02,6573,code2,2,1.900000e-05
2,0.02,8321,code1,1,3.000000e-06
2,0.02,8321,code2,2,2.000000e-06
30,0.02,3749,code1,2,2.040000e-04
30,0.02,3749,code2,2,1.400000e-05
2,0.08,9806,code1,1,2.000000e-06
2,0.08,9806,code2,2,2.000000e-06
30,0.04,334,code1,2,2.050000e-04
30,0.04,334,code2,2,1.000000e-05
2,0.64,6757,code1,1,2.000000e-06
2,0.64,6757,code2,2,2.000000e-06
50,0.02,7107,code1,2,1.520000e-03
50,0.02,7107,code2,2,1.041000e-03
30,0.16,8105,code1,3,2.499700e-02
30,0.16,8105,code2,3,2.298300e-02
90,0.02,721,code1,3,2.524100e-02
90,0.02,721,code2,3,2.210300e-02
2,0.04,6757,code1,1,3.000000e-06
2,0.04,6757,code2,2,2.000000e-06
20,0.02,9544,code1,2,8.900000e-05
20,0.02,9544,code2,2,1.000000e-05
50,0.02,8105,code1,2,5.910000e-04
50,0.02,8105,code2,2,5.200000e-05
20,0.08,2275,code1,2,8.700000e-05
20,0.08,2275,code2,2,1.100000e-05
30,0.32,6573,code1,5,3.613000e-03
30,0.32,6573,code2,5,5.346000e-03
2,0.02,6930,code1,1,1.000000e-06
2,0.02,6930,code2,2,1.000000e-06
30,0.32,2783,code1,5,7.050500e-02
30,0.32,2783,code2,5,6.816500e-02
30,0.02,6930,code1,2,1.560000e-04
30,0.02,6930,code2,2,1.500000e-05
2,0.32,3749,code1,1,2.000000e-06
2,0.32,3749,code2,2,2.000000e-06
30,0.02,6757,code1,2,1.540000e-04
30,0.02,6757,code2,2,1.300000e-05
50,0.02,1278,code1,2,9.369758e+01
50,0.02,1278,code2,2,9.374724e+01
2,0.08,6757,code1,1,2.000000e-06
2,0.08,6757,code2,2,3.000000e-06
40,0.08,5855,code1,3,9.410000e-04
40,0.08,5855,code2,3,4.810000e-04
80,0.02,3401,code1,3,1.504646e+01
80,0.02,3401,code2,3,1.520634e+01
30,0.32,2275,code1,5,3.643600e-02
30,0.32,2275,code2,5,2.891800e-02
2,0.16,3401,code1,1,2.000000e-06
2,0.16,3401,code2,2,2.000000e-06
20,0.08,2405,code1,2,8.400000e-05
20,0.08,2405,code2,2,1.700000e-05
80,0.02,3705,code1,3,8.610143e+01
80,0.02,3705,code2,3,8.246008e+01
30,0.02,6194,code1,2,1.710000e-04
30,0.02,6194,code2,2,2.000000e-05
60,0.04,721,code1,3,5.488000e-03
60,0.04,721,code2,3,5.867000e-03
10,0.02,9665,code1,2,1.900000e-05
10,0.02,9665,code2,2,4.000000e-06
60,0.04,9806,code1,3,2.660600e-02
60,0.04,9806,code2,3,2.781200e-02
50,0.04,5840,code1,3,1.060180e-01
50,0.04,5840,code2,3,1.079360e-01
20,0.08,9665,code1,2,1.180000e-04
20,0.08,9665,code2,2,6.400000e-05
2,0.16,9544,code1,2,1.000000e-06
2,0.16,9544,code2,2,2.000000e-06
100,0.02,6194,code1,3,3.728126e+01
100,0.02,6194,code2,3,3.688462e+01
10,0.04,7215,code1,2,1.600000e-05
10,0.04,7215,code2,2,4.000000e-06
10,0.02,1278,code1,2,1.600000e-05
10,0.02,1278,code2,2,4.000000e-06
10,0.04,6194,code1,2,1.700000e-05
10,0.04,6194,code2,2,4.000000e-06
20,0.02,721,code1,2,6.800000e-05
20,0.02,721,code2,2,1.100000e-05
10,0.04,133,code1,2,2.000000e-05
10,0.04,133,code2,2,4.000000e-06
60,0.02,6489,code1,3,1.198724e+01
60,0.02,6489,code2,3,1.193760e+01
20,0.08,6726,code1,2,1.540000e-04
20,0.08,6726,code2,2,8.800000e-05
50,0.08,579,code1,3,1.419310e-01
50,0.08,579,code2,3,1.390760e-01
60,0.08,6930,code1,4,3.178962e+01
60,0.08,6930,code2,4,3.178333e+01
40,0.16,2405,code1,4,3.715800e-02
40,0.16,2405,code2,4,3.072200e-02
2,0.64,6194,code1,1,1.000000e-06
2,0.64,6194,code2,2,2.000000e-06
20,0.08,9806,code1,3,1.070000e-04
20,0.08,9806,code2,3,6.500000e-05
30,0.04,8321,code1,3,2.110000e-04
30,0.04,8321,code2,3,2.500000e-05
20,0.08,7107,code1,3,1.290000e-04
20,0.08,7107,code2,3,9.300000e-05
50,0.04,183,code1,3,1.324930e-01
50,0.04,183,code2,3,1.290050e-01
2,0.04,7107,code1,2,1.000000e-06
2,0.04,7107,code2,2,2.000000e-06
40,0.16,6930,code1,4,4.801700e-02
40,0.16,6930,code2,4,5.097600e-02
30,0.16,3749,code1,4,1.801200e-02
30,0.16,3749,code2,4,1.546200e-02
60,0.08,6757,code1,4,9.928338e+00
60,0.08,6757,code2,4,9.886773e+00
10,0.02,2783,code1,2,1.500000e-05
10,0.02,2783,code2,2,4.000000e-06
20,0.02,8321,code1,2,8.700000e-05
20,0.02,8321,code2,2,8.000000e-06
30,0.04,7107,code1,3,2.680000e-04
30,0.04,7107,code2,3,1.260000e-04
10,0.32,334,code1,3,4.200000e-05
10,0.32,334,code2,3,4.000000e-05
40,0.04,3648,code1,3,4.175000e-03
40,0.04,3648,code2,3,2.431000e-03
60,0.02,2405,code1,2,2.943000e-03
60,0.02,2405,code2,2,2.113000e-03
20,0.08,2783,code1,2,9.600000e-05
20,0.08,2783,code2,2,4.200000e-05
10,0.64,3749,code1,4,1.400000e-05
10,0.64,3749,code2,4,6.000000e-06
30,0.08,133,code1,3,2.705000e-03
30,0.08,133,code2,3,3.234000e-03
20,0.04,3749,code1,2,6.900000e-05
20,0.04,3749,code2,2,1.100000e-05
30,0.02,334,code1,2,1.680000e-04
30,0.02,334,code2,2,1.000000e-05
2,0.64,3705,code1,1,3.000000e-06
2,0.64,3705,code2,2,2.000000e-06
2,0.02,7215,code1,1,2.000000e-06
2,0.02,7215,code2,2,2.000000e-06
40,0.08,1278,code1,3,5.040000e-04
40,0.08,1278,code2,3,3.450000e-04
60,0.04,5840,code1,3,4.034610e-01
60,0.04,5840,code2,3,4.050910e-01
30,0.04,6194,code1,2,2.000000e-04
30,0.04,6194,code2,2,1.020000e-04
90,0.02,7215,code1,3,4.892923e+01
90,0.02,7215,code2,3,5.056787e+01
90,0.02,6573,code1,3,1.574390e-01
90,0.02,6573,code2,3,1.572330e-01
40,0.32,9806,code1,6,5.662474e+01
40,0.32,9806,code2,6,5.753497e+01
30,0.16,2783,code1,4,8.112000e-03
30,0.16,2783,code2,4,4.964000e-03
40,0.16,8105,code1,4,5.654200e-02
40,0.16,8105,code2,4,5.903500e-02
20,0.08,183,code1,3,9.200000e-05
20,0.08,183,code2,3,1.900000e-05
10,0.64,6489,code1,4,5.700000e-05
10,0.64,6489,code2,4,6.500000e-05
80,0.04,1278,code1,3,8.467565e+01
80,0.04,1278,code2,3,8.298519e+01
10,0.64,7215,code1,5,1.160000e-04
10,0.64,7215,code2,5,1.190000e-04
40,0.02,2783,code1,2,2.690000e-04
40,0.02,2783,code2,2,1.500000e-05
10,0.64,1278,code1,4,2.000000e-05
10,0.64,1278,code2,4,8.000000e-06
20,0.02,5840,code1,2,6.800000e-05
20,0.02,5840,code2,2,9.000000e-06
10,0.08,6573,code1,2,1.700000e-05
10,0.08,6573,code2,2,4.000000e-06
40,0.02,8321,code1,2,3.000000e-04
40,0.02,8321,code2,2,3.800000e-05
50,0.16,7107,code1,4,2.744263e+01
50,0.16,7107,code2,4,2.728874e+01
2,0.32,5855,code1,1,3.000000e-06
2,0.32,5855,code2,2,1.000000e-06
30,0.08,8321,code1,3,1.260000e-04
30,0.08,8321,code2,3,1.600000e-05
30,0.16,183,code1,4,1.863900e-02
30,0.16,183,code2,4,1.919700e-02
2,0.32,487,code1,1,2.000000e-06
2,0.32,487,code2,2,2.000000e-06
50,0.04,721,code1,3,2.568000e-03
50,0.04,721,code2,3,1.448000e-03
40,0.02,334,code1,2,4.720000e-04
40,0.02,334,code2,2,1.810000e-04
20,0.16,3749,code1,3,9.900000e-05
20,0.16,3749,code2,3,2.600000e-05
20,0.64,2783,code1,6,5.270000e-04
20,0.64,2783,code2,6,3.990000e-04
2,0.02,8105,code1,1,2.000000e-06
2,0.02,8105,code2,2,2.000000e-06
30,0.16,6930,code1,4,2.295100e-02
30,0.16,6930,code2,4,1.809800e-02
20,0.08,8105,code1,2,6.800000e-05
20,0.08,8105,code2,2,1.000000e-05
40,0.32,3401,code1,6,4.151331e+01
40,0.32,3401,code2,6,4.258958e+01
20,0.02,7215,code1,2,8.700000e-05
20,0.02,7215,code2,2,1.100000e-05
10,0.16,9806,code1,3,2.400000e-05
10,0.16,9806,code2,3,1.300000e-05
60,0.04,6489,code1,3,2.841050e-01
60,0.04,6489,code2,3,2.831960e-01
30,0.04,3401,code1,3,2.145500e-02
30,0.04,3401,code2,3,2.492100e-02
2,0.64,2405,code1,1,3.000000e-06
2,0.64,2405,code2,2,2.000000e-06
2,0.64,3401,code1,1,2.000000e-06
2,0.64,3401,code2,2,1.000000e-06
20,0.64,3749,code1,7,2.470300e-02
20,0.64,3749,code2,7,2.313300e-02
20,0.02,6726,code1,2,8.600000e-05
20,0.02,6726,code2,2,1.100000e-05
20,0.08,1278,code1,2,9.700000e-05
20,0.08,1278,code2,2,1.100000e-05
40,0.08,6489,code1,3,1.499000e-03
40,0.08,6489,code2,3,7.360000e-04
10,0.08,721,code1,2,1.600000e-05
10,0.08,721,code2,2,5.000000e-06
20,0.32,7215,code1,4,1.155000e-03
20,0.32,7215,code2,4,1.797000e-03
2,0.02,6489,code1,1,3.000000e-06
2,0.02,6489,code2,2,2.000000e-06
50,0.02,183,code1,2,1.274118e+00
50,0.02,183,code2,2,1.224730e+00
20,0.02,1278,code1,2,6.800000e-05
20,0.02,1278,code2,2,1.000000e-05
60,0.04,2275,code1,3,1.362680e-01
60,0.04,2275,code2,3,1.389330e-01
2,0.08,1278,code1,2,0.000000e+00
2,0.08,1278,code2,2,1.000000e-06
40,0.02,3705,code1,2,3.630000e-04
40,0.02,3705,code2,2,2.400000e-05
10,0.64,2783,code1,4,2.200000e-05
10,0.64,2783,code2,4,1.100000e-05
10,0.04,3401,code1,2,1.600000e-05
10,0.04,3401,code2,2,3.000000e-06
30,0.08,183,code1,3,2.200000e-04
30,0.08,183,code2,3,1.330000e-04
20,0.02,5855,code1,2,8.400000e-05
20,0.02,5855,code2,2,9.000000e-06
70,0.04,8321,code1,3,6.467476e+01
70,0.04,8321,code2,3,6.416471e+01
2,0.08,5855,code1,1,2.000000e-06
2,0.08,5855,code2,2,2.000000e-06
2,0.16,721,code1,2,0.000000e+00
2,0.16,721,code2,2,2.000000e-06
30,0.32,8321,code1,5,1.052900e-02
30,0.32,8321,code2,5,9.486000e-03
2,0.08,3705,code1,1,2.000000e-06
2,0.08,3705,code2,2,2.000000e-06
2,0.04,9665,code1,1,2.000000e-06
2,0.04,9665,code2,2,1.000000e-06
2,0.08,133,code1,1,1.000000e-06
2,0.08,133,code2,2,1.000000e-06
40,0.08,133,code1,3,3.074830e-01
40,0.08,133,code2,3,3.088660e-01
20,0.64,1278,code1,7,1.954500e-02
20,0.64,1278,code2,7,1.722900e-02
20,0.32,6726,code1,4,7.200000e-05
20,0.32,6726,code2,4,2.900000e-05
2,0.08,6726,code1,1,2.000000e-06
2,0.08,6726,code2,2,2.000000e-06
2,0.08,9665,code1,1,2.000000e-06
2,0.08,9665,code2,2,2.000000e-06
2,0.02,6726,code1,1,2.000000e-06
2,0.02,6726,code2,2,1.000000e-06
40,0.02,579,code1,2,3.680000e-04
40,0.02,579,code2,2,2.100000e-05
30,0.32,6930,code1,5,1.146940e-01
30,0.32,6930,code2,5,1.111390e-01
50,0.16,2275,code1,5,4.624225e+01
50,0.16,2275,code2,5,4.635716e+01
2,0.32,3648,code1,1,2.000000e-06
2,0.32,3648,code2,2,2.000000e-06
20,0.08,6194,code1,3,1.070000e-04
20,0.08,6194,code2,3,3.300000e-05
70,0.08,183,code1,4,5.303836e+01
70,0.08,183,code2,4,5.199220e+01
10,0.32,9544,code1,4,6.100000e-05
10,0.32,9544,code2,4,5.400000e-05
20,0.32,5840,code1,4,7.500000e-05
20,0.32,5840,code2,4,2.000000e-05
40,0.32,183,code1,6,8.112326e+01
40,0.32,183,code2,6,8.177013e+01
60,0.08,9665,code1,3,3.690070e-01
60,0.08,9665,code2,3,3.663680e-01
10,0.08,133,code1,2,2.000000e-05
10,0.08,133,code2,2,5.000000e-06
60,0.08,133,code1,4,3.899141e+00
60,0.08,133,code2,4,3.868432e+00
