Exams,Probability,Seed,Code Type,N,Time
30,0.32,1278,code2,5,9.286910e-01
40,0.02,3401,code1,3,5.557900e-02
40,0.02,3401,code2,3,5.365600e-02
70,0.02,721,code1,3,2.379318e+00
70,0.02,721,code2,3,2.356959e+00
80,0.02,6573,code1,3,6.286690e-01
80,0.02,6573,code2,3,6.217080e-01
30,0.04,2405,code1,2,2.953000e-03
30,0.04,2405,code2,2,2.972000e-03
2,0.04,3648,code1,1,2.000000e-06
2,0.04,3648,code2,2,2.000000e-06
10,0.04,9665,code1,2,1.600000e-05
10,0.04,9665,code2,2,5.000000e-06
10,0.64,4783,code1,5,4.700000e-05
10,0.64,4783,code2,5,4.300000e-05
50,0.16,3648,code1,5,6.527614e+01
50,0.16,3648,code2,5,6.472927e+01
40,0.32,7215,code1,6,1.009257e+01
40,0.32,7215,code2,6,1.022690e+01
2,0.16,7107,code1,2,1.000000e-06
2,0.16,7107,code2,2,2.000000e-06
90,0.02,7107,code1,3,3.332010e-01
90,0.02,7107,code2,3,3.254380e-01
10,0.64,8321,code1,5,2.700000e-05
10,0.64,8321,code2,5,2.500000e-05
60,0.16,4783,code1,5,9.533618e+01
60,0.16,4783,code2,5,9.439105e+01
40,0.08,3401,code1,3,1.134257e+00
40,0.08,3401,code2,3,1.121839e+00
40,0.02,6489,code1,2,4.570000e-04
40,0.02,6489,code2,2,2.240000e-04
20,0.08,7215,code1,3,7.400000e-05
20,0.08,7215,code2,3,1.700000e-05
60,0.02,721,code1,2,2.946910e-01
60,0.02,721,code2,2,2.968050e-01
30,0.02,2275,code1,2,1.250000e-04
30,0.02,2275,code2,2,1.100000e-05
10,0.08,7215,code1,3,2.500000e-05
10,0.08,7215,code2,3,2.000000e-05
10,0.08,2783,code1,2,1.300000e-05
10,0.08,2783,code2,2,3.000000e-06
30,0.32,6489,code1,5,8.309100e-02
30,0.32,6489,code2,5,8.294600e-02
2,0.02,183,code1,1,2.000000e-06
2,0.02,183,code2,2,2.000000e-06
2,0.64,6573,code1,1,3.000000e-06
2,0.64,6573,code2,2,1.000000e-06
20,0.04,1278,code1,2,9.500000e-05
20,0.04,1278,code2,2,1.000000e-05
20,0.16,2275,code1,3,8.800000e-05
20,0.16,2275,code2,3,1.600000e-05
10,0.16,4783,code1,3,1.700000e-05
10,0.16,4783,code2,3,7.000000e-06
40,0.32,6194,code1,6,9.423211e+00
40,0.32,6194,code2,6,9.542261e+00
30,0.32,9665,code1,5,1.949020e-01
30,0.32,9665,code2,5,1.885360e-01
40,0.32,3705,code1,6,1.932105e+01
40,0.32,3705,code2,6,1.971694e+01
10,0.64,5855,code1,4,1.400000e-05
10,0.64,5855,code2,4,8.000000e-06
10,0.04,6757,code1,2,1.900000e-05
10,0.04,6757,code2,2,4.000000e-06
20,0.64,5840,code1,8,1.963700e-02
20,0.64,5840,code2,8,2.417600e-02
20,0.02,3705,code1,2,6.600000e-05
20,0.02,3705,code2,2,1.000000e-05
30,0.08,3648,code1,3,2.780000e-04
30,0.08,3648,code2,3,7.000000e-05
30,0.04,2783,code1,2,4.780000e-04
30,0.04,2783,code2,2,2.290000e-04
2,0.04,5840,code1,1,2.000000e-06
2,0.04,5840,code2,2,2.000000e-06
2,0.02,3705,code1,1,3.000000e-06
2,0.02,3705,code2,2,2.000000e-06
30,0.08,6194,code1,3,3.800000e-04
30,0.08,6194,code2,3,1.980000e-04
20,0.64,9806,code1,7,2.316300e-02
20,0.64,9806,code2,7,1.677200e-02
20,0.04,7107,code1,2,2.190000e-04
20,0.04,7107,code2,2,1.580000e-04
2,0.02,721,code1,1,4.000000e-06
2,0.02,721,code2,2,2.000000e-06
10,0.32,7215,code1,3,1.600000e-05
10,0.32,7215,code2,3,7.000000e-06
20,0.64,6930,code1,7,2.260000e-03
20,0.64,6930,code2,7,1.617000e-03
40,0.02,6194,code1,2,5.020000e-03
40,0.02,6194,code2,2,4.750000e-03
40,0.16,7107,code1,5,1.442684e+00
40,0.16,7107,code2,5,1.454009e+00
20,0.32,3705,code1,5,6.700000e-04
20,0.32,3705,code2,5,6.560000e-04
40,0.08,3705,code1,3,8.996600e-02
40,0.08,3705,code2,3,9.306300e-02
70,0.02,6489,code1,3,2.444000e-03
70,0.02,6489,code2,3,1.625000e-03
2,0.32,579,code1,2,0.000000e+00
2,0.32,579,code2,2,2.000000e-06
40,0.02,9665,code1,2,3.630000e-04
40,0.02,9665,code2,2,1.500000e-05
2,0.32,6757,code1,1,2.000000e-06
2,0.32,6757,code2,2,2.000000e-06
30,0.02,9665,code1,2,2.000000e-04
30,0.02,9665,code2,2,1.400000e-05
10,0.02,6573,code1,2,2.100000e-05
10,0.02,6573,code2,2,3.000000e-06
20,0.32,2405,code1,4,5.260000e-04
20,0.32,2405,code2,4,3.710000e-04
40,0.04,1278,code1,2,6.110000e-04
40,0.04,1278,code2,2,4.920000e-04
60,0.02,7215,code1,2,1.034000e-03
60,0.02,7215,code2,2,4.680000e-04
40,0.16,3749,code1,4,2.733320e-01
40,0.16,3749,code2,4,2.672640e-01
60,0.04,7215,code1,3,3.287181e+00
60,0.04,7215,code2,3,3.282359e+00
30,0.08,4783,code1,3,1.880000e-04
30,0.08,4783,code2,3,3.100000e-05
2,0.08,4783,code1,1,2.000000e-06
2,0.08,4783,code2,2,2.000000e-06
20,0.32,1278,code1,4,3.980000e-04
20,0.32,1278,code2,4,2.120000e-04
60,0.02,4783,code1,2,6.456600e-02
60,0.02,4783,code2,2,6.233300e-02
40,0.02,6930,code1,3,3.197390e-01
40,0.02,6930,code2,3,3.220930e-01
2,0.04,5855,code1,1,2.000000e-06
2,0.04,5855,code2,2,3.000000e-06
10,0.08,6194,code1,2,2.100000e-05
10,0.08,6194,code2,2,4.000000e-06
30,0.04,5855,code1,2,1.570000e-04
30,0.04,5855,code2,2,1.500000e-05
10,0.16,3648,code1,3,1.500000e-05
10,0.16,3648,code2,3,5.000000e-06
2,0.08,6489,code1,1,2.000000e-06
2,0.08,6489,code2,2,1.000000e-06
40,0.02,7215,code1,2,1.083000e-03
40,0.02,7215,code2,2,8.450000e-04
30,0.04,487,code1,2,1.640000e-04
30,0.04,487,code2,2,2.500000e-05
2,0.02,2405,code1,1,3.000000e-06
2,0.02,2405,code2,2,2.000000e-06
50,0.16,6573,code1,4,3.397160e-01
50,0.16,6573,code2,4,3.331630e-01
40,0.32,334,code1,6,4.216200e+00
40,0.32,334,code2,6,4.285731e+00
50,0.04,3705,code1,3,4.571280e-01
50,0.04,3705,code2,3,4.531500e-01
80,0.04,9665,code1,3,1.709933e+00
80,0.04,9665,code2,3,1.714928e+00
50,0.02,721,code1,2,3.537100e-02
50,0.02,721,code2,2,2.972700e-02
2,0.16,4783,code1,1,3.000000e-06
2,0.16,4783,code2,2,2.000000e-06
20,0.64,2405,code1,7,1.351800e-01
20,0.64,2405,code2,7,1.356810e-01
60,0.04,3648,code1,3,2.409840e-01
60,0.04,3648,code2,3,2.405370e-01
30,0.02,3401,code1,2,1.670000e-04
30,0.02,3401,code2,2,2.100000e-05
10,0.64,3401,code1,4,2.200000e-05
10,0.64,3401,code2,4,1.000000e-05
20,0.02,3648,code1,2,7.100000e-05
20,0.02,3648,code2,2,7.000000e-06
10,0.16,6930,code1,3,2.800000e-05
10,0.16,6930,code2,3,1.700000e-05
2,0.16,2405,code1,1,3.000000e-06
2,0.16,2405,code2,2,2.000000e-06
20,0.08,5855,code1,3,1.880000e-04
20,0.08,5855,code2,3,5.700000e-05
10,0.16,2275,code1,2,2.600000e-05
10,0.16,2275,code2,2,3.000000e-06
20,0.16,6194,code1,4,1.614000e-03
20,0.16,6194,code2,4,1.190000e-03
20,0.64,6757,code1,7,1.898930e-01
20,0.64,6757,code2,7,2.021940e-01
10,0.16,9544,code1,4,7.600000e-05
10,0.16,9544,code2,4,9.200000e-05
20,0.32,6194,code1,5,4.985000e-03
20,0.32,6194,code2,5,5.432000e-03
40,0.08,6573,code1,3,2.480000e-04
40,0.08,6573,code2,3,4.100000e-05
10,0.16,7215,code1,3,1.900000e-05
10,0.16,7215,code2,3,1.100000e-05
10,0.64,7107,code1,4,1.800000e-05
10,0.64,7107,code2,4,1.300000e-05
50,0.16,9806,code1,4,2.878257e+01
50,0.16,9806,code2,4,2.893118e+01
70,0.04,7215,code1,3,2.850420e-01
70,0.04,7215,code2,3,2.848430e-01
10,0.16,579,code1,2,1.600000e-05
10,0.16,579,code2,2,6.000000e-06
50,0.16,5855,code1,4,8.244804e+00
50,0.16,5855,code2,4,8.007311e+00
10,0.02,5855,code1,2,1.800000e-05
10,0.02,5855,code2,2,4.000000e-06
60,0.08,721,code1,4,5.655277e+00
60,0.08,721,code2,4,5.567447e+00
2,0.32,183,code1,2,1.000000e-06
2,0.32,183,code2,2,2.000000e-06
80,0.02,7215,code1,3,2.437027e+01
80,0.02,7215,code2,3,2.420474e+01
10,0.02,183,code1,2,1.300000e-05
10,0.02,183,code2,2,4.000000e-06
2,0.16,6726,code1,1,3.000000e-06
2,0.16,6726,code2,2,3.000000e-06
60,0.08,6726,code1,3,9.601561e+01
60,0.08,6726,code2,3,9.526134e+01
2,0.16,133,code1,1,2.000000e-06
2,0.16,133,code2,2,2.000000e-06
2,0.16,7215,code1,1,2.000000e-06
2,0.16,7215,code2,2,2.000000e-06
20,0.16,2405,code1,3,7.900000e-05
20,0.16,2405,code2,3,2.800000e-05
2,0.32,133,code1,1,2.000000e-06
2,0.32,133,code2,2,1.000000e-06
60,0.02,6726,code1,2,8.054310e-01
60,0.02,6726,code2,2,7.983340e-01
50,0.08,6930,code1,3,1.482003e+00
50,0.08,6930,code2,3,1.442270e+00
40,0.32,2275,code1,6,2.212427e+01
40,0.32,2275,code2,6,2.239147e+01
10,0.32,183,code1,3,1.800000e-05
10,0.32,183,code2,3,1.000000e-05
40,0.04,3705,code1,2,1.230900e-02
40,0.04,3705,code2,2,1.455100e-02
10,0.32,6489,code1,3,1.700000e-05
10,0.32,6489,code2,3,1.000000e-05
10,0.16,2405,code1,2,2.100000e-05
10,0.16,2405,code2,2,5.000000e-06
100,0.02,7215,code1,3,1.249877e+00
100,0.02,7215,code2,3,1.237156e+00
70,0.04,334,code1,3,2.054700e-02
70,0.04,334,code2,3,1.773300e-02
10,0.16,334,code1,3,2.400000e-05
10,0.16,334,code2,3,1.400000e-05
60,0.04,133,code1,3,7.860000e-04
60,0.04,133,code2,3,5.900000e-05
10,0.08,9806,code1,2,1.500000e-05
10,0.08,9806,code2,2,5.000000e-06
10,0.32,721,code1,3,2.500000e-05
10,0.32,721,code2,3,9.000000e-06
20,0.08,721,code1,3,1.040000e-04
20,0.08,721,code2,3,5.900000e-05
10,0.04,334,code1,2,1.700000e-05
10,0.04,334,code2,2,3.000000e-06
60,0.02,2275,code1,2,6.886000e-03
60,0.02,2275,code2,2,3.845000e-03
30,0.04,7215,code1,2,2.500000e-04
30,0.04,7215,code2,2,1.160000e-04
2,0.02,6573,code1,1,3.000000e-06
2,0.02,6573,code2,2,2.000000e-06
20,0.04,4783,code1,2,6.700000e-05
20,0.04,4783,code2,2,1.000000e-05
70,0.04,2275,code1,3,1.314820e-01
70,0.04,2275,code2,3,1.283580e-01
10,0.32,579,code1,4,2.600000e-05
10,0.32,579,code2,4,2.500000e-05
60,0.08,6573,code1,3,1.828405e+00
60,0.08,6573,code2,3,1.825019e+00
20,0.02,2783,code1,2,1.150000e-04
20,0.02,2783,code2,2,7.100000e-05
30,0.32,3401,code1,5,1.408500e-02
30,0.32,3401,code2,5,1.587900e-02
20,0.16,721,code1,4,2.270000e-04
20,0.16,721,code2,4,1.410000e-04
10,0.08,6757,code1,2,1.500000e-05
10,0.08,6757,code2,2,5.000000e-06
20,0.16,7107,code1,3,1.289000e-03
20,0.16,7107,code2,3,1.224000e-03
40,0.02,6757,code1,2,4.820000e-04
40,0.02,6757,code2,2,1.680000e-04
60,0.04,3401,code1,3,4.568900e-02
60,0.04,3401,code2,3,4.714400e-02
10,0.16,6194,code1,3,1.800000e-05
10,0.16,6194,code2,3,8.000000e-06
50,0.04,2783,code1,3,7.996000e-03
50,0.04,2783,code2,3,5.241000e-03
40,0.32,6726,code1,6,5.939715e+00
40,0.32,6726,code2,6,6.350793e+00
60,0.02,3705,code1,2,5.427588e+01
60,0.02,3705,code2,2,5.446688e+01
20,0.32,334,code1,4,1.390000e-04
20,0.32,334,code2,4,7.200000e-05
40,0.32,2783,code1,6,2.838855e+00
40,0.32,2783,code2,6,3.102520e+00
2,0.16,2783,code1,1,2.000000e-06
2,0.16,2783,code2,2,1.000000e-06
20,0.08,6930,code1,3,9.000000e-05
20,0.08,6930,code2,3,4.200000e-05
30,0.16,1278,code1,4,2.842800e-02
30,0.16,1278,code2,4,3.088300e-02
10,0.32,3401,code1,3,1.600000e-05
10,0.32,3401,code2,3,7.000000e-06
40,0.32,6489,code1,6,2.626711e+01
40,0.32,6489,code2,6,2.665054e+01
2,0.32,6573,code1,1,2.000000e-06
2,0.32,6573,code2,2,2.000000e-06
50,0.16,5840,code1,4,2.313600e-01
50,0.16,5840,code2,4,2.274370e-01
70,0.02,3648,code1,2,4.764000e-03
70,0.02,3648,code2,2,2.217000e-03
70,0.04,2783,code1,3,3.830000e-03
70,0.04,2783,code2,3,1.664000e-03
2,0.16,6573,code1,1,2.000000e-06
2,0.16,6573,code2,2,2.000000e-06
10,0.64,721,code1,5,6.900000e-05
10,0.64,721,code2,5,8.400000e-05
10,0.64,6757,code1,5,2.800000e-05
10,0.64,6757,code2,5,2.900000e-05
70,0.04,9665,code1,3,4.701450e-01
70,0.04,9665,code2,3,4.713910e-01
20,0.64,334,code1,6,8.000000e-04
20,0.64,334,code2,6,1.030000e-03
60,0.02,183,code1,3,1.068817e+01
60,0.02,183,code2,3,1.081209e+01
10,0.02,6726,code1,2,1.500000e-05
10,0.02,6726,code2,2,4.000000e-06
10,0.02,579,code1,2,2.200000e-05
10,0.02,579,code2,2,5.000000e-06
2,0.64,6930,code1,2,1.000000e-06
2,0.64,6930,code2,2,2.000000e-06
60,0.02,8321,code1,2,6.185000e-03
60,0.02,8321,code2,2,5.643000e-03
30,0.16,7107,code1,4,6.631000e-03
30,0.16,7107,code2,4,4.303000e-03
2,0.02,9665,code1,1,1.000000e-06
2,0.02,9665,code2,2,2.000000e-06
40,0.32,7107,code1,6,3.748602e+00
40,0.32,7107,code2,6,3.770678e+00
20,0.16,6573,code1,3,8.800000e-05
20,0.16,6573,code2,3,1.500000e-05
30,0.04,6930,code1,3,8.251000e-03
30,0.04,6930,code2,3,6.917000e-03
10,0.16,5840,code1,3,1.700000e-05
10,0.16,5840,code2,3,1.100000e-05
20,0.16,6726,code1,3,9.900000e-05
20,0.16,6726,code2,3,2.500000e-05
40,0.16,2275,code1,4,8.781831e+00
40,0.16,2275,code2,4,8.525960e+00
90,0.02,2783,code1,3,9.847651e+01
90,0.02,2783,code2,3,9.879721e+01
60,0.04,8321,code1,3,1.323160e-01
60,0.04,8321,code2,3,1.279080e-01
60,0.02,6573,code1,3,1.315800e-01
60,0.02,6573,code2,3,1.311760e-01
2,0.32,7215,code1,1,3.000000e-06
2,0.32,7215,code2,2,2.000000e-06
2,0.32,6726,code1,1,3.000000e-06
2,0.32,6726,code2,2,2.000000e-06
50,0.02,7215,code1,2,1.190700e-02
50,0.02,7215,code2,2,1.542700e-02
30,0.02,1278,code1,2,2.120000e-04
30,0.02,1278,code2,2,2.600000e-05
10,0.64,6194,code1,5,4.900000e-05
10,0.64,6194,code2,5,4.600000e-05
2,0.16,9665,code1,1,2.000000e-06
2,0.16,9665,code2,2,1.000000e-06
20,0.04,9665,code1,2,6.800000e-05
20,0.04,9665,code2,2,1.000000e-05
10,0.08,3749,code1,2,1.600000e-05
10,0.08,3749,code2,2,5.000000e-06
20,0.02,6194,code1,2,8.800000e-05
20,0.02,6194,code2,2,1.000000e-05
10,0.02,8105,code1,1,2.200000e-05
10,0.02,8105,code2,2,4.000000e-06
50,0.16,8105,code1,4,5.572500e-01
50,0.16,8105,code2,4,5.562030e-01
50,0.04,6726,code1,3,2.044300e-02
50,0.04,6726,code2,3,1.543000e-02
50,0.04,2275,code1,3,2.912400e-02
50,0.04,2275,code2,3,2.627200e-02
30,0.16,3401,code1,3,1.268000e-03
30,0.16,3401,code2,3,1.016000e-03
10,0.64,183,code1,4,1.300000e-05
10,0.64,183,code2,4,7.000000e-06
90,0.02,183,code1,3,8.454970e+00
90,0.02,183,code2,3,8.513729e+00
30,0.08,6757,code1,3,5.360000e-04
30,0.08,6757,code2,3,3.530000e-04
40,0.16,3401,code1,4,2.197300e-02
40,0.16,3401,code2,4,2.176500e-02
20,0.16,8105,code1,2,6.800000e-05
20,0.16,8105,code2,2,1.000000e-05
20,0.04,6930,code1,2,7.000000e-05
20,0.04,6930,code2,2,8.000000e-06
40,0.08,8105,code1,3,1.570300e-02
40,0.08,8105,code2,3,1.058800e-02
50,0.02,8321,code1,2,2.317208e+01
50,0.02,8321,code2,2,2.324290e+01
40,0.08,183,code1,4,3.187805e+01
40,0.08,183,code2,4,3.202302e+01
50,0.08,3705,code1,3,1.453900e-02
50,0.08,3705,code2,3,1.355400e-02
60,0.04,487,code1,3,2.412400e-02
60,0.04,487,code2,3,2.565400e-02
2,0.08,487,code1,1,2.000000e-06
2,0.08,487,code2,2,1.000000e-06
60,0.04,6573,code1,3,1.730900e-02
60,0.04,6573,code2,3,1.833300e-02
30,0.04,133,code1,2,2.520000e-04
30,0.04,133,code2,2,7.100000e-05
20,0.08,579,code1,2,5.500000e-05
20,0.08,579,code2,2,9.000000e-06
2,0.04,2783,code1,1,3.000000e-06
2,0.04,2783,code2,2,1.000000e-06
50,0.02,9665,code1,2,7.566100e-02
50,0.02,9665,code2,2,8.122100e-02
50,0.16,6930,code1,5,5.254918e+01
50,0.16,6930,code2,5,5.245192e+01
2,0.08,8105,code1,1,2.000000e-06
2,0.08,8105,code2,2,2.000000e-06
2,0.64,7107,code1,2,0.000000e+00
2,0.64,7107,code2,2,2.000000e-06
20,0.64,7107,code1,8,1.725560e-01
20,0.64,7107,code2,8,1.809640e-01
10,0.32,5855,code1,3,1.600000e-05
10,0.32,5855,code2,3,7.000000e-06
40,0.16,133,code1,5,8.191426e+00
40,0.16,133,code2,5,8.212796e+00
50,0.04,487,code1,3,2.668300e-02
50,0.04,487,code2,3,2.396200e-02
20,0.16,6930,code1,3,1.220000e-04
20,0.16,6930,code2,3,4.800000e-05
40,0.16,7215,code1,4,5.221730e-01
40,0.16,7215,code2,4,5.174830e-01
2,0.16,3749,code1,1,2.000000e-06
2,0.16,3749,code2,2,2.000000e-06
50,0.02,3648,code1,3,9.611567e+01
50,0.02,3648,code2,3,9.680262e+01
10,0.04,487,code1,2,1.300000e-05
10,0.04,487,code2,2,4.000000e-06
40,0.08,9544,code1,3,3.258500e-02
40,0.08,9544,code2,3,3.107200e-02
20,0.64,579,code1,8,3.847510e-01
20,0.64,579,code2,8,3.906440e-01
50,0.08,5855,code1,3,1.337050e-01
50,0.08,5855,code2,3,1.326660e-01
20,0.16,3648,code1,4,1.158000e-03
20,0.16,3648,code2,4,1.088000e-03
50,0.04,4783,code1,3,4.445000e-03
50,0.04,4783,code2,3,2.453000e-03
2,0.16,3648,code1,1,2.000000e-06
2,0.16,3648,code2,2,2.000000e-06
70,0.02,7215,code1,3,2.220503e+00
70,0.02,7215,code2,3,2.194515e+00
2,0.32,5840,code1,2,1.000000e-06
2,0.32,5840,code2,2,2.000000e-06
70,0.02,6757,code1,2,5.473770e-01
70,0.02,6757,code2,2,5.443230e-01
30,0.32,133,code1,6,1.006530e-01
30,0.32,133,code2,6,1.015180e-01
10,0.32,1278,code1,4,2.200000e-05
10,0.32,1278,code2,4,1.900000e-05
20,0.16,579,code1,4,1.009100e-02
20,0.16,579,code2,4,5.616000e-03
40,0.04,5855,code1,2,2.880300e-02
40,0.04,5855,code2,2,2.638300e-02
70,0.02,9665,code1,2,1.538000e-03
70,0.02,9665,code2,2,3.660000e-04
10,0.04,5855,code1,2,1.900000e-05
10,0.04,5855,code2,2,4.000000e-06
10,0.08,6726,code1,2,1.600000e-05
10,0.08,6726,code2,2,5.000000e-06
60,0.04,6194,code1,3,2.062107e+01
60,0.04,6194,code2,3,2.070960e+01
80,0.02,9544,code1,3,6.645895e+01
80,0.02,9544,code2,3,6.673966e+01
60,0.02,5855,code1,2,8.690000e-04
60,0.02,5855,code2,2,4.340000e-04
2,0.16,8105,code1,1,3.000000e-06
2,0.16,8105,code2,2,2.000000e-06
40,0.08,9665,code1,3,4.990000e-03
40,0.08,9665,code2,3,2.888000e-03
60,0.02,3749,code1,3,1.062800e-02
60,0.02,3749,code2,3,8.421000e-03
60,0.04,579,code1,3,3.605000e-03
60,0.04,579,code2,3,2.964000e-03
40,0.04,7215,code1,3,2.527300e-02
40,0.04,7215,code2,3,2.254300e-02
10,0.04,6573,code1,2,1.600000e-05
10,0.04,6573,code2,2,5.000000e-06
30,0.08,7107,code1,3,1.418000e-03
30,0.08,7107,code2,3,1.760000e-03
100,0.02,3401,code1,3,2.934063e+01
100,0.02,3401,code2,3,2.917972e+01
40,0.04,3401,code1,3,1.422900e-02
40,0.04,3401,code2,3,1.356400e-02
50,0.08,8105,code1,3,1.150981e+00
50,0.08,8105,code2,3,1.147759e+00
30,0.32,579,code1,5,4.434000e-02
30,0.32,579,code2,5,4.472700e-02
20,0.04,6573,code1,2,5.400000e-05
20,0.04,6573,code2,2,9.000000e-06
20,0.16,2783,code1,3,8.500000e-05
20,0.16,2783,code2,3,2.900000e-05
10,0.64,579,code1,4,2.300000e-05
10,0.64,579,code2,4,2.100000e-05
2,0.16,6489,code1,1,2.000000e-06
2,0.16,6489,code2,2,3.000000e-06
50,0.08,3401,code1,3,1.914329e+01
50,0.08,3401,code2,3,1.911747e+01
40,0.32,2405,code1,6,1.041106e+00
40,0.32,2405,code2,6,1.020170e+00
10,0.32,133,code1,4,1.300000e-05
10,0.32,133,code2,4,8.000000e-06
10,0.08,9665,code1,2,1.400000e-05
10,0.08,9665,code2,2,3.000000e-06
50,0.04,334,code1,3,8.249000e-03
50,0.04,334,code2,3,7.781000e-03
20,0.04,3648,code1,2,8.800000e-05
20,0.04,3648,code2,2,1.100000e-05
50,0.08,2275,code1,4,8.736047e+00
50,0.08,2275,code2,4,8.672402e+00
40,0.04,2275,code1,3,1.960000e-03
40,0.04,2275,code2,3,2.633000e-03
70,0.02,4783,code1,3,3.869430e+01
70,0.02,4783,code2,3,3.938529e+01
30,0.04,9665,code1,2,2.020000e-04
30,0.04,9665,code2,2,1.400000e-05
10,0.32,8321,code1,3,1.900000e-05
10,0.32,8321,code2,3,5.000000e-06
50,0.08,721,code1,4,3.687112e+00
50,0.08,721,code2,4,3.683979e+00
20,0.04,9544,code1,2,6.800000e-05
20,0.04,9544,code2,2,1.000000e-05
50,0.08,6194,code1,3,2.375400e-02
50,0.08,6194,code2,3,2.520000e-04
40,0.08,4783,code1,3,2.266266e+00
40,0.08,4783,code2,3,2.244808e+00
2,0.16,6194,code1,1,2.000000e-06
2,0.16,6194,code2,2,2.000000e-06
40,0.04,9806,code1,3,1.333470e-01
40,0.04,9806,code2,3,1.368800e-01
30,0.64,5855,code1,9,1.708579e+01
30,0.64,5855,code2,9,1.654247e+01
80,0.02,2783,code1,3,2.704004e+00
80,0.02,2783,code2,3,2.694641e+00
2,0.04,2405,code1,1,2.000000e-06
2,0.04,2405,code2,2,1.000000e-06
30,0.16,9806,code1,4,1.449400e-02
30,0.16,9806,code2,4,1.584700e-02
30,0.02,8321,code1,2,1.550000e-04
30,0.02,8321,code2,2,1.400000e-05
20,0.02,3401,code1,2,6.900000e-05
20,0.02,3401,code2,2,1.100000e-05
10,0.16,9665,code1,2,1.500000e-05
10,0.16,9665,code2,2,3.000000e-06
30,0.02,3705,code1,2,2.000000e-04
30,0.02,3705,code2,2,1.400000e-05
20,0.64,9544,code1,7,1.105680e-01
20,0.64,9544,code2,7,1.073620e-01
10,0.08,5840,code1,2,1.600000e-05
10,0.08,5840,code2,2,5.000000e-06
10,0.16,487,code1,2,2.600000e-05
10,0.16,487,code2,2,1.200000e-05
20,0.04,3401,code1,2,8.900000e-05
20,0.04,3401,code2,2,1.000000e-05
10,0.08,579,code1,2,1.700000e-05
10,0.08,579,code2,2,5.000000e-06
20,0.16,9665,code1,3,2.020000e-04
20,0.16,9665,code2,3,1.210000e-04
50,0.08,6573,code1,3,3.990922e+00
50,0.08,6573,code2,3,3.969769e+00
40,0.04,3749,code1,3,1.023300e-02
40,0.04,3749,code2,3,8.594000e-03
10,0.02,4783,code1,2,1.700000e-05
10,0.02,4783,code2,2,5.000000e-06
10,0.04,3648,code1,2,1.600000e-05
10,0.04,3648,code2,2,4.000000e-06
40,0.04,6489,code1,2,1.045000e-03
40,0.04,6489,code2,2,3.090000e-04
50,0.08,9665,code1,3,3.706000e-03
50,0.08,9665,code2,3,3.948000e-03
40,0.16,6194,code1,5,3.326539e+01
40,0.16,6194,code2,5,3.330671e+01
30,0.02,183,code1,2,1.900000e-04
30,0.02,183,code2,2,4.500000e-05
40,0.02,2405,code1,2,3.670000e-04
40,0.02,2405,code2,2,2.000000e-05
10,0.64,2275,code1,4,3.700000e-05
10,0.64,2275,code2,4,3.700000e-05
10,0.02,7107,code1,2,2.800000e-05
10,0.02,7107,code2,2,4.000000e-06
20,0.16,487,code1,3,1.880000e-04
20,0.16,487,code2,3,1.220000e-04
20,0.02,6489,code1,2,6.900000e-05
20,0.02,6489,code2,2,1.000000e-05
20,0.08,3648,code1,3,1.250000e-04
20,0.08,3648,code2,3,6.400000e-05
40,0.08,2783,code1,3,3.556000e-03
40,0.08,2783,code2,3,3.360000e-03
40,0.04,133,code1,3,7.821000e-03
40,0.04,133,code2,3,7.398000e-03
30,0.64,9544,code1,8,2.906652e+01
30,0.64,9544,code2,8,2.968424e+01
30,0.08,487,code1,3,3.600000e-04
30,0.08,487,code2,3,1.780000e-04
10,0.04,9806,code1,2,1.900000e-05
10,0.04,9806,code2,2,3.000000e-06
30,0.32,3749,code1,6,5.309927e+00
30,0.32,3749,code2,6,5.424296e+00
30,0.16,721,code1,4,1.107000e-03
30,0.16,721,code2,4,1.011000e-03
2,0.64,721,code1,2,1.000000e-06
2,0.64,721,code2,2,2.000000e-06
40,0.32,6757,code1,6,6.083316e+00
40,0.32,6757,code2,6,5.998625e+00
2,0.64,2275,code1,1,3.000000e-06
2,0.64,2275,code2,2,3.000000e-06
30,0.02,3648,code1,2,1.660000e-04
30,0.02,3648,code2,2,1.300000e-05
50,0.02,6573,code1,2,5.820000e-04
50,0.02,6573,code2,2,3.100000e-05
20,0.02,334,code1,2,6.900000e-05
20,0.02,334,code2,2,1.000000e-05
10,0.32,8105,code1,3,4.900000e-05
10,0.32,8105,code2,3,5.000000e-05
20,0.32,7107,code1,4,8.860000e-04
20,0.32,7107,code2,4,8.180000e-04
30,0.08,7215,code1,3,2.650000e-04
30,0.08,7215,code2,3,7.600000e-05
10,0.04,3749,code1,2,2.200000e-05
10,0.04,3749,code2,2,3.000000e-06
20,0.64,721,code1,7,5.875800e-02
20,0.64,721,code2,7,5.630400e-02
20,0.04,6489,code1,2,6.900000e-05
20,0.04,6489,code2,2,9.000000e-06
2,0.16,5855,code1,1,2.000000e-06
2,0.16,5855,code2,2,3.000000e-06
50,0.02,6930,code1,2,2.493000e-03
50,0.02,6930,code2,2,2.017000e-03
40,0.08,721,code1,3,1.898173e+00
40,0.08,721,code2,3,1.888309e+00
30,0.02,6573,code1,2,1.570000e-04
30,0.02,6573,code2,2,1.400000e-05
10,0.08,487,code1,2,2.100000e-05
10,0.08,487,code2,2,4.000000e-06
10,0.32,3749,code1,3,1.500000e-05
