group1,group2,meandiff,p-adj,lower,upper,reject
code1:20:0.02,code1:20:0.58,0.0547,0.9,-11.3068,11.4162,False
code1:20:0.02,code1:20:0.62,0.2052,0.9,-11.1563,11.5667,False
code1:20:0.02,code1:20:0.64,0.0827,0.9,-11.2788,11.4443,False
code1:20:0.02,code1:30:0.02,0.0237,0.9,-11.3378,11.3852,False
code1:20:0.02,code1:30:0.34,0.6738,0.9,-10.6877,12.0353,False
code1:20:0.02,code1:30:0.5,11.44,0.0765,-0.3504,23.2304,False
code1:20:0.02,code1:30:0.58,24.9903,0.001,12.4705,37.5101,True
code1:20:0.02,code1:30:0.62,17.8772,0.001,3.6348,32.1197,True
code1:20:0.02,code1:30:0.64,31.078,0.001,16.4669,45.6891,True
code1:20:0.02,code1:40:0.02,0.1084,0.9,-11.2531,11.4699,False
code1:20:0.02,code1:40:0.34,12.2839,0.1182,-0.8352,25.4031,False
code1:20:0.02,code1:40:0.5,46.927,0.001,14.7918,79.0622,True
code1:20:0.02,code1:50:0.02,2.6473,0.9,-8.8117,14.1063,False
code1:20:0.02,code1:60:0.02,3.8768,0.9,-7.5822,15.3359,False
code1:20:0.02,code1:70:0.02,12.2313,0.1504,-1.1269,25.5894,False
code1:20:0.02,code1:80:0.02,17.4938,0.0127,1.4262,33.5614,True
code1:20:0.02,code1:90:0.02,35.2439,0.001,20.214,50.2737,True
code1:20:0.02,code2:100:0.02,10.3069,0.9,-9.3719,29.9856,False
code1:20:0.02,code2:10:0.02,-0.0005,0.9,-11.362,11.361,False
code1:20:0.02,code2:10:0.34,-0.0005,0.9,-11.362,11.361,False
code1:20:0.02,code2:10:0.5,-0.0005,0.9,-11.362,11.361,False
code1:20:0.02,code2:10:0.58,-0.0005,0.9,-11.362,11.361,False
code1:20:0.02,code2:10:0.62,-0.0004,0.9,-11.3619,11.3611,False
code1:20:0.02,code2:10:0.64,-0.0004,0.9,-11.3619,11.3611,False
code1:20:0.02,code2:20:0.02,-0.0004,0.9,-11.3619,11.3611,False
code1:20:0.02,code2:20:0.34,0.0017,0.9,-11.3598,11.3632,False
code1:20:0.02,code2:20:0.5,0.0201,0.9,-11.3414,11.3816,False
code1:20:0.02,code2:20:0.58,0.0744,0.9,-11.2871,11.4359,False
code1:20:0.02,code2:20:0.62,0.2472,0.9,-11.1143,11.6087,False
code1:20:0.02,code2:20:0.64,0.2836,0.9,-11.0779,11.6452,False
code1:20:0.02,code2:30:0.02,0.0063,0.9,-11.3553,11.3678,False
code1:20:0.02,code2:30:0.34,0.5587,0.9,-10.8028,11.9202,False
code1:20:0.02,code2:30:0.5,8.9781,0.5771,-2.8123,20.7685,False
code1:20:0.02,code2:30:0.58,15.0268,0.001,2.9761,27.0775,True
code1:20:0.02,code2:30:0.62,22.9408,0.001,8.6984,37.1832,True
code1:20:0.02,code2:30:0.64,43.2032,0.001,27.1356,59.2708,True
code1:20:0.02,code2:40:0.02,0.1133,0.9,-11.2482,11.4748,False
code1:20:0.02,code2:40:0.34,26.6302,0.001,13.272,39.9883,True
code1:20:0.02,code2:50:0.02,6.6104,0.9,-4.8487,18.0694,False
code1:20:0.02,code2:60:0.02,11.4454,0.058,-0.1172,23.008,False
code1:20:0.02,code2:70:0.02,7.9122,0.9,-4.6076,20.432,False
code1:20:0.02,code2:80:0.02,13.6077,0.4222,-3.116,30.3314,False
code1:20:0.02,code2:90:0.02,17.4963,0.0505,-0.0129,35.0056,False
code1:20:0.34,code1:20:0.5,0.0637,0.9,-11.2978,11.4252,False
code1:20:0.34,code1:20:0.58,0.0519,0.9,-11.3096,11.4134,False
code1:20:0.34,code1:20:0.62,0.2024,0.9,-11.1591,11.5639,False
code1:20:0.34,code1:20:0.64,0.08,0.9,-11.2815,11.4415,False
code1:20:0.34,code1:30:0.02,0.0209,0.9,-11.3406,11.3825,False
code1:20:0.34,code1:30:0.34,0.671,0.9,-10.6905,12.0325,False
code1:20:0.34,code1:30:0.5,11.4372,0.0767,-0.3531,23.2276,False
code1:20:0.34,code1:30:0.58,24.9875,0.001,12.4677,37.5073,True
code1:20:0.34,code1:30:0.62,17.8745,0.001,3.6321,32.1169,True
code1:20:0.34,code1:30:0.64,31.0752,0.001,16.4641,45.6863,True
code1:20:0.34,code1:40:0.02,0.1056,0.9,-11.2559,11.4671,False
code1:20:0.34,code1:40:0.34,12.2811,0.1186,-0.838,25.4003,False
code1:20:0.34,code1:40:0.5,46.9243,0.001,14.7891,79.0595,True
code1:20:0.34,code1:50:0.02,2.6445,0.9,-8.8145,14.1035,False
code1:20:0.34,code1:60:0.02,3.8741,0.9,-7.585,15.3331,False
code1:20:0.34,code1:70:0.02,12.2285,0.1508,-1.1297,25.5866,False
code1:20:0.34,code1:80:0.02,17.491,0.0128,1.4234,33.5586,True
code1:20:0.34,code1:90:0.02,35.2411,0.001,20.2112,50.271,True
code1:20:0.34,code2:100:0.02,10.3041,0.9,-9.3746,29.9828,False
code1:20:0.34,code2:10:0.02,-0.0033,0.9,-11.3648,11.3582,False
code1:20:0.34,code2:10:0.34,-0.0033,0.9,-11.3648,11.3582,False
code1:20:0.34,code2:10:0.5,-0.0033,0.9,-11.3648,11.3582,False
code1:20:0.34,code2:10:0.58,-0.0033,0.9,-11.3648,11.3582,False
code1:20:0.34,code2:10:0.62,-0.0032,0.9,-11.3647,11.3583,False
code1:20:0.34,code2:10:0.64,-0.0032,0.9,-11.3647,11.3583,False
code1:20:0.34,code2:20:0.02,-0.0032,0.9,-11.3647,11.3583,False
code1:20:0.34,code2:20:0.34,-0.0011,0.9,-11.3626,11.3604,False
code1:20:0.34,code2:20:0.5,0.0173,0.9,-11.3442,11.3788,False
code1:20:0.34,code2:20:0.58,0.0716,0.9,-11.2899,11.4331,False
code1:20:0.34,code2:20:0.62,0.2444,0.9,-11.1171,11.6059,False
code1:20:0.34,code2:20:0.64,0.2809,0.9,-11.0806,11.6424,False
code1:20:0.34,code2:30:0.02,0.0035,0.9,-11.358,11.365,False
code1:20:0.34,code2:30:0.34,0.556,0.9,-10.8056,11.9175,False
code1:20:0.34,code2:30:0.5,8.9754,0.5777,-2.815,20.7658,False
code1:20:0.34,code2:30:0.58,15.024,0.001,2.9733,27.0747,True
code1:20:0.34,code2:30:0.62,22.9381,0.001,8.6957,37.1805,True
code1:20:0.34,code2:30:0.64,43.2004,0.001,27.1328,59.268,True
code1:20:0.34,code2:40:0.02,0.1105,0.9,-11.251,11.472,False
code1:20:0.34,code2:40:0.34,26.6274,0.001,13.2693,39.9855,True
code1:20:0.34,code2:50:0.02,6.6076,0.9,-4.8515,18.0666,False
code1:20:0.34,code2:60:0.02,11.4426,0.0582,-0.12,23.0053,False
code1:20:0.34,code2:70:0.02,7.9094,0.9,-4.6103,20.4292,False
code1:20:0.34,code2:80:0.02,13.6049,0.4228,-3.1188,30.3286,False
code1:20:0.34,code2:90:0.02,17.4935,0.0507,-0.0157,35.0028,False
code1:20:0.5,code1:20:0.58,-0.0118,0.9,-11.3733,11.3497,False
code1:20:0.5,code1:20:0.62,0.1388,0.9,-11.2228,11.5003,False
code1:20:0.5,code1:20:0.64,0.0163,0.9,-11.3452,11.3778,False
code1:20:0.5,code1:30:0.02,-0.0427,0.9,-11.4042,11.3188,False
code1:20:0.5,code1:30:0.34,0.6073,0.9,-10.7542,11.9688,False
code1:20:0.5,code1:30:0.5,11.3736,0.0825,-0.4168,23.164,False
code1:20:0.5,code1:30:0.58,24.9238,0.001,12.4041,37.4436,True
code1:20:0.5,code1:30:0.62,17.8108,0.001,3.5684,32.0532,True
code1:20:0.5,code1:30:0.64,31.0115,0.001,16.4004,45.6226,True
code1:20:0.5,code1:40:0.02,0.0419,0.9,-11.3196,11.4035,False
code1:20:0.5,code1:40:0.34,12.2175,0.125,-0.9017,25.3366,False
code1:20:0.5,code1:40:0.5,46.8606,0.001,14.7254,78.9958,True
code1:20:0.5,code1:50:0.02,2.5808,0.9,-8.8782,14.0399,False
code1:20:0.5,code1:60:0.02,3.8104,0.9,-7.6487,15.2694,False
code1:20:0.5,code1:70:0.02,12.1648,0.1598,-1.1933,25.5229,False
code1:20:0.5,code1:80:0.02,17.4273,0.0136,1.3597,33.4949,True
code1:20:0.5,code1:90:0.02,35.1774,0.001,20.1476,50.2073,True
code1:20:0.5,code2:100:0.02,10.2404,0.9,-9.4383,29.9191,False
code1:20:0.5,code2:10:0.02,-0.067,0.9,-11.4285,11.2945,False
code1:20:0.5,code2:10:0.34,-0.067,0.9,-11.4285,11.2945,False
code1:20:0.5,code2:10:0.5,-0.0669,0.9,-11.4285,11.2946,False
code1:20:0.5,code2:10:0.58,-0.0669,0.9,-11.4285,11.2946,False
code1:20:0.5,code2:10:0.62,-0.0669,0.9,-11.4284,11.2946,False
code1:20:0.5,code2:10:0.64,-0.0669,0.9,-11.4284,11.2946,False
code1:20:0.5,code2:20:0.02,-0.0669,0.9,-11.4284,11.2947,False
code1:20:0.5,code2:20:0.34,-0.0648,0.9,-11.4263,11.2967,False
code1:20:0.5,code2:20:0.5,-0.0464,0.9,-11.4079,11.3151,False
code1:20:0.5,code2:20:0.58,0.008,0.9,-11.3536,11.3695,False
code1:20:0.5,code2:20:0.62,0.1807,0.9,-11.1808,11.5422,False
code1:20:0.5,code2:20:0.64,0.2172,0.9,-11.1443,11.5787,False
code1:20:0.5,code2:30:0.02,-0.0602,0.9,-11.4217,11.3013,False
code1:20:0.5,code2:30:0.34,0.4923,0.9,-10.8692,11.8538,False
code1:20:0.5,code2:30:0.5,8.9117,0.5929,-2.8787,20.7021,False
code1:20:0.5,code2:30:0.58,14.9603,0.001,2.9096,27.011,True
code1:20:0.5,code2:30:0.62,22.8744,0.001,8.632,37.1168,True
code1:20:0.5,code2:30:0.64,43.1368,0.001,27.0692,59.2044,True
code1:20:0.5,code2:40:0.02,0.0468,0.9,-11.3147,11.4083,False
code1:20:0.5,code2:40:0.34,26.5637,0.001,13.2056,39.9218,True
code1:20:0.5,code2:50:0.02,6.5439,0.9,-4.9151,18.0029,False
code1:20:0.5,code2:60:0.02,11.379,0.063,-0.1837,22.9416,False
code1:20:0.5,code2:70:0.02,7.8458,0.9,-4.674,20.3655,False
code1:20:0.5,code2:80:0.02,13.5412,0.4357,-3.1824,30.2649,False
code1:20:0.5,code2:90:0.02,17.4299,0.0535,-0.0794,34.9391,False
code1:20:0.58,code1:20:0.62,0.1505,0.9,-11.211,11.512,False
code1:20:0.58,code1:20:0.64,0.0281,0.9,-11.3334,11.3896,False
code1:20:0.58,code1:30:0.02,-0.0309,0.9,-11.3925,11.3306,False
code1:20:0.58,code1:30:0.34,0.6191,0.9,-10.7424,11.9806,False
code1:20:0.58,code1:30:0.5,11.3854,0.0814,-0.405,23.1758,False
code1:20:0.58,code1:30:0.58,24.9356,0.001,12.4158,37.4554,True
code1:20:0.58,code1:30:0.62,17.8226,0.001,3.5802,32.065,True
code1:20:0.58,code1:30:0.64,31.0233,0.001,16.4122,45.6344,True
code1:20:0.58,code1:40:0.02,0.0537,0.9,-11.3078,11.4152,False
code1:20:0.58,code1:40:0.34,12.2293,0.1247,-0.8899,25.3484,False
code1:20:0.58,code1:40:0.5,46.8724,0.001,14.7372,79.0076,True
code1:20:0.58,code1:50:0.02,2.5926,0.9,-8.8664,14.0517,False
code1:20:0.58,code1:60:0.02,3.8222,0.9,-7.6369,15.2812,False
code1:20:0.58,code1:70:0.02,12.1766,0.1581,-1.1816,25.5347,False
code1:20:0.58,code1:80:0.02,17.4391,0.0135,1.3715,33.5067,True
code1:20:0.58,code1:90:0.02,35.1892,0.001,20.1593,50.2191,True
code1:20:0.58,code2:100:0.02,10.2522,0.9,-9.4265,29.9309,False
code1:20:0.58,code2:10:0.02,-0.0552,0.9,-11.4167,11.3063,False
code1:20:0.58,code2:10:0.34,-0.0552,0.9,-11.4167,11.3063,False
code1:20:0.58,code2:10:0.5,-0.0552,0.9,-11.4167,11.3063,False
code1:20:0.58,code2:10:0.58,-0.0552,0.9,-11.4167,11.3063,False
code1:20:0.58,code2:10:0.62,-0.0551,0.9,-11.4166,11.3064,False
code1:20:0.58,code2:10:0.64,-0.0551,0.9,-11.4166,11.3064,False
code1:20:0.58,code2:20:0.02,-0.0551,0.9,-11.4166,11.3064,False
code1:20:0.58,code2:20:0.34,-0.053,0.9,-11.4145,11.3085,False
code1:20:0.58,code2:20:0.5,-0.0346,0.9,-11.3961,11.3269,False
code1:20:0.58,code2:20:0.58,0.0197,0.9,-11.3418,11.3812,False
code1:20:0.58,code2:20:0.62,0.1925,0.9,-11.169,11.554,False
code1:20:0.58,code2:20:0.64,0.229,0.9,-11.1325,11.5905,False
code1:20:0.58,code2:30:0.02,-0.0484,0.9,-11.4099,11.3131,False
code1:20:0.58,code2:30:0.34,0.5041,0.9,-10.8574,11.8656,False
code1:20:0.58,code2:30:0.5,8.9235,0.5901,-2.8669,20.7139,False
code1:20:0.58,code2:30:0.58,14.9721,0.001,2.9214,27.0228,True
code1:20:0.58,code2:30:0.62,22.8862,0.001,8.6438,37.1286,True
code1:20:0.58,code2:30:0.64,43.1485,0.001,27.0809,59.2161,True
code1:20:0.58,code2:40:0.02,0.0586,0.9,-11.3029,11.4201,False
code1:20:0.58,code2:40:0.34,26.5755,0.001,13.2174,39.9336,True
code1:20:0.58,code2:50:0.02,6.5557,0.9,-4.9034,18.0147,False
code1:20:0.58,code2:60:0.02,11.3907,0.0621,-0.1719,22.9534,False
code1:20:0.58,code2:70:0.02,7.8575,0.9,-4.6622,20.3773,False
code1:20:0.58,code2:80:0.02,13.553,0.4334,-3.1707,30.2767,False
code1:20:0.58,code2:90:0.02,17.4416,0.0529,-0.0676,34.9509,False
code1:20:0.62,code1:20:0.64,-0.1225,0.9,-11.484,11.239,False
code1:20:0.62,code1:30:0.02,-0.1815,0.9,-11.543,11.18,False
code1:20:0.62,code1:30:0.34,0.4686,0.9,-10.8929,11.8301,False
code1:20:0.62,code1:30:0.5,11.2348,0.0946,-0.5556,23.0252,False
code1:20:0.62,code1:30:0.58,24.7851,0.001,12.2653,37.3049,True
code1:20:0.62,code1:30:0.62,17.672,0.001,3.4296,31.9144,True
code1:20:0.62,code1:30:0.64,30.8728,0.001,16.2616,45.4839,True
code1:20:0.62,code1:40:0.02,-0.0968,0.9,-11.4583,11.2647,False
code1:20:0.62,code1:40:0.34,12.0787,0.1411,-1.0404,25.1979,False
code1:20:0.62,code1:40:0.5,46.7218,0.001,14.5866,78.857,True
code1:20:0.62,code1:50:0.02,2.4421,0.9,-9.017,13.9011,False
code1:20:0.62,code1:60:0.02,3.6716,0.9,-7.7874,15.1307,False
code1:20:0.62,code1:70:0.02,12.026,0.179,-1.3321,25.3842,False
code1:20:0.62,code1:80:0.02,17.2886,0.0157,1.221,33.3562,True
code1:20:0.62,code1:90:0.02,35.0387,0.001,20.0088,50.0685,True
code1:20:0.62,code2:100:0.02,10.1016,0.9,-9.5771,29.7804,False
code1:20:0.62,code2:10:0.02,-0.2057,0.9,-11.5673,11.1558,False
code1:20:0.62,code2:10:0.34,-0.2057,0.9,-11.5672,11.1558,False
code1:20:0.62,code2:10:0.5,-0.2057,0.9,-11.5672,11.1558,False
code1:20:0.62,code2:10:0.58,-0.2057,0.9,-11.5672,11.1558,False
code1:20:0.62,code2:10:0.62,-0.2056,0.9,-11.5672,11.1559,False
code1:20:0.62,code2:10:0.64,-0.2057,0.9,-11.5672,11.1559,False
code1:20:0.62,code2:20:0.02,-0.2056,0.9,-11.5671,11.1559,False
code1:20:0.62,code2:20:0.34,-0.2036,0.9,-11.5651,11.158,False
code1:20:0.62,code2:20:0.5,-0.1851,0.9,-11.5467,11.1764,False
code1:20:0.62,code2:20:0.58,-0.1308,0.9,-11.4923,11.2307,False
code1:20:0.62,code2:20:0.62,0.0419,0.9,-11.3196,11.4035,False
code1:20:0.62,code2:20:0.64,0.0784,0.9,-11.2831,11.4399,False
code1:20:0.62,code2:30:0.02,-0.199,0.9,-11.5605,11.1626,False
code1:20:0.62,code2:30:0.34,0.3535,0.9,-11.008,11.715,False
code1:20:0.62,code2:30:0.5,8.7729,0.626,-3.0175,20.5633,False
code1:20:0.62,code2:30:0.58,14.8215,0.001,2.7708,26.8722,True
code1:20:0.62,code2:30:0.62,22.7356,0.001,8.4932,36.978,True
code1:20:0.62,code2:30:0.64,42.998,0.001,26.9304,59.0656,True
code1:20:0.62,code2:40:0.02,-0.0919,0.9,-11.4535,11.2696,False
code1:20:0.62,code2:40:0.34,26.4249,0.001,13.0668,39.7831,True
code1:20:0.62,code2:50:0.02,6.4051,0.9,-5.0539,17.8642,False
code1:20:0.62,code2:60:0.02,11.2402,0.0746,-0.3224,22.8028,False
code1:20:0.62,code2:70:0.02,7.707,0.9,-4.8128,20.2268,False
code1:20:0.62,code2:80:0.02,13.4025,0.4628,-3.3212,30.1262,False
code1:20:0.62,code2:90:0.02,17.2911,0.06,-0.2182,34.8004,False
code1:20:0.64,code1:30:0.02,-0.059,0.9,-11.4205,11.3025,False
code1:20:0.64,code1:30:0.34,0.591,0.9,-10.7705,11.9526,False
code1:20:0.64,code1:30:0.5,11.3573,0.0839,-0.4331,23.1477,False
code1:20:0.64,code1:30:0.58,24.9076,0.001,12.3878,37.4273,True
code1:20:0.64,code1:30:0.62,17.7945,0.001,3.5521,32.0369,True
code1:20:0.64,code1:30:0.64,30.9952,0.001,16.3841,45.6064,True
code1:20:0.64,code1:40:0.02,0.0257,0.9,-11.3359,11.3872,False
code1:20:0.64,code1:40:0.34,12.2012,0.1255,-0.918,25.3203,False
code1:20:0.64,code1:40:0.5,46.8443,0.001,14.7091,78.9795,True
code1:20:0.64,code1:50:0.02,2.5645,0.9,-8.8945,14.0236,False
code1:20:0.64,code1:60:0.02,3.7941,0.9,-7.6649,15.2531,False
code1:20:0.64,code1:70:0.02,12.1485,0.1622,-1.2096,25.5066,False
code1:20:0.64,code1:80:0.02,17.411,0.0139,1.3434,33.4786,True
code1:20:0.64,code1:90:0.02,35.1611,0.001,20.1313,50.191,True
code1:20:0.64,code2:100:0.02,10.2241,0.9,-9.4546,29.9028,False
code1:20:0.64,code2:10:0.02,-0.0833,0.9,-11.4448,11.2782,False
code1:20:0.64,code2:10:0.34,-0.0833,0.9,-11.4448,11.2783,False
code1:20:0.64,code2:10:0.5,-0.0832,0.9,-11.4447,11.2783,False
code1:20:0.64,code2:10:0.58,-0.0832,0.9,-11.4447,11.2783,False
code1:20:0.64,code2:10:0.62,-0.0832,0.9,-11.4447,11.2783,False
code1:20:0.64,code2:10:0.64,-0.0832,0.9,-11.4447,11.2783,False
code1:20:0.64,code2:20:0.02,-0.0831,0.9,-11.4447,11.2784,False
code1:20:0.64,code2:20:0.34,-0.0811,0.9,-11.4426,11.2804,False
code1:20:0.64,code2:20:0.5,-0.0627,0.9,-11.4242,11.2988,False
code1:20:0.64,code2:20:0.58,-0.0083,0.9,-11.3698,11.3532,False
code1:20:0.64,code2:20:0.62,0.1644,0.9,-11.1971,11.5259,False
code1:20:0.64,code2:20:0.64,0.2009,0.9,-11.1606,11.5624,False
code1:20:0.64,code2:30:0.02,-0.0765,0.9,-11.438,11.285,False
code1:20:0.64,code2:30:0.34,0.476,0.9,-10.8855,11.8375,False
code1:20:0.64,code2:30:0.5,8.8954,0.5968,-2.895,20.6858,False
code1:20:0.64,code2:30:0.58,14.944,0.001,2.8933,26.9947,True
code1:20:0.64,code2:30:0.62,22.8581,0.001,8.6157,37.1005,True
code1:20:0.64,code2:30:0.64,43.1205,0.001,27.0529,59.1881,True
code1:20:0.64,code2:40:0.02,0.0305,0.9,-11.331,11.392,False
code1:20:0.64,code2:40:0.34,26.5474,0.001,13.1893,39.9055,True
code1:20:0.64,code2:50:0.02,6.5276,0.9,-4.9314,17.9867,False
code1:20:0.64,code2:60:0.02,11.3627,0.0643,-0.1999,22.9253,False
code1:20:0.64,code2:70:0.02,7.8295,0.9,-4.6903,20.3492,False
code1:20:0.64,code2:80:0.02,13.525,0.439,-3.1987,30.2486,False
code1:20:0.64,code2:90:0.02,17.4136,0.0542,-0.0957,34.9228,False
code1:30:0.02,code1:30:0.34,0.6501,0.9,-10.7115,12.0116,False
code1:30:0.02,code1:30:0.5,11.4163,0.0786,-0.3741,23.2067,False
code1:30:0.02,code1:30:0.58,24.9666,0.001,12.4468,37.4863,True
code1:30:0.02,code1:30:0.62,17.8535,0.001,3.6111,32.0959,True
code1:30:0.02,code1:30:0.64,31.0542,0.001,16.4431,45.6654,True
code1:30:0.02,code1:40:0.02,0.0847,0.9,-11.2768,11.4462,False
code1:30:0.02,code1:40:0.34,12.2602,0.121,-0.8589,25.3793,False
code1:30:0.02,code1:40:0.5,46.9033,0.001,14.7681,79.0385,True
code1:30:0.02,code1:50:0.02,2.6236,0.9,-8.8355,14.0826,False
code1:30:0.02,code1:60:0.02,3.8531,0.9,-7.6059,15.3121,False
code1:30:0.02,code1:70:0.02,12.2075,0.1537,-1.1506,25.5656,False
code1:30:0.02,code1:80:0.02,17.4701,0.013,1.4025,33.5377,True
code1:30:0.02,code1:90:0.02,35.2201,0.001,20.1903,50.25,True
code1:30:0.02,code2:100:0.02,10.2831,0.9,-9.3956,29.9618,False
code1:30:0.02,code2:10:0.02,-0.0243,0.9,-11.3858,11.3373,False
code1:30:0.02,code2:10:0.34,-0.0242,0.9,-11.3858,11.3373,False
code1:30:0.02,code2:10:0.5,-0.0242,0.9,-11.3857,11.3373,False
code1:30:0.02,code2:10:0.58,-0.0242,0.9,-11.3857,11.3373,False
code1:30:0.02,code2:10:0.62,-0.0242,0.9,-11.3857,11.3373,False
code1:30:0.02,code2:10:0.64,-0.0242,0.9,-11.3857,11.3373,False
code1:30:0.02,code2:20:0.02,-0.0241,0.9,-11.3856,11.3374,False
code1:30:0.02,code2:20:0.34,-0.0221,0.9,-11.3836,11.3394,False
code1:30:0.02,code2:20:0.5,-0.0037,0.9,-11.3652,11.3579,False
code1:30:0.02,code2:20:0.58,0.0507,0.9,-11.3108,11.4122,False
code1:30:0.02,code2:20:0.62,0.2234,0.9,-11.1381,11.5849,False
code1:30:0.02,code2:20:0.64,0.2599,0.9,-11.1016,11.6214,False
code1:30:0.02,code2:30:0.02,-0.0175,0.9,-11.379,11.344,False
code1:30:0.02,code2:30:0.34,0.535,0.9,-10.8265,11.8965,False
code1:30:0.02,code2:30:0.5,8.9544,0.5827,-2.836,20.7448,False
code1:30:0.02,code2:30:0.58,15.003,0.001,2.9523,27.0537,True
code1:30:0.02,code2:30:0.62,22.9171,0.001,8.6747,37.1595,True
code1:30:0.02,code2:30:0.64,43.1795,0.001,27.1119,59.2471,True
code1:30:0.02,code2:40:0.02,0.0895,0.9,-11.272,11.451,False
code1:30:0.02,code2:40:0.34,26.6064,0.001,13.2483,39.9646,True
code1:30:0.02,code2:50:0.02,6.5866,0.9,-4.8724,18.0457,False
code1:30:0.02,code2:60:0.02,11.4217,0.0598,-0.1409,22.9843,False
code1:30:0.02,code2:70:0.02,7.8885,0.9,-4.6313,20.4083,False
code1:30:0.02,code2:80:0.02,13.584,0.4271,-3.1397,30.3077,False
code1:30:0.02,code2:90:0.02,17.4726,0.0516,-0.0367,34.9819,False
code1:30:0.34,code1:30:0.5,10.7662,0.1551,-1.0242,22.5566,False
code1:30:0.34,code1:30:0.58,24.3165,0.001,11.7967,36.8363,True
code1:30:0.34,code1:30:0.62,17.2035,0.0015,2.9611,31.4459,True
code1:30:0.34,code1:30:0.64,30.4042,0.001,15.7931,45.0153,True
code1:30:0.34,code1:40:0.02,-0.5654,0.9,-11.9269,10.7961,False
code1:30:0.34,code1:40:0.34,11.6101,0.2125,-1.509,24.7293,False
code1:30:0.34,code1:40:0.5,46.2533,0.001,14.1181,78.3885,True
code1:30:0.34,code1:50:0.02,1.9735,0.9,-9.4855,13.4325,False
code1:30:0.34,code1:60:0.02,3.2031,0.9,-8.256,14.6621,False
code1:30:0.34,code1:70:0.02,11.5575,0.2608,-1.8007,24.9156,False
code1:30:0.34,code1:80:0.02,16.82,0.0249,0.7524,32.8876,True
code1:30:0.34,code1:90:0.02,34.5701,0.001,19.5402,49.6,True
code1:30:0.34,code2:100:0.02,9.6331,0.9,-10.0456,29.3118,False
code1:30:0.34,code2:10:0.02,-0.6743,0.9,-12.0358,10.6872,False
code1:30:0.34,code2:10:0.34,-0.6743,0.9,-12.0358,10.6872,False
code1:30:0.34,code2:10:0.5,-0.6743,0.9,-12.0358,10.6872,False
code1:30:0.34,code2:10:0.58,-0.6743,0.9,-12.0358,10.6872,False
code1:30:0.34,code2:10:0.62,-0.6742,0.9,-12.0357,10.6873,False
code1:30:0.34,code2:10:0.64,-0.6742,0.9,-12.0357,10.6873,False
code1:30:0.34,code2:20:0.02,-0.6742,0.9,-12.0357,10.6873,False
code1:30:0.34,code2:20:0.34,-0.6721,0.9,-12.0336,10.6894,False
code1:30:0.34,code2:20:0.5,-0.6537,0.9,-12.0152,10.7078,False
code1:30:0.34,code2:20:0.58,-0.5994,0.9,-11.9609,10.7621,False
code1:30:0.34,code2:20:0.62,-0.4266,0.9,-11.7881,10.9349,False
code1:30:0.34,code2:20:0.64,-0.3901,0.9,-11.7516,10.9714,False
code1:30:0.34,code2:30:0.02,-0.6675,0.9,-12.029,10.694,False
code1:30:0.34,code2:30:0.34,-0.115,0.9,-11.4766,11.2465,False
code1:30:0.34,code2:30:0.5,8.3044,0.7377,-3.486,20.0947,False
code1:30:0.34,code2:30:0.58,14.353,0.0021,2.3023,26.4037,True
code1:30:0.34,code2:30:0.62,22.2671,0.001,8.0246,36.5095,True
code1:30:0.34,code2:30:0.64,42.5294,0.001,26.4618,58.597,True
code1:30:0.34,code2:40:0.02,-0.5605,0.9,-11.922,10.801,False
code1:30:0.34,code2:40:0.34,25.9564,0.001,12.5982,39.3145,True
code1:30:0.34,code2:50:0.02,5.9366,0.9,-5.5225,17.3956,False
code1:30:0.34,code2:60:0.02,10.7716,0.125,-0.791,22.3342,False
code1:30:0.34,code2:70:0.02,7.2384,0.9,-5.2813,19.7582,False
code1:30:0.34,code2:80:0.02,12.9339,0.5436,-3.7898,29.6576,False
code1:30:0.34,code2:90:0.02,16.8225,0.0867,-0.6867,34.3318,False
code1:30:0.5,code1:30:0.58,13.5503,0.0239,0.64,26.4605,True
code1:30:0.5,code1:30:0.62,6.4372,0.9,-8.1496,21.0241,False
code1:30:0.5,code1:30:0.64,19.6379,0.001,4.6909,34.585,True
code1:30:0.5,code1:40:0.02,-11.3316,0.0863,-23.122,0.4588,False
code1:30:0.5,code1:40:0.34,0.8439,0.9,-12.6484,14.3362,False
code1:30:0.5,code1:40:0.5,35.487,0.0107,3.1977,67.7763,True
code1:30:0.5,code1:50:0.02,-8.7927,0.6379,-20.6771,3.0917,False
code1:30:0.5,code1:60:0.02,-7.5632,0.9,-19.4476,4.3212,False
code1:30:0.5,code1:70:0.02,0.7912,0.9,-12.9335,14.516,False
code1:30:0.5,code1:80:0.02,6.0538,0.9,-10.3199,22.4274,False
code1:30:0.5,code1:90:0.02,23.8038,0.001,8.4472,39.1605,True
code1:30:0.5,code2:100:0.02,-1.1332,0.9,-21.0626,18.7962,False
code1:30:0.5,code2:10:0.02,-11.4406,0.0765,-23.231,0.3498,False
code1:30:0.5,code2:10:0.34,-11.4405,0.0765,-23.2309,0.3499,False
code1:30:0.5,code2:10:0.5,-11.4405,0.0765,-23.2309,0.3499,False
code1:30:0.5,code2:10:0.58,-11.4405,0.0765,-23.2309,0.3499,False
code1:30:0.5,code2:10:0.62,-11.4405,0.0765,-23.2309,0.3499,False
code1:30:0.5,code2:10:0.64,-11.4405,0.0765,-23.2309,0.3499,False
code1:30:0.5,code2:20:0.02,-11.4404,0.0765,-23.2308,0.35,False
