sample,file,algorithm,slots,runtime
485,data_100-0.62-25053.in,code2,-1,1.000000e+02
486,data_30-0.02-93196.in,code1,2,2.050000e-04
487,data_30-0.02-93196.in,code2,2,6.254400e-02
488,data_50-0.34-45455.in,code1,-1,1.000000e+02
489,data_50-0.34-45455.in,code2,-1,1.000000e+02
490,data_70-0.02-70889.in,code1,3,9.331070e-01
491,data_70-0.02-70889.in,code2,3,3.901255e+00
492,data_10-0.58-70889.in,code1,4,3.600000e-05
493,data_10-0.58-70889.in,code2,4,8.000000e-06
494,data_80-0.02-22170.in,code1,-1,1.000000e+02
495,data_80-0.02-22170.in,code2,-1,1.000000e+02
496,data_80-0.5-93196.in,code1,-1,1.000000e+02
497,data_80-0.5-93196.in,code2,-1,1.000000e+02
498,data_90-0.62-82261.in,code1,-1,1.000000e+02
499,data_90-0.62-82261.in,code2,-1,1.000000e+02
500,data_90-0.02-87626.in,code1,3,7.632838e+01
501,data_90-0.02-87626.in,code2,-1,1.000000e+02
502,data_10-0.58-35031.in,code1,4,1.700000e-05
503,data_10-0.58-35031.in,code2,4,5.500000e-05
504,data_40-0.34-45455.in,code1,6,1.523758e+00
505,data_40-0.34-45455.in,code2,6,3.158992e+01
506,data_40-0.62-82261.in,code1,-1,1.000000e+02
507,data_40-0.62-82261.in,code2,-1,1.000000e+02
508,data_90-0.02-73752.in,code1,-1,1.000000e+02
509,data_90-0.02-73752.in,code2,-1,1.000000e+02
510,data_100-0.02-30230.in,code1,-1,1.000000e+02
511,data_100-0.02-30230.in,code2,-1,1.000000e+02
512,data_70-0.64-45495.in,code1,-1,1.000000e+02
513,data_70-0.64-45495.in,code2,-1,1.000000e+02
514,data_10-0.62-45495.in,code1,4,2.300000e-05
515,data_10-0.62-45495.in,code2,4,3.700000e-05
516,data_100-0.62-11961.in,code1,-1,1.000000e+02
517,data_100-0.62-11961.in,code2,-1,1.000000e+02
518,data_70-0.34-11961.in,code1,-1,1.000000e+02
519,data_70-0.34-11961.in,code2,-1,1.000000e+02
520,data_80-0.5-30712.in,code1,-1,1.000000e+02
521,data_80-0.5-30712.in,code2,-1,1.000000e+02
522,data_70-0.34-85360.in,code1,-1,1.000000e+02
523,data_70-0.34-85360.in,code2,-1,1.000000e+02
524,data_80-0.62-38658.in,code1,-1,1.000000e+02
525,data_80-0.62-38658.in,code2,-1,1.000000e+02
526,data_100-0.5-30712.in,code1,-1,1.000000e+02
527,data_100-0.5-30712.in,code2,-1,1.000000e+02
528,data_20-0.5-30592.in,code1,7,1.628900e-02
529,data_20-0.5-30592.in,code2,7,2.014910e-01
530,data_80-0.34-35661.in,code1,-1,1.000000e+02
531,data_80-0.34-35661.in,code2,-1,1.000000e+02
532,data_20-0.34-22170.in,code1,5,6.390000e-04
533,data_20-0.34-22170.in,code2,5,3.850000e-04
534,data_100-0.62-72984.in,code1,-1,1.000000e+02
535,data_100-0.62-72984.in,code2,-1,1.000000e+02
536,data_50-0.5-32552.in,code1,-1,1.000000e+02
537,data_50-0.5-32552.in,code2,-1,1.000000e+02
538,data_40-0.34-45495.in,code1,6,4.811896e+01
539,data_40-0.34-45495.in,code2,6,1.936920e+01
540,data_100-0.58-93196.in,code1,-1,1.000000e+02
541,data_100-0.58-93196.in,code2,-1,1.000000e+02
542,data_100-0.02-26078.in,code1,3,5.418256e+00
543,data_100-0.02-26078.in,code2,-1,1.000000e+02
544,data_100-0.62-45495.in,code1,-1,1.000000e+02
545,data_100-0.62-45495.in,code2,-1,1.000000e+02
546,data_50-0.64-87626.in,code1,-1,1.000000e+02
547,data_50-0.64-87626.in,code2,-1,1.000000e+02
548,data_20-0.02-70889.in,code1,2,8.900000e-05
549,data_20-0.02-70889.in,code2,2,1.100000e-05
550,data_70-0.34-93196.in,code1,-1,1.000000e+02
551,data_70-0.34-93196.in,code2,-1,1.000000e+02
552,data_40-0.02-30712.in,code1,2,3.020000e-04
553,data_40-0.02-30712.in,code2,2,1.500000e-05
554,data_30-0.5-37303.in,code1,7,5.925612e+00
555,data_30-0.5-37303.in,code2,7,7.017673e+00
556,data_80-0.02-14308.in,code1,-1,1.000000e+02
557,data_80-0.02-14308.in,code2,-1,1.000000e+02
558,data_70-0.62-73752.in,code1,-1,1.000000e+02
559,data_70-0.62-73752.in,code2,-1,1.000000e+02
560,data_90-0.64-30230.in,code1,-1,1.000000e+02
561,data_90-0.64-30230.in,code2,-1,1.000000e+02
562,data_50-0.02-14308.in,code1,2,2.063800e-02
563,data_50-0.02-14308.in,code2,2,7.114736e+01
564,data_80-0.64-73752.in,code1,-1,1.000000e+02
565,data_80-0.64-73752.in,code2,-1,1.000000e+02
566,data_100-0.64-70889.in,code1,-1,1.000000e+02
567,data_100-0.64-70889.in,code2,-1,1.000000e+02
568,data_100-0.34-72984.in,code1,-1,1.000000e+02
569,data_100-0.34-72984.in,code2,-1,1.000000e+02
570,data_100-0.5-47252.in,code1,-1,1.000000e+02
571,data_100-0.5-47252.in,code2,-1,1.000000e+02
572,data_60-0.5-84888.in,code1,-1,1.000000e+02
573,data_60-0.5-84888.in,code2,-1,1.000000e+02
574,data_30-0.58-82261.in,code1,8,3.429787e+01
575,data_30-0.58-82261.in,code2,8,1.307207e+00
576,data_80-0.5-45455.in,code1,-1,1.000000e+02
577,data_80-0.5-45455.in,code2,-1,1.000000e+02
578,data_50-0.5-82261.in,code1,-1,1.000000e+02
579,data_50-0.5-82261.in,code2,-1,1.000000e+02
580,data_60-0.02-45455.in,code1,2,8.740000e-04
581,data_60-0.02-45455.in,code2,2,3.500000e-05
582,data_40-0.62-23212.in,code1,-1,1.000000e+02
583,data_40-0.62-23212.in,code2,-1,1.000000e+02
584,data_50-0.58-45495.in,code1,-1,1.000000e+02
585,data_50-0.58-45495.in,code2,-1,1.000000e+02
586,data_70-0.58-32552.in,code1,-1,1.000000e+02
587,data_70-0.58-32552.in,code2,-1,1.000000e+02
588,data_100-0.5-73752.in,code1,-1,1.000000e+02
589,data_100-0.5-73752.in,code2,-1,1.000000e+02
590,data_30-0.64-82261.in,code1,-1,1.000000e+02
591,data_30-0.64-82261.in,code2,-1,1.000000e+02
592,data_80-0.5-11961.in,code1,-1,1.000000e+02
593,data_80-0.5-11961.in,code2,-1,1.000000e+02
594,data_70-0.02-85360.in,code1,3,3.409560e+01
595,data_70-0.02-85360.in,code2,3,3.753803e+00
596,data_10-0.62-93196.in,code1,4,3.700000e-05
597,data_10-0.62-93196.in,code2,4,1.400000e-05
598,data_60-0.34-85360.in,code1,-1,1.000000e+02
599,data_60-0.34-85360.in,code2,-1,1.000000e+02
600,data_60-0.62-11974.in,code1,-1,1.000000e+02
601,data_60-0.62-11974.in,code2,-1,1.000000e+02
602,data_10-0.64-93196.in,code1,4,2.900000e-05
603,data_10-0.64-93196.in,code2,4,9.000000e-06
604,data_80-0.5-32552.in,code1,-1,1.000000e+02
605,data_80-0.5-32552.in,code2,-1,1.000000e+02
606,data_70-0.5-34958.in,code1,-1,1.000000e+02
607,data_70-0.5-34958.in,code2,-1,1.000000e+02
608,data_90-0.5-35661.in,code1,-1,1.000000e+02
609,data_90-0.5-35661.in,code2,-1,1.000000e+02
610,data_20-0.58-30712.in,code1,7,7.704000e-03
611,data_20-0.58-30712.in,code2,7,2.482100e-02
612,data_80-0.64-70889.in,code1,-1,1.000000e+02
613,data_80-0.64-70889.in,code2,-1,1.000000e+02
614,data_80-0.64-22170.in,code1,-1,1.000000e+02
615,data_80-0.64-22170.in,code2,-1,1.000000e+02
616,data_90-0.02-32552.in,code1,3,2.115636e+01
617,data_90-0.02-32552.in,code2,3,2.369224e+01
618,data_60-0.34-35031.in,code1,-1,1.000000e+02
619,data_60-0.34-35031.in,code2,-1,1.000000e+02
620,data_90-0.64-14308.in,code1,-1,1.000000e+02
621,data_90-0.64-14308.in,code2,-1,1.000000e+02
622,data_30-0.58-73752.in,code1,8,6.854069e+01
623,data_30-0.58-73752.in,code2,8,4.044356e+00
624,data_10-0.5-93196.in,code1,4,2.300000e-05
625,data_10-0.5-93196.in,code2,4,3.000000e-05
626,data_20-0.02-38658.in,code1,2,8.900000e-05
627,data_20-0.02-38658.in,code2,2,1.100000e-05
628,data_70-0.62-23212.in,code1,-1,1.000000e+02
629,data_70-0.62-23212.in,code2,-1,1.000000e+02
630,data_50-0.5-35661.in,code1,-1,1.000000e+02
631,data_50-0.5-35661.in,code2,-1,1.000000e+02
632,data_30-0.02-34958.in,code1,2,1.570000e-04
633,data_30-0.02-34958.in,code2,2,1.900000e-05
634,data_50-0.58-47252.in,code1,-1,1.000000e+02
635,data_50-0.58-47252.in,code2,-1,1.000000e+02
636,data_20-0.5-38658.in,code1,6,1.016100e-02
637,data_20-0.5-38658.in,code2,6,1.877170e-01
638,data_40-0.34-87626.in,code1,6,6.271200e-02
639,data_40-0.34-87626.in,code2,-1,1.000000e+02
640,data_90-0.02-47252.in,code1,-1,1.000000e+02
641,data_90-0.02-47252.in,code2,-1,1.000000e+02
642,data_10-0.62-25053.in,code1,4,2.500000e-05
643,data_10-0.62-25053.in,code2,4,2.600000e-05
644,data_20-0.58-30592.in,code1,7,7.941300e-02
645,data_20-0.58-30592.in,code2,7,4.982000e-02
646,data_20-0.58-15680.in,code1,6,4.127000e-03
647,data_20-0.58-15680.in,code2,6,1.344200e-02
648,data_60-0.58-85360.in,code1,-1,1.000000e+02
649,data_60-0.58-85360.in,code2,-1,1.000000e+02
650,data_90-0.64-84888.in,code1,-1,1.000000e+02
651,data_90-0.64-84888.in,code2,-1,1.000000e+02
652,data_40-0.5-23212.in,code1,-1,1.000000e+02
653,data_40-0.5-23212.in,code2,-1,1.000000e+02
654,data_60-0.5-37303.in,code1,-1,1.000000e+02
655,data_60-0.5-37303.in,code2,-1,1.000000e+02
656,data_50-0.02-20644.in,code1,2,2.646497e+01
657,data_50-0.02-20644.in,code2,2,8.498800e-02
658,data_100-0.62-85360.in,code1,-1,1.000000e+02
659,data_100-0.62-85360.in,code2,-1,1.000000e+02
660,data_50-0.62-64116.in,code1,-1,1.000000e+02
661,data_50-0.62-64116.in,code2,-1,1.000000e+02
662,data_20-0.02-34958.in,code1,1,9.000000e-05
663,data_20-0.02-34958.in,code2,1,1.000000e-05
664,data_80-0.64-72984.in,code1,-1,1.000000e+02
665,data_80-0.64-72984.in,code2,-1,1.000000e+02
666,data_100-0.34-20644.in,code1,-1,1.000000e+02
667,data_100-0.34-20644.in,code2,-1,1.000000e+02
668,data_50-0.64-32552.in,code1,-1,1.000000e+02
669,data_50-0.64-32552.in,code2,-1,1.000000e+02
670,data_80-0.62-82261.in,code1,-1,1.000000e+02
671,data_80-0.62-82261.in,code2,-1,1.000000e+02
672,data_30-0.34-72984.in,code1,5,2.194900e-02
673,data_30-0.34-72984.in,code2,5,6.681000e-03
674,data_90-0.5-72984.in,code1,-1,1.000000e+02
675,data_90-0.5-72984.in,code2,-1,1.000000e+02
676,data_50-0.34-35661.in,code1,-1,1.000000e+02
677,data_50-0.34-35661.in,code2,-1,1.000000e+02
678,data_60-0.34-84888.in,code1,-1,1.000000e+02
679,data_60-0.34-84888.in,code2,-1,1.000000e+02
680,data_40-0.5-35031.in,code1,-1,1.000000e+02
681,data_40-0.5-35031.in,code2,-1,1.000000e+02
682,data_70-0.58-85360.in,code1,-1,1.000000e+02
683,data_70-0.58-85360.in,code2,-1,1.000000e+02
684,data_10-0.5-15680.in,code1,4,5.000000e-05
685,data_10-0.5-15680.in,code2,4,5.400000e-05
686,data_30-0.58-11974.in,code1,-1,1.000000e+02
687,data_30-0.58-11974.in,code2,8,6.768029e+00
688,data_70-0.62-11961.in,code1,-1,1.000000e+02
689,data_70-0.62-11961.in,code2,-1,1.000000e+02
690,data_30-0.34-11961.in,code1,5,6.865000e-03
691,data_30-0.34-11961.in,code2,5,7.357500e-02
692,data_40-0.64-35031.in,code1,-1,1.000000e+02
693,data_40-0.64-35031.in,code2,-1,1.000000e+02
694,data_40-0.5-37303.in,code1,-1,1.000000e+02
695,data_40-0.5-37303.in,code2,-1,1.000000e+02
696,data_40-0.02-47252.in,code1,2,4.501000e-03
697,data_40-0.02-47252.in,code2,2,1.371000e-03
698,data_50-0.02-35661.in,code1,3,4.344984e+00
699,data_50-0.02-35661.in,code2,3,2.165463e+01
700,data_70-0.58-30712.in,code1,-1,1.000000e+02
701,data_70-0.58-30712.in,code2,-1,1.000000e+02
702,data_50-0.34-38658.in,code1,-1,1.000000e+02
703,data_50-0.34-38658.in,code2,-1,1.000000e+02
704,data_70-0.58-73752.in,code1,-1,1.000000e+02
705,data_70-0.58-73752.in,code2,-1,1.000000e+02
706,data_30-0.62-87626.in,code1,9,9.643783e+01
707,data_30-0.62-87626.in,code2,9,5.938658e+01
708,data_70-0.64-45455.in,code1,-1,1.000000e+02
709,data_70-0.64-45455.in,code2,-1,1.000000e+02
710,data_10-0.62-30712.in,code1,5,4.900000e-05
711,data_10-0.62-30712.in,code2,5,2.400000e-05
712,data_30-0.02-64116.in,code1,3,5.083220e-01
713,data_30-0.02-64116.in,code2,3,1.710000e-03
714,data_10-0.34-87626.in,code1,3,1.400000e-05
715,data_10-0.34-87626.in,code2,3,7.000000e-06
716,data_80-0.62-87626.in,code1,-1,1.000000e+02
717,data_80-0.62-87626.in,code2,-1,1.000000e+02
718,data_70-0.5-82261.in,code1,-1,1.000000e+02
719,data_70-0.5-82261.in,code2,-1,1.000000e+02
720,data_50-0.02-32552.in,code1,2,6.321200e-02
721,data_50-0.02-32552.in,code2,2,1.781200e-01
722,data_10-0.64-47252.in,code1,4,1.100000e-05
723,data_10-0.64-47252.in,code2,4,8.000000e-06
724,data_20-0.5-82261.in,code1,6,3.202100e-02
725,data_20-0.5-82261.in,code2,6,2.509000e-03
726,data_40-0.5-84888.in,code1,-1,1.000000e+02
727,data_40-0.5-84888.in,code2,-1,1.000000e+02
728,data_30-0.02-35031.in,code1,2,2.080000e-04
729,data_30-0.02-35031.in,code2,2,1.500000e-05
730,data_20-0.64-85360.in,code1,7,2.505000e-03
731,data_20-0.64-85360.in,code2,7,4.723040e-01
732,data_70-0.62-32552.in,code1,-1,1.000000e+02
733,data_70-0.62-32552.in,code2,-1,1.000000e+02
734,data_40-0.62-30230.in,code1,-1,1.000000e+02
735,data_40-0.62-30230.in,code2,-1,1.000000e+02
736,data_50-0.62-30230.in,code1,-1,1.000000e+02
737,data_50-0.62-30230.in,code2,-1,1.000000e+02
738,data_60-0.64-25053.in,code1,-1,1.000000e+02
739,data_60-0.64-25053.in,code2,-1,1.000000e+02
740,data_80-0.64-82261.in,code1,-1,1.000000e+02
741,data_80-0.64-82261.in,code2,-1,1.000000e+02
742,data_40-0.34-23212.in,code1,6,5.907497e+00
743,data_40-0.34-23212.in,code2,-1,1.000000e+02
744,data_30-0.62-26078.in,code1,8,3.356705e+00
745,data_30-0.62-26078.in,code2,8,1.505227e+01
746,data_60-0.58-20644.in,code1,-1,1.000000e+02
747,data_60-0.58-20644.in,code2,-1,1.000000e+02
748,data_60-0.58-14308.in,code1,-1,1.000000e+02
749,data_60-0.58-14308.in,code2,-1,1.000000e+02
750,data_80-0.34-38658.in,code1,-1,1.000000e+02
751,data_80-0.34-38658.in,code2,-1,1.000000e+02
752,data_70-0.5-15680.in,code1,-1,1.000000e+02
753,data_70-0.5-15680.in,code2,-1,1.000000e+02
754,data_80-0.34-45495.in,code1,-1,1.000000e+02
755,data_80-0.34-45495.in,code2,-1,1.000000e+02
756,data_10-0.64-30592.in,code1,4,2.500000e-05
757,data_10-0.64-30592.in,code2,4,6.000000e-06
758,data_80-0.5-45495.in,code1,-1,1.000000e+02
759,data_80-0.5-45495.in,code2,-1,1.000000e+02
760,data_10-0.58-72984.in,code1,4,4.000000e-05
761,data_10-0.58-72984.in,code2,4,1.600000e-05
762,data_40-0.58-35661.in,code1,-1,1.000000e+02
763,data_40-0.58-35661.in,code2,-1,1.000000e+02
764,data_10-0.34-11974.in,code1,2,1.800000e-05
765,data_10-0.34-11974.in,code2,2,6.000000e-06
766,data_80-0.5-14308.in,code1,-1,1.000000e+02
767,data_80-0.5-14308.in,code2,-1,1.000000e+02
768,data_100-0.58-70889.in,code1,-1,1.000000e+02
769,data_100-0.58-70889.in,code2,-1,1.000000e+02
770,data_60-0.34-45455.in,code1,-1,1.000000e+02
771,data_60-0.34-45455.in,code2,-1,1.000000e+02
772,data_60-0.64-30230.in,code1,-1,1.000000e+02
773,data_60-0.64-30230.in,code2,-1,1.000000e+02
774,data_20-0.02-47252.in,code1,2,8.700000e-05
775,data_20-0.02-47252.in,code2,2,1.000000e-05
776,data_10-0.34-93196.in,code1,3,1.600000e-05
777,data_10-0.34-93196.in,code2,3,1.200000e-05
778,data_40-0.34-30712.in,code1,6,4.011550e+00
779,data_40-0.34-30712.in,code2,-1,1.000000e+02
780,data_90-0.34-23212.in,code1,-1,1.000000e+02
781,data_90-0.34-23212.in,code2,-1,1.000000e+02
782,data_60-0.34-30230.in,code1,-1,1.000000e+02
783,data_60-0.34-30230.in,code2,-1,1.000000e+02
784,data_60-0.58-72984.in,code1,-1,1.000000e+02
785,data_60-0.58-72984.in,code2,-1,1.000000e+02
786,data_50-0.64-35031.in,code1,-1,1.000000e+02
787,data_50-0.64-35031.in,code2,-1,1.000000e+02
788,data_100-0.64-72984.in,code1,-1,1.000000e+02
789,data_100-0.64-72984.in,code2,-1,1.000000e+02
790,data_100-0.58-82261.in,code1,-1,1.000000e+02
791,data_100-0.58-82261.in,code2,-1,1.000000e+02
792,data_20-0.5-14308.in,code1,6,8.819000e-03
793,data_20-0.5-14308.in,code2,6,1.365900e-02
794,data_70-0.02-87626.in,code1,3,3.532852e+00
795,data_70-0.02-87626.in,code2,-1,1.000000e+02
796,data_80-0.34-26078.in,code1,-1,1.000000e+02
797,data_80-0.34-26078.in,code2,-1,1.000000e+02
798,data_70-0.5-25053.in,code1,-1,1.000000e+02
799,data_70-0.5-25053.in,code2,-1,1.000000e+02
800,data_70-0.62-22170.in,code1,-1,1.000000e+02
801,data_70-0.62-22170.in,code2,-1,1.000000e+02
802,data_70-0.58-20644.in,code1,-1,1.000000e+02
803,data_70-0.58-20644.in,code2,-1,1.000000e+02
804,data_30-0.64-20644.in,code1,-1,1.000000e+02
805,data_30-0.64-20644.in,code2,-1,1.000000e+02
806,data_40-0.58-15680.in,code1,-1,1.000000e+02
807,data_40-0.58-15680.in,code2,-1,1.000000e+02
808,data_70-0.62-82261.in,code1,-1,1.000000e+02
809,data_70-0.62-82261.in,code2,-1,1.000000e+02
810,data_10-0.5-11961.in,code1,4,2.100000e-05
811,data_10-0.5-11961.in,code2,4,1.000000e-05
812,data_20-0.58-23212.in,code1,6,4.582000e-03
813,data_20-0.58-23212.in,code2,6,1.973100e-02
814,data_90-0.5-85360.in,code1,-1,1.000000e+02
815,data_90-0.5-85360.in,code2,-1,1.000000e+02
816,data_30-0.5-87626.in,code1,-1,1.000000e+02
817,data_30-0.5-87626.in,code2,-1,1.000000e+02
818,data_10-0.64-11961.in,code1,6,4.270000e-04
819,data_10-0.64-11961.in,code2,6,3.150000e-04
820,data_20-0.02-37303.in,code1,2,9.400000e-05
821,data_20-0.02-37303.in,code2,2,9.000000e-06
822,data_80-0.5-38658.in,code1,-1,1.000000e+02
823,data_80-0.5-38658.in,code2,-1,1.000000e+02
824,data_100-0.62-35661.in,code1,-1,1.000000e+02
825,data_100-0.62-35661.in,code2,-1,1.000000e+02
826,data_30-0.58-30230.in,code1,-1,1.000000e+02
827,data_30-0.58-30230.in,code2,-1,1.000000e+02
828,data_80-0.34-93196.in,code1,-1,1.000000e+02
829,data_80-0.34-93196.in,code2,-1,1.000000e+02
830,data_60-0.58-15680.in,code1,-1,1.000000e+02
831,data_60-0.58-15680.in,code2,-1,1.000000e+02
832,data_30-0.64-32552.in,code1,9,2.076811e+01
833,data_30-0.64-32552.in,code2,-1,1.000000e+02
834,data_50-0.62-72984.in,code1,-1,1.000000e+02
835,data_50-0.62-72984.in,code2,-1,1.000000e+02
836,data_40-0.5-93196.in,code1,-1,1.000000e+02
837,data_40-0.5-93196.in,code2,-1,1.000000e+02
838,data_30-0.5-14308.in,code1,7,1.532119e+00
839,data_30-0.5-14308.in,code2,7,6.059510e-01
840,data_20-0.5-32552.in,code1,6,1.454000e-02
841,data_20-0.5-32552.in,code2,6,5.939000e-03
842,data_100-0.64-20644.in,code1,-1,1.000000e+02
843,data_100-0.64-20644.in,code2,-1,1.000000e+02
844,data_50-0.62-22170.in,code1,-1,1.000000e+02
845,data_50-0.62-22170.in,code2,-1,1.000000e+02
846,data_70-0.58-37303.in,code1,-1,1.000000e+02
847,data_70-0.58-37303.in,code2,-1,1.000000e+02
848,data_90-0.64-11974.in,code1,-1,1.000000e+02
849,data_90-0.64-11974.in,code2,-1,1.000000e+02
850,data_10-0.64-70889.in,code1,6,2.550000e-04
851,data_10-0.64-70889.in,code2,6,2.430000e-04
852,data_20-0.58-38658.in,code1,7,7.023100e-02
853,data_20-0.58-38658.in,code2,7,8.032000e-03
854,data_80-0.02-85360.in,code1,3,1.851874e+00
855,data_80-0.02-85360.in,code2,3,7.072600e-02
856,data_40-0.34-32552.in,code1,6,3.082930e-01
857,data_40-0.34-32552.in,code2,6,7.810102e+00
858,data_70-0.64-25053.in,code1,-1,1.000000e+02
859,data_70-0.64-25053.in,code2,-1,1.000000e+02
860,data_60-0.5-14308.in,code1,-1,1.000000e+02
861,data_60-0.5-14308.in,code2,-1,1.000000e+02
862,data_80-0.62-34958.in,code1,-1,1.000000e+02
863,data_80-0.62-34958.in,code2,-1,1.000000e+02
864,data_80-0.64-23212.in,code1,-1,1.000000e+02
865,data_80-0.64-23212.in,code2,-1,1.000000e+02
866,data_10-0.62-37303.in,code1,5,9.100000e-05
867,data_10-0.62-37303.in,code2,5,8.100000e-05
868,data_30-0.64-30592.in,code1,-1,1.000000e+02
869,data_30-0.64-30592.in,code2,9,9.468601e+01
870,data_60-0.34-22170.in,code1,-1,1.000000e+02
871,data_60-0.34-22170.in,code2,-1,1.000000e+02
872,data_20-0.58-93196.in,code1,7,8.541000e-03
873,data_20-0.58-93196.in,code2,7,6.351600e-02
874,data_60-0.62-37303.in,code1,-1,1.000000e+02
875,data_60-0.62-37303.in,code2,-1,1.000000e+02
876,data_10-0.62-73752.in,code1,6,1.640000e-04
877,data_10-0.62-73752.in,code2,6,1.890000e-04
878,data_30-0.58-23212.in,code1,8,2.044009e+01
879,data_30-0.58-23212.in,code2,8,4.162616e+01
880,data_90-0.64-45455.in,code1,-1,1.000000e+02
881,data_90-0.64-45455.in,code2,-1,1.000000e+02
882,data_70-0.34-45455.in,code1,-1,1.000000e+02
883,data_70-0.34-45455.in,code2,-1,1.000000e+02
884,data_100-0.5-64116.in,code1,-1,1.000000e+02
885,data_100-0.5-64116.in,code2,-1,1.000000e+02
886,data_20-0.34-72984.in,code1,4,5.660000e-04
887,data_20-0.34-72984.in,code2,4,7.500000e-05
888,data_10-0.5-32552.in,code1,4,2.500000e-05
889,data_10-0.5-32552.in,code2,4,2.000000e-05
890,data_30-0.64-30230.in,code1,-1,1.000000e+02
891,data_30-0.64-30230.in,code2,-1,1.000000e+02
892,data_50-0.64-82261.in,code1,-1,1.000000e+02
893,data_50-0.64-82261.in,code2,-1,1.000000e+02
894,data_100-0.62-22170.in,code1,-1,1.000000e+02
895,data_100-0.62-22170.in,code2,-1,1.000000e+02
896,data_100-0.5-37303.in,code1,-1,1.000000e+02
897,data_100-0.5-37303.in,code2,-1,1.000000e+02
898,data_40-0.62-14308.in,code1,-1,1.000000e+02
899,data_40-0.62-14308.in,code2,-1,1.000000e+02
900,data_30-0.02-72984.in,code1,3,2.034190e-01
901,data_30-0.02-72984.in,code2,3,4.000000e-05
902,data_50-0.34-30712.in,code1,-1,1.000000e+02
903,data_50-0.34-30712.in,code2,-1,1.000000e+02
904,data_10-0.58-82261.in,code1,5,3.700000e-05
905,data_10-0.58-82261.in,code2,5,5.900000e-05
906,data_10-0.02-84888.in,code1,2,1.600000e-05
907,data_10-0.02-84888.in,code2,2,5.000000e-06
908,data_80-0.58-85360.in,code1,-1,1.000000e+02
909,data_80-0.58-85360.in,code2,-1,1.000000e+02
910,data_30-0.34-14308.in,code1,6,2.661895e+00
911,data_30-0.34-14308.in,code2,6,2.926275e+00
912,data_90-0.62-32552.in,code1,-1,1.000000e+02
913,data_90-0.62-32552.in,code2,-1,1.000000e+02
914,data_30-0.34-20644.in,code1,5,2.085800e-02
915,data_30-0.34-20644.in,code2,5,1.874280e-01
916,data_50-0.62-85360.in,code1,-1,1.000000e+02
917,data_50-0.62-85360.in,code2,-1,1.000000e+02
918,data_100-0.5-35661.in,code1,-1,1.000000e+02
919,data_100-0.5-35661.in,code2,-1,1.000000e+02
920,data_100-0.34-47252.in,code1,-1,1.000000e+02
921,data_100-0.34-47252.in,code2,-1,1.000000e+02
922,data_30-0.34-23212.in,code1,5,6.263800e-02
923,data_30-0.34-23212.in,code2,5,3.648600e-02
924,data_50-0.64-72984.in,code1,-1,1.000000e+02
925,data_50-0.64-72984.in,code2,-1,1.000000e+02
926,data_10-0.64-35031.in,code1,5,3.600000e-05
927,data_10-0.64-35031.in,code2,5,3.200000e-05
928,data_20-0.34-93196.in,code1,5,1.773000e-03
929,data_20-0.34-93196.in,code2,5,7.230000e-04
930,data_30-0.34-35031.in,code1,6,3.764530e-01
931,data_30-0.34-35031.in,code2,6,2.349110e-01
932,data_50-0.62-84888.in,code1,-1,1.000000e+02
933,data_50-0.62-84888.in,code2,-1,1.000000e+02
934,data_80-0.34-23212.in,code1,-1,1.000000e+02
935,data_80-0.34-23212.in,code2,-1,1.000000e+02
936,data_70-0.02-35031.in,code1,3,9.688181e+01
937,data_70-0.02-35031.in,code2,-1,1.000000e+02
938,data_50-0.62-11961.in,code1,-1,1.000000e+02
939,data_50-0.62-11961.in,code2,-1,1.000000e+02
940,data_70-0.58-30230.in,code1,-1,1.000000e+02
941,data_70-0.58-30230.in,code2,-1,1.000000e+02
942,data_40-0.64-32552.in,code1,-1,1.000000e+02
943,data_40-0.64-32552.in,code2,-1,1.000000e+02
944,data_60-0.64-30712.in,code1,-1,1.000000e+02
945,data_60-0.64-30712.in,code2,-1,1.000000e+02
946,data_100-0.64-85360.in,code1,-1,1.000000e+02
947,data_100-0.64-85360.in,code2,-1,1.000000e+02
948,data_20-0.34-32552.in,code1,4,4.950000e-04
949,data_20-0.34-32552.in,code2,4,1.530000e-04
950,data_90-0.64-34958.in,code1,-1,1.000000e+02
951,data_90-0.64-34958.in,code2,-1,1.000000e+02
952,data_50-0.64-15680.in,code1,-1,1.000000e+02
953,data_50-0.64-15680.in,code2,-1,1.000000e+02
954,data_70-0.62-30712.in,code1,-1,1.000000e+02
955,data_70-0.62-30712.in,code2,-1,1.000000e+02
956,data_60-0.02-64116.in,code1,2,3.689490e-01
957,data_60-0.02-64116.in,code2,2,1.143692e+00
958,data_90-0.34-64116.in,code1,-1,1.000000e+02
959,data_90-0.34-64116.in,code2,-1,1.000000e+02
960,data_40-0.62-34958.in,code1,-1,1.000000e+02
961,data_40-0.62-34958.in,code2,-1,1.000000e+02
962,data_10-0.02-45495.in,code1,2,1.900000e-05
963,data_10-0.02-45495.in,code2,2,7.000000e-06
964,data_20-0.34-30592.in,code1,5,3.285000e-03
965,data_20-0.34-30592.in,code2,5,1.345000e-03
966,data_50-0.34-73752.in,code1,-1,1.000000e+02
967,data_50-0.34-73752.in,code2,-1,1.000000e+02
968,data_30-0.58-26078.in,code1,8,2.464765e+01
969,data_30-0.58-26078.in,code2,8,4.903028e+01
970,data_70-0.62-72984.in,code1,-1,1.000000e+02
971,data_70-0.62-72984.in,code2,-1,1.000000e+02
972,data_60-0.64-30592.in,code1,-1,1.000000e+02
