sample,file,algorithm,slots,runtime
973,data_60-0.64-30592.in,code2,-1,1.000000e+02
974,data_100-0.62-73752.in,code1,-1,1.000000e+02
975,data_100-0.62-73752.in,code2,-1,1.000000e+02
976,data_100-0.64-30592.in,code1,-1,1.000000e+02
977,data_100-0.64-30592.in,code2,-1,1.000000e+02
978,data_60-0.62-38658.in,code1,-1,1.000000e+02
979,data_60-0.62-38658.in,code2,-1,1.000000e+02
980,data_50-0.58-11974.in,code1,-1,1.000000e+02
981,data_50-0.58-11974.in,code2,-1,1.000000e+02
982,data_30-0.5-73752.in,code1,7,4.918894e+00
983,data_30-0.5-73752.in,code2,7,8.270240e-01
984,data_90-0.64-37303.in,code1,-1,1.000000e+02
985,data_90-0.64-37303.in,code2,-1,1.000000e+02
986,data_30-0.64-35031.in,code1,-1,1.000000e+02
987,data_30-0.64-35031.in,code2,-1,1.000000e+02
988,data_70-0.5-93196.in,code1,-1,1.000000e+02
989,data_70-0.5-93196.in,code2,-1,1.000000e+02
990,data_20-0.02-15680.in,code1,2,6.900000e-05
991,data_20-0.02-15680.in,code2,2,1.200000e-05
992,data_80-0.62-45495.in,code1,-1,1.000000e+02
993,data_80-0.62-45495.in,code2,-1,1.000000e+02
994,data_70-0.02-11961.in,code1,2,2.113014e+01
995,data_70-0.02-11961.in,code2,2,5.529000e-03
996,data_30-0.62-14308.in,code1,-1,1.000000e+02
997,data_30-0.62-14308.in,code2,-1,1.000000e+02
998,data_70-0.62-34958.in,code1,-1,1.000000e+02
999,data_70-0.62-34958.in,code2,-1,1.000000e+02
1000,data_40-0.64-11974.in,code1,-1,1.000000e+02
1001,data_40-0.64-11974.in,code2,-1,1.000000e+02
1002,data_70-0.62-85360.in,code1,-1,1.000000e+02
1003,data_70-0.62-85360.in,code2,-1,1.000000e+02
1004,data_50-0.58-38658.in,code1,-1,1.000000e+02
1005,data_50-0.58-38658.in,code2,-1,1.000000e+02
1006,data_80-0.58-70889.in,code1,-1,1.000000e+02
1007,data_80-0.58-70889.in,code2,-1,1.000000e+02
1008,data_80-0.5-70889.in,code1,-1,1.000000e+02
1009,data_80-0.5-70889.in,code2,-1,1.000000e+02
1010,data_30-0.34-38658.in,code1,6,3.606623e+00
1011,data_30-0.34-38658.in,code2,6,8.164360e-01
1012,data_40-0.62-64116.in,code1,-1,1.000000e+02
1013,data_40-0.62-64116.in,code2,-1,1.000000e+02
1014,data_50-0.5-22170.in,code1,-1,1.000000e+02
1015,data_50-0.5-22170.in,code2,-1,1.000000e+02
1016,data_30-0.62-47252.in,code1,9,2.304942e+01
1017,data_30-0.62-47252.in,code2,-1,1.000000e+02
1018,data_50-0.58-64116.in,code1,-1,1.000000e+02
1019,data_50-0.58-64116.in,code2,-1,1.000000e+02
1020,data_80-0.34-87626.in,code1,-1,1.000000e+02
1021,data_80-0.34-87626.in,code2,-1,1.000000e+02
1022,data_90-0.58-35031.in,code1,-1,1.000000e+02
1023,data_90-0.58-35031.in,code2,-1,1.000000e+02
1024,data_30-0.64-34958.in,code1,9,2.789948e+01
1025,data_30-0.64-34958.in,code2,9,2.668947e+01
1026,data_70-0.02-45495.in,code1,2,1.298360e-01
1027,data_70-0.02-45495.in,code2,2,1.486411e+00
1028,data_40-0.62-47252.in,code1,-1,1.000000e+02
1029,data_40-0.62-47252.in,code2,-1,1.000000e+02
1030,data_10-0.02-35031.in,code1,2,2.100000e-05
1031,data_10-0.02-35031.in,code2,2,6.000000e-06
1032,data_100-0.02-72984.in,code1,-1,1.000000e+02
1033,data_100-0.02-72984.in,code2,-1,1.000000e+02
1034,data_30-0.58-37303.in,code1,8,2.141037e+01
1035,data_30-0.58-37303.in,code2,8,1.441644e+01
1036,data_100-0.5-35031.in,code1,-1,1.000000e+02
1037,data_100-0.5-35031.in,code2,-1,1.000000e+02
1038,data_80-0.02-32552.in,code1,3,1.089662e+01
1039,data_80-0.02-32552.in,code2,3,1.080074e+00
1040,data_100-0.34-84888.in,code1,-1,1.000000e+02
1041,data_100-0.34-84888.in,code2,-1,1.000000e+02
1042,data_70-0.62-25053.in,code1,-1,1.000000e+02
1043,data_70-0.62-25053.in,code2,-1,1.000000e+02
1044,data_60-0.62-30230.in,code1,-1,1.000000e+02
1045,data_60-0.62-30230.in,code2,-1,1.000000e+02
1046,data_60-0.5-85360.in,code1,-1,1.000000e+02
1047,data_60-0.5-85360.in,code2,-1,1.000000e+02
1048,data_70-0.58-26078.in,code1,-1,1.000000e+02
1049,data_70-0.58-26078.in,code2,-1,1.000000e+02
1050,data_50-0.02-72984.in,code1,2,5.920000e-04
1051,data_50-0.02-72984.in,code2,2,4.500000e-05
1052,data_20-0.58-72984.in,code1,7,5.092270e-01
1053,data_20-0.58-72984.in,code2,7,7.453300e-02
1054,data_40-0.64-47252.in,code1,-1,1.000000e+02
1055,data_40-0.64-47252.in,code2,-1,1.000000e+02
1056,data_100-0.64-30712.in,code1,-1,1.000000e+02
1057,data_100-0.64-30712.in,code2,-1,1.000000e+02
1058,data_90-0.58-73752.in,code1,-1,1.000000e+02
1059,data_90-0.58-73752.in,code2,-1,1.000000e+02
1060,data_80-0.02-25053.in,code1,-1,1.000000e+02
1061,data_80-0.02-25053.in,code2,3,2.589726e+01
1062,data_50-0.34-37303.in,code1,-1,1.000000e+02
1063,data_50-0.34-37303.in,code2,-1,1.000000e+02
1064,data_60-0.34-30592.in,code1,-1,1.000000e+02
1065,data_60-0.34-30592.in,code2,-1,1.000000e+02
1066,data_90-0.62-84888.in,code1,-1,1.000000e+02
1067,data_90-0.62-84888.in,code2,-1,1.000000e+02
1068,data_30-0.58-30592.in,code1,8,1.395574e+01
1069,data_30-0.58-30592.in,code2,8,2.632312e+00
1070,data_90-0.34-11961.in,code1,-1,1.000000e+02
1071,data_90-0.34-11961.in,code2,-1,1.000000e+02
1072,data_60-0.64-45495.in,code1,-1,1.000000e+02
1073,data_60-0.64-45495.in,code2,-1,1.000000e+02
1074,data_10-0.02-73752.in,code1,1,2.200000e-05
1075,data_10-0.02-73752.in,code2,1,4.000000e-06
1076,data_100-0.5-11974.in,code1,-1,1.000000e+02
1077,data_100-0.5-11974.in,code2,-1,1.000000e+02
1078,data_80-0.34-11961.in,code1,-1,1.000000e+02
1079,data_80-0.34-11961.in,code2,-1,1.000000e+02
1080,data_70-0.64-22170.in,code1,-1,1.000000e+02
1081,data_70-0.64-22170.in,code2,-1,1.000000e+02
1082,data_10-0.62-45455.in,code1,5,5.300000e-05
1083,data_10-0.62-45455.in,code2,5,4.300000e-05
1084,data_80-0.02-23212.in,code1,-1,1.000000e+02
1085,data_80-0.02-23212.in,code2,-1,1.000000e+02
1086,data_40-0.5-38658.in,code1,-1,1.000000e+02
1087,data_40-0.5-38658.in,code2,-1,1.000000e+02
1088,data_10-0.34-73752.in,code1,4,2.300000e-05
1089,data_10-0.34-73752.in,code2,4,5.700000e-05
1090,data_50-0.64-35661.in,code1,-1,1.000000e+02
1091,data_50-0.64-35661.in,code2,-1,1.000000e+02
1092,data_40-0.34-37303.in,code1,-1,1.000000e+02
1093,data_40-0.34-37303.in,code2,-1,1.000000e+02
1094,data_40-0.62-84888.in,code1,-1,1.000000e+02
1095,data_40-0.62-84888.in,code2,-1,1.000000e+02
1096,data_80-0.34-85360.in,code1,-1,1.000000e+02
1097,data_80-0.34-85360.in,code2,-1,1.000000e+02
1098,data_20-0.58-34958.in,code1,7,8.151000e-03
1099,data_20-0.58-34958.in,code2,7,4.274330e-01
1100,data_100-0.34-73752.in,code1,-1,1.000000e+02
1101,data_100-0.34-73752.in,code2,-1,1.000000e+02
1102,data_10-0.58-38658.in,code1,5,3.800000e-05
1103,data_10-0.58-38658.in,code2,5,4.600000e-05
1104,data_90-0.5-47252.in,code1,-1,1.000000e+02
1105,data_90-0.5-47252.in,code2,-1,1.000000e+02
1106,data_100-0.02-38658.in,code1,-1,1.000000e+02
1107,data_100-0.02-38658.in,code2,3,1.396375e+01
1108,data_10-0.02-64116.in,code1,2,1.600000e-05
1109,data_10-0.02-64116.in,code2,2,5.000000e-06
1110,data_50-0.58-11961.in,code1,-1,1.000000e+02
1111,data_50-0.58-11961.in,code2,-1,1.000000e+02
1112,data_80-0.58-22170.in,code1,-1,1.000000e+02
1113,data_80-0.58-22170.in,code2,-1,1.000000e+02
1114,data_30-0.62-35031.in,code1,-1,1.000000e+02
1115,data_30-0.62-35031.in,code2,-1,1.000000e+02
1116,data_90-0.02-64116.in,code1,3,6.827752e+01
1117,data_90-0.02-64116.in,code2,3,2.646494e+01
1118,data_40-0.5-64116.in,code1,-1,1.000000e+02
1119,data_40-0.5-64116.in,code2,-1,1.000000e+02
1120,data_50-0.02-45495.in,code1,2,2.580400e-02
1121,data_50-0.02-45495.in,code2,2,4.290000e-04
1122,data_50-0.5-72984.in,code1,-1,1.000000e+02
1123,data_50-0.5-72984.in,code2,-1,1.000000e+02
1124,data_70-0.34-47252.in,code1,-1,1.000000e+02
1125,data_70-0.34-47252.in,code2,-1,1.000000e+02
1126,data_50-0.34-23212.in,code1,-1,1.000000e+02
1127,data_50-0.34-23212.in,code2,-1,1.000000e+02
1128,data_90-0.02-72984.in,code1,3,8.494000e-03
1129,data_90-0.02-72984.in,code2,-1,1.000000e+02
1130,data_80-0.62-35031.in,code1,-1,1.000000e+02
1131,data_80-0.62-35031.in,code2,-1,1.000000e+02
1132,data_70-0.34-72984.in,code1,-1,1.000000e+02
1133,data_70-0.34-72984.in,code2,-1,1.000000e+02
1134,data_80-0.64-11974.in,code1,-1,1.000000e+02
1135,data_80-0.64-11974.in,code2,-1,1.000000e+02
1136,data_30-0.34-47252.in,code1,6,2.775687e+00
1137,data_30-0.34-47252.in,code2,6,2.936070e-01
1138,data_30-0.34-73752.in,code1,5,1.595000e-03
1139,data_30-0.34-73752.in,code2,5,9.440000e-03
1140,data_10-0.34-23212.in,code1,3,1.700000e-05
1141,data_10-0.34-23212.in,code2,3,1.800000e-05
1142,data_60-0.34-47252.in,code1,-1,1.000000e+02
1143,data_60-0.34-47252.in,code2,-1,1.000000e+02
1144,data_30-0.5-11961.in,code1,7,1.254243e+01
1145,data_30-0.5-11961.in,code2,7,6.547388e+00
1146,data_30-0.64-73752.in,code1,9,6.222599e+01
1147,data_30-0.64-73752.in,code2,9,3.940928e+01
1148,data_70-0.62-37303.in,code1,-1,1.000000e+02
1149,data_70-0.62-37303.in,code2,-1,1.000000e+02
1150,data_60-0.64-82261.in,code1,-1,1.000000e+02
1151,data_60-0.64-82261.in,code2,-1,1.000000e+02
1152,data_50-0.5-11961.in,code1,-1,1.000000e+02
1153,data_50-0.5-11961.in,code2,-1,1.000000e+02
1154,data_80-0.64-47252.in,code1,-1,1.000000e+02
1155,data_80-0.64-47252.in,code2,-1,1.000000e+02
1156,data_30-0.02-47252.in,code1,2,1.280000e-04
1157,data_30-0.02-47252.in,code2,2,1.400000e-05
1158,data_100-0.62-93196.in,code1,-1,1.000000e+02
1159,data_100-0.62-93196.in,code2,-1,1.000000e+02
1160,data_100-0.64-26078.in,code1,-1,1.000000e+02
1161,data_100-0.64-26078.in,code2,-1,1.000000e+02
1162,data_70-0.58-25053.in,code1,-1,1.000000e+02
1163,data_70-0.58-25053.in,code2,-1,1.000000e+02
1164,data_80-0.34-35031.in,code1,-1,1.000000e+02
1165,data_80-0.34-35031.in,code2,-1,1.000000e+02
1166,data_60-0.62-64116.in,code1,-1,1.000000e+02
1167,data_60-0.62-64116.in,code2,-1,1.000000e+02
1168,data_20-0.64-32552.in,code1,7,7.709900e-02
1169,data_20-0.64-32552.in,code2,7,3.591900e-02
1170,data_10-0.34-11961.in,code1,3,1.500000e-05
1171,data_10-0.34-11961.in,code2,3,7.000000e-06
1172,data_10-0.34-72984.in,code1,3,2.300000e-05
1173,data_10-0.34-72984.in,code2,3,4.000000e-06
1174,data_90-0.34-30712.in,code1,-1,1.000000e+02
1175,data_90-0.34-30712.in,code2,-1,1.000000e+02
1176,data_90-0.34-45495.in,code1,-1,1.000000e+02
1177,data_90-0.34-45495.in,code2,-1,1.000000e+02
1178,data_60-0.02-82261.in,code1,3,9.864664e+00
1179,data_60-0.02-82261.in,code2,3,8.339470e+00
1180,data_60-0.02-47252.in,code1,3,5.193800e-02
1181,data_60-0.02-47252.in,code2,3,2.796120e+00
1182,data_100-0.62-70889.in,code1,-1,1.000000e+02
1183,data_100-0.62-70889.in,code2,-1,1.000000e+02
1184,data_30-0.02-30230.in,code1,2,2.020000e-04
1185,data_30-0.02-30230.in,code2,2,1.500000e-05
1186,data_70-0.34-87626.in,code1,-1,1.000000e+02
1187,data_70-0.34-87626.in,code2,-1,1.000000e+02
1188,data_100-0.62-26078.in,code1,-1,1.000000e+02
1189,data_100-0.62-26078.in,code2,-1,1.000000e+02
1190,data_80-0.62-73752.in,code1,-1,1.000000e+02
1191,data_80-0.62-73752.in,code2,-1,1.000000e+02
1192,data_50-0.34-64116.in,code1,-1,1.000000e+02
1193,data_50-0.34-64116.in,code2,-1,1.000000e+02
1194,data_100-0.02-30712.in,code1,-1,1.000000e+02
1195,data_100-0.02-30712.in,code2,-1,1.000000e+02
1196,data_50-0.34-11961.in,code1,-1,1.000000e+02
1197,data_50-0.34-11961.in,code2,-1,1.000000e+02
1198,data_70-0.64-20644.in,code1,-1,1.000000e+02
1199,data_70-0.64-20644.in,code2,-1,1.000000e+02
1200,data_60-0.62-22170.in,code1,-1,1.000000e+02
1201,data_60-0.62-22170.in,code2,-1,1.000000e+02
1202,data_90-0.5-35031.in,code1,-1,1.000000e+02
1203,data_90-0.5-35031.in,code2,-1,1.000000e+02
1204,data_90-0.02-30712.in,code1,3,9.169416e+01
1205,data_90-0.02-30712.in,code2,-1,1.000000e+02
1206,data_70-0.64-35031.in,code1,-1,1.000000e+02
1207,data_70-0.64-35031.in,code2,-1,1.000000e+02
1208,data_40-0.5-11974.in,code1,8,6.952524e+01
1209,data_40-0.5-11974.in,code2,-1,1.000000e+02
1210,data_50-0.02-93196.in,code1,3,1.482113e+01
1211,data_50-0.02-93196.in,code2,3,4.197259e+00
1212,data_80-0.64-34958.in,code1,-1,1.000000e+02
1213,data_80-0.64-34958.in,code2,-1,1.000000e+02
1214,data_60-0.62-26078.in,code1,-1,1.000000e+02
1215,data_60-0.62-26078.in,code2,-1,1.000000e+02
1216,data_40-0.58-87626.in,code1,-1,1.000000e+02
1217,data_40-0.58-87626.in,code2,-1,1.000000e+02
1218,data_40-0.58-23212.in,code1,-1,1.000000e+02
1219,data_40-0.58-23212.in,code2,-1,1.000000e+02
1220,data_30-0.62-38658.in,code1,-1,1.000000e+02
1221,data_30-0.62-38658.in,code2,9,3.146253e+01
1222,data_40-0.5-22170.in,code1,-1,1.000000e+02
1223,data_40-0.5-22170.in,code2,-1,1.000000e+02
1224,data_30-0.58-20644.in,code1,8,2.095764e+01
1225,data_30-0.58-20644.in,code2,8,2.669967e+01
1226,data_100-0.62-34958.in,code1,-1,1.000000e+02
1227,data_100-0.62-34958.in,code2,-1,1.000000e+02
1228,data_60-0.58-38658.in,code1,-1,1.000000e+02
1229,data_60-0.58-38658.in,code2,-1,1.000000e+02
1230,data_20-0.64-22170.in,code1,8,1.960400e-02
1231,data_20-0.64-22170.in,code2,8,3.007800e-02
1232,data_70-0.5-45455.in,code1,-1,1.000000e+02
1233,data_70-0.5-45455.in,code2,-1,1.000000e+02
1234,data_60-0.64-37303.in,code1,-1,1.000000e+02
1235,data_60-0.64-37303.in,code2,-1,1.000000e+02
1236,data_80-0.58-25053.in,code1,-1,1.000000e+02
1237,data_80-0.58-25053.in,code2,-1,1.000000e+02
1238,data_10-0.62-85360.in,code1,5,4.600000e-05
1239,data_10-0.62-85360.in,code2,5,1.100000e-05
1240,data_60-0.02-30592.in,code1,2,4.742218e+00
1241,data_60-0.02-30592.in,code2,2,1.904950e+00
1242,data_50-0.34-45495.in,code1,-1,1.000000e+02
1243,data_50-0.34-45495.in,code2,-1,1.000000e+02
1244,data_30-0.34-45455.in,code1,5,1.371600e-02
1245,data_30-0.34-45455.in,code2,5,2.320300e-02
1246,data_100-0.02-23212.in,code1,3,1.754203e+01
1247,data_100-0.02-23212.in,code2,-1,1.000000e+02
1248,data_90-0.34-87626.in,code1,-1,1.000000e+02
1249,data_90-0.34-87626.in,code2,-1,1.000000e+02
1250,data_40-0.34-64116.in,code1,6,2.524249e+00
1251,data_40-0.34-64116.in,code2,6,6.163691e+01
1252,data_80-0.62-45455.in,code1,-1,1.000000e+02
1253,data_80-0.62-45455.in,code2,-1,1.000000e+02
1254,data_30-0.64-38658.in,code1,9,3.682169e+01
1255,data_30-0.64-38658.in,code2,9,2.011288e+01
1256,data_80-0.5-20644.in,code1,-1,1.000000e+02
1257,data_80-0.5-20644.in,code2,-1,1.000000e+02
1258,data_30-0.62-73752.in,code1,-1,1.000000e+02
1259,data_30-0.62-73752.in,code2,9,4.103748e+01
1260,data_80-0.5-47252.in,code1,-1,1.000000e+02
1261,data_80-0.5-47252.in,code2,-1,1.000000e+02
1262,data_80-0.02-38658.in,code1,-1,1.000000e+02
1263,data_80-0.02-38658.in,code2,3,2.781326e+01
1264,data_100-0.58-30712.in,code1,-1,1.000000e+02
1265,data_100-0.58-30712.in,code2,-1,1.000000e+02
1266,data_90-0.62-35661.in,code1,-1,1.000000e+02
1267,data_90-0.62-35661.in,code2,-1,1.000000e+02
1268,data_40-0.34-85360.in,code1,6,8.465879e+01
1269,data_40-0.34-85360.in,code2,6,4.040055e+00
1270,data_70-0.34-84888.in,code1,-1,1.000000e+02
1271,data_70-0.34-84888.in,code2,-1,1.000000e+02
1272,data_100-0.64-82261.in,code1,-1,1.000000e+02
1273,data_100-0.64-82261.in,code2,-1,1.000000e+02
1274,data_40-0.02-25053.in,code1,2,3.720000e-04
1275,data_40-0.02-25053.in,code2,2,1.412000e-03
1276,data_40-0.58-73752.in,code1,-1,1.000000e+02
1277,data_40-0.58-73752.in,code2,-1,1.000000e+02
1278,data_10-0.34-35031.in,code1,3,2.900000e-05
1279,data_10-0.34-35031.in,code2,3,1.300000e-05
1280,data_10-0.34-30712.in,code1,3,2.000000e-05
1281,data_10-0.34-30712.in,code2,3,2.100000e-05
1282,data_100-0.34-87626.in,code1,-1,1.000000e+02
1283,data_100-0.34-87626.in,code2,-1,1.000000e+02
1284,data_40-0.02-35031.in,code1,2,1.690000e-03
1285,data_40-0.02-35031.in,code2,2,2.558300e-02
1286,data_90-0.34-47252.in,code1,-1,1.000000e+02
1287,data_90-0.34-47252.in,code2,-1,1.000000e+02
1288,data_60-0.34-20644.in,code1,-1,1.000000e+02
1289,data_60-0.34-20644.in,code2,-1,1.000000e+02
1290,data_50-0.5-87626.in,code1,-1,1.000000e+02
1291,data_50-0.5-87626.in,code2,-1,1.000000e+02
1292,data_10-0.02-20644.in,code1,2,2.100000e-05
1293,data_10-0.02-20644.in,code2,2,6.000000e-06
1294,data_20-0.34-23212.in,code1,4,4.610000e-04
1295,data_20-0.34-23212.in,code2,4,3.900000e-04
1296,data_70-0.02-93196.in,code1,3,4.150070e-01
1297,data_70-0.02-93196.in,code2,3,6.244996e+00
1298,data_60-0.58-30592.in,code1,-1,1.000000e+02
1299,data_60-0.58-30592.in,code2,-1,1.000000e+02
1300,data_70-0.5-20644.in,code1,-1,1.000000e+02
1301,data_70-0.5-20644.in,code2,-1,1.000000e+02
1302,data_80-0.58-23212.in,code1,-1,1.000000e+02
1303,data_80-0.58-23212.in,code2,-1,1.000000e+02
1304,data_70-0.02-23212.in,code1,-1,1.000000e+02
1305,data_70-0.02-23212.in,code2,-1,1.000000e+02
1306,data_20-0.62-35031.in,code1,7,3.117900e-02
1307,data_20-0.62-35031.in,code2,7,7.862000e-03
1308,data_60-0.64-23212.in,code1,-1,1.000000e+02
1309,data_60-0.64-23212.in,code2,-1,1.000000e+02
1310,data_100-0.58-11974.in,code1,-1,1.000000e+02
1311,data_100-0.58-11974.in,code2,-1,1.000000e+02
1312,data_60-0.02-26078.in,code1,2,6.526671e+00
1313,data_60-0.02-26078.in,code2,2,9.895900e-02
1314,data_40-0.58-37303.in,code1,-1,1.000000e+02
1315,data_40-0.58-37303.in,code2,-1,1.000000e+02
1316,data_10-0.34-47252.in,code1,4,2.600000e-05
1317,data_10-0.34-47252.in,code2,4,2.700000e-05
1318,data_10-0.58-87626.in,code1,5,6.700000e-05
1319,data_10-0.58-87626.in,code2,5,1.500000e-05
1320,data_50-0.5-20644.in,code1,-1,1.000000e+02
1321,data_50-0.5-20644.in,code2,-1,1.000000e+02
1322,data_70-0.34-14308.in,code1,-1,1.000000e+02
1323,data_70-0.34-14308.in,code2,-1,1.000000e+02
1324,data_70-0.02-38658.in,code1,3,3.604036e+01
1325,data_70-0.02-38658.in,code2,3,1.061395e+01
1326,data_10-0.64-64116.in,code1,6,1.060000e-04
1327,data_10-0.64-64116.in,code2,6,1.730000e-04
1328,data_30-0.62-64116.in,code1,-1,1.000000e+02
1329,data_30-0.62-64116.in,code2,9,5.434346e+01
1330,data_80-0.58-11974.in,code1,-1,1.000000e+02
1331,data_80-0.58-11974.in,code2,-1,1.000000e+02
1332,data_70-0.34-32552.in,code1,-1,1.000000e+02
1333,data_70-0.34-32552.in,code2,-1,1.000000e+02
1334,data_90-0.64-72984.in,code1,-1,1.000000e+02
1335,data_90-0.64-72984.in,code2,-1,1.000000e+02
1336,data_100-0.34-64116.in,code1,-1,1.000000e+02
1337,data_100-0.34-64116.in,code2,-1,1.000000e+02
1338,data_50-0.62-37303.in,code1,-1,1.000000e+02
1339,data_50-0.62-37303.in,code2,-1,1.000000e+02
1340,data_20-0.62-38658.in,code1,7,2.530300e-02
1341,data_20-0.62-38658.in,code2,7,4.217600e-02
1342,data_70-0.5-45495.in,code1,-1,1.000000e+02
1343,data_70-0.5-45495.in,code2,-1,1.000000e+02
1344,data_20-0.34-37303.in,code1,5,1.687000e-03
1345,data_20-0.34-37303.in,code2,5,9.100000e-04
1346,data_100-0.64-84888.in,code1,-1,1.000000e+02
1347,data_100-0.64-84888.in,code2,-1,1.000000e+02
1348,data_50-0.62-93196.in,code1,-1,1.000000e+02
1349,data_50-0.62-93196.in,code2,-1,1.000000e+02
1350,data_40-0.58-11974.in,code1,-1,1.000000e+02
1351,data_40-0.58-11974.in,code2,-1,1.000000e+02
1352,data_30-0.5-30592.in,code1,7,2.499026e+01
1353,data_30-0.5-30592.in,code2,7,3.373460e+00
1354,data_50-0.02-23212.in,code1,2,2.117366e+00
1355,data_50-0.02-23212.in,code2,2,1.808740e-01
1356,data_60-0.62-30592.in,code1,-1,1.000000e+02
1357,data_60-0.62-30592.in,code2,-1,1.000000e+02
1358,data_90-0.58-70889.in,code1,-1,1.000000e+02
1359,data_90-0.58-70889.in,code2,-1,1.000000e+02
1360,data_60-0.02-14308.in,code1,2,3.378900e-02
1361,data_60-0.02-14308.in,code2,2,6.513000e-03
1362,data_10-0.34-34958.in,code1,3,1.600000e-05
1363,data_10-0.34-34958.in,code2,3,4.000000e-06
1364,data_50-0.58-23212.in,code1,-1,1.000000e+02
1365,data_50-0.58-23212.in,code2,-1,1.000000e+02
1366,data_100-0.5-45495.in,code1,-1,1.000000e+02
1367,data_100-0.5-45495.in,code2,-1,1.000000e+02
1368,data_100-0.58-22170.in,code1,-1,1.000000e+02
1369,data_100-0.58-22170.in,code2,-1,1.000000e+02
1370,data_20-0.5-47252.in,code1,6,5.655000e-03
1371,data_20-0.5-47252.in,code2,6,1.302000e-03
1372,data_50-0.62-15680.in,code1,-1,1.000000e+02
1373,data_50-0.62-15680.in,code2,-1,1.000000e+02
1374,data_30-0.34-35661.in,code1,6,1.139250e+00
1375,data_30-0.34-35661.in,code2,6,3.002476e+00
1376,data_10-0.02-11974.in,code1,1,1.700000e-05
1377,data_10-0.02-11974.in,code2,1,4.000000e-06
1378,data_40-0.64-45455.in,code1,-1,1.000000e+02
1379,data_40-0.64-45455.in,code2,-1,1.000000e+02
1380,data_10-0.58-14308.in,code1,4,2.300000e-05
1381,data_10-0.58-14308.in,code2,4,1.300000e-05
1382,data_30-0.5-30230.in,code1,-1,1.000000e+02
1383,data_30-0.5-30230.in,code2,8,6.408111e+01
1384,data_80-0.62-35661.in,code1,-1,1.000000e+02
1385,data_80-0.62-35661.in,code2,-1,1.000000e+02
1386,data_90-0.58-14308.in,code1,-1,1.000000e+02
1387,data_90-0.58-14308.in,code2,-1,1.000000e+02
1388,data_30-0.58-85360.in,code1,8,8.008260e+00
1389,data_30-0.58-85360.in,code2,8,5.552186e+00
1390,data_70-0.34-20644.in,code1,-1,1.000000e+02
1391,data_70-0.34-20644.in,code2,-1,1.000000e+02
1392,data_10-0.02-11961.in,code1,1,2.100000e-05
1393,data_10-0.02-11961.in,code2,1,4.000000e-06
1394,data_60-0.02-22170.in,code1,3,1.450067e+00
1395,data_60-0.02-22170.in,code2,3,6.318076e+01
1396,data_100-0.02-70889.in,code1,3,5.792130e-01
1397,data_100-0.02-70889.in,code2,-1,1.000000e+02
1398,data_80-0.58-82261.in,code1,-1,1.000000e+02
1399,data_80-0.58-82261.in,code2,-1,1.000000e+02
1400,data_40-0.02-45455.in,code1,2,2.340000e-04
1401,data_40-0.02-45455.in,code2,2,7.300000e-05
1402,data_100-0.02-45495.in,code1,3,2.845779e+01
1403,data_100-0.02-45495.in,code2,3,1.345130e+01
1404,data_50-0.5-45495.in,code1,-1,1.000000e+02
1405,data_50-0.5-45495.in,code2,-1,1.000000e+02
1406,data_90-0.34-30592.in,code1,-1,1.000000e+02
1407,data_90-0.34-30592.in,code2,-1,1.000000e+02
1408,data_30-0.5-85360.in,code1,7,7.586610e-01
1409,data_30-0.5-85360.in,code2,7,3.258630e-01
1410,data_20-0.34-38658.in,code1,4,1.560000e-04
1411,data_20-0.34-38658.in,code2,4,1.320000e-03
1412,data_100-0.62-15680.in,code1,-1,1.000000e+02
1413,data_100-0.62-15680.in,code2,-1,1.000000e+02
1414,data_80-0.02-35661.in,code1,-1,1.000000e+02
1415,data_80-0.02-35661.in,code2,-1,1.000000e+02
1416,data_20-0.02-73752.in,code1,2,8.800000e-05
1417,data_20-0.02-73752.in,code2,2,1.100000e-05
1418,data_40-0.5-87626.in,code1,-1,1.000000e+02
1419,data_40-0.5-87626.in,code2,-1,1.000000e+02
1420,data_60-0.62-25053.in,code1,-1,1.000000e+02
1421,data_60-0.62-25053.in,code2,-1,1.000000e+02
1422,data_10-0.5-11974.in,code1,3,2.100000e-05
1423,data_10-0.5-11974.in,code2,3,6.000000e-06
1424,data_40-0.64-34958.in,code1,-1,1.000000e+02
1425,data_40-0.64-34958.in,code2,-1,1.000000e+02
1426,data_40-0.58-25053.in,code1,-1,1.000000e+02
1427,data_40-0.58-25053.in,code2,-1,1.000000e+02
1428,data_50-0.5-85360.in,code1,-1,1.000000e+02
1429,data_50-0.5-85360.in,code2,-1,1.000000e+02
1430,data_90-0.02-84888.in,code1,3,1.334390e+00
1431,data_90-0.02-84888.in,code2,-1,1.000000e+02
1432,data_70-0.62-11974.in,code1,-1,1.000000e+02
1433,data_70-0.62-11974.in,code2,-1,1.000000e+02
1434,data_20-0.64-25053.in,code1,8,2.123560e-01
1435,data_20-0.64-25053.in,code2,8,1.231270e-01
1436,data_100-0.02-25053.in,code1,-1,1.000000e+02
1437,data_100-0.02-25053.in,code2,-1,1.000000e+02
1438,data_50-0.02-84888.in,code1,3,3.171410e-01
1439,data_50-0.02-84888.in,code2,3,6.017000e-03
1440,data_10-0.62-30592.in,code1,4,1.500000e-05
1441,data_10-0.62-30592.in,code2,4,7.000000e-06
1442,data_100-0.58-11961.in,code1,-1,1.000000e+02
1443,data_100-0.58-11961.in,code2,-1,1.000000e+02
1444,data_90-0.64-11961.in,code1,-1,1.000000e+02
