Exams,Probability,Seed,Code Type,N,Time
52,0.08000000000000002,3648,code1,3,8.808900e-02
52,0.08000000000000002,3648,code2,3,9.509000e-02
4,0.6400000000000005,3648,code1,2,2.000000e-06
4,0.6400000000000005,3648,code2,2,1.000000e-06
16,0.05656854249492382,3648,code1,2,4.800000e-05
16,0.05656854249492382,3648,code2,2,1.400000e-05
12,0.3200000000000002,3648,code1,3,2.800000e-05
12,0.3200000000000002,3648,code2,3,5.000000e-06
12,0.05656854249492382,6757,code1,2,3.500000e-05
12,0.05656854249492382,6757,code2,2,2.100000e-05
4,0.1600000000000001,8105,code1,1,4.000000e-06
4,0.1600000000000001,8105,code2,2,3.000000e-06
52,0.11313708498984765,3648,code1,4,3.421572e+00
52,0.11313708498984765,3648,code2,4,3.392606e+00
24,0.028284271247461905,579,code1,2,1.000000e-04
24,0.028284271247461905,579,code2,2,9.000000e-06
12,0.02,579,code1,2,2.000000e-05
12,0.02,579,code2,2,4.000000e-06
24,0.04000000000000001,6757,code1,3,1.048000e-03
24,0.04000000000000001,6757,code2,3,6.520000e-04
36,0.3200000000000002,3648,code1,6,1.338942e+00
36,0.3200000000000002,3648,code2,6,1.363686e+00
84,0.028284271247461905,183,code1,3,2.411000e-03
84,0.028284271247461905,183,code2,3,6.430000e-04
2,0.6400000000000005,183,code1,2,1.000000e-06
2,0.6400000000000005,183,code2,2,3.000000e-06
20,0.22627416997969532,3648,code1,4,3.860000e-04
20,0.22627416997969532,3648,code2,4,3.190000e-04
48,0.04000000000000001,6757,code1,3,9.190000e-04
48,0.04000000000000001,6757,code2,3,5.290000e-04
4,0.1600000000000001,183,code1,2,3.000000e-06
4,0.1600000000000001,183,code2,2,1.000000e-06
20,0.02,6757,code1,2,7.200000e-05
20,0.02,6757,code2,2,1.300000e-05
60,0.08000000000000002,8105,code1,3,3.411864e+01
60,0.08000000000000002,8105,code2,3,3.347118e+01
20,0.02,579,code1,2,8.900000e-05
20,0.02,579,code2,2,1.100000e-05
12,0.3200000000000002,183,code1,4,3.430000e-04
12,0.3200000000000002,183,code2,4,2.670000e-04
52,0.05656854249492382,183,code1,3,4.960189e+00
52,0.05656854249492382,183,code2,3,4.947337e+00
4,0.11313708498984765,183,code1,2,3.000000e-06
4,0.11313708498984765,183,code2,2,2.000000e-06
20,0.05656854249492382,579,code1,2,6.800000e-05
20,0.05656854249492382,579,code2,2,1.100000e-05
48,0.02,8105,code1,2,5.340000e-04
48,0.02,8105,code2,2,2.500000e-05
32,0.08000000000000002,3648,code1,3,7.210000e-04
32,0.08000000000000002,3648,code2,3,4.250000e-04
48,0.02,6757,code1,2,4.130000e-04
48,0.02,6757,code2,2,1.900000e-05
12,0.05656854249492382,579,code1,2,4.300000e-05
12,0.05656854249492382,579,code2,2,4.100000e-05
24,0.22627416997969532,6757,code1,4,1.190490e-01
24,0.22627416997969532,6757,code2,4,1.193890e-01
68,0.02,3648,code1,3,8.901542e+00
68,0.02,3648,code2,3,8.906897e+00
76,0.028284271247461905,183,code1,3,4.153900e-02
76,0.028284271247461905,183,code2,3,4.108100e-02
32,0.02,8105,code1,2,1.900000e-04
32,0.02,8105,code2,2,2.700000e-05
4,0.04000000000000001,6757,code1,2,5.000000e-06
4,0.04000000000000001,6757,code2,2,2.000000e-06
2,0.02,579,code1,1,3.000000e-06
2,0.02,579,code2,2,1.000000e-06
60,0.04000000000000001,6757,code1,3,7.097360e-01
60,0.04000000000000001,6757,code2,3,6.891380e-01
72,0.05656854249492382,8105,code1,3,6.507183e+00
72,0.05656854249492382,8105,code2,3,6.227959e+00
2,0.1600000000000001,6757,code1,1,3.000000e-06
2,0.1600000000000001,6757,code2,2,2.000000e-06
28,0.1600000000000001,6757,code1,4,1.821700e-02
28,0.1600000000000001,6757,code2,4,1.695600e-02
8,0.45254833995939064,6757,code1,4,1.700000e-05
8,0.45254833995939064,6757,code2,4,1.500000e-05
40,0.11313708498984765,3648,code1,4,4.936200e-02
40,0.11313708498984765,3648,code2,4,4.847200e-02
12,0.02,8105,code1,1,2.500000e-05
12,0.02,8105,code2,2,6.000000e-06
40,0.1600000000000001,6757,code1,4,9.195000e-03
40,0.1600000000000001,6757,code2,4,6.418000e-03
56,0.04000000000000001,3648,code1,3,2.038300e-02
56,0.04000000000000001,3648,code2,3,2.406500e-02
28,0.04000000000000001,8105,code1,2,1.400000e-04
28,0.04000000000000001,8105,code2,2,1.200000e-05
8,0.1600000000000001,3648,code1,2,1.300000e-05
8,0.1600000000000001,3648,code2,2,3.000000e-06
20,0.45254833995939064,183,code1,5,3.810000e-04
20,0.45254833995939064,183,code2,5,3.640000e-04
24,0.3200000000000002,3648,code1,4,3.430000e-04
24,0.3200000000000002,3648,code2,4,2.390000e-04
24,0.028284271247461905,3648,code1,2,1.260000e-04
24,0.028284271247461905,3648,code2,2,1.200000e-05
12,0.22627416997969532,579,code1,3,2.400000e-05
12,0.22627416997969532,579,code2,3,8.000000e-06
12,0.028284271247461905,3648,code1,2,2.300000e-05
12,0.028284271247461905,3648,code2,2,5.000000e-06
4,0.11313708498984765,3648,code1,2,3.000000e-06
4,0.11313708498984765,3648,code2,2,2.000000e-06
8,0.02,6757,code1,2,1.400000e-05
8,0.02,6757,code2,2,3.000000e-06
92,0.028284271247461905,183,code1,3,1.379896e+00
92,0.028284271247461905,183,code2,3,1.378762e+00
28,0.22627416997969532,6757,code1,4,3.285700e-02
28,0.22627416997969532,6757,code2,4,2.962700e-02
2,0.6400000000000005,3648,code1,1,2.000000e-06
2,0.6400000000000005,3648,code2,2,2.000000e-06
24,0.45254833995939064,579,code1,6,2.411600e-02
24,0.45254833995939064,579,code2,6,2.380800e-02
16,0.22627416997969532,6757,code1,4,8.400000e-05
16,0.22627416997969532,6757,code2,4,7.300000e-05
48,0.04000000000000001,579,code1,3,9.977900e-02
48,0.04000000000000001,579,code2,3,1.053550e-01
36,0.11313708498984765,6757,code1,3,7.084000e-03
36,0.11313708498984765,6757,code2,3,6.741000e-03
2,0.08000000000000002,183,code1,1,3.000000e-06
2,0.08000000000000002,183,code2,2,2.000000e-06
32,0.08000000000000002,8105,code1,3,9.680000e-03
32,0.08000000000000002,8105,code2,3,5.575000e-03
8,0.05656854249492382,3648,code1,2,1.000000e-05
8,0.05656854249492382,3648,code2,2,3.000000e-06
48,0.02,3648,code1,2,5.030000e-04
48,0.02,3648,code2,2,2.000000e-05
36,0.04000000000000001,183,code1,2,2.298800e-02
36,0.04000000000000001,183,code2,2,2.092900e-02
56,0.028284271247461905,183,code1,3,7.560000e-04
56,0.028284271247461905,183,code2,3,1.540000e-04
76,0.04000000000000001,579,code1,3,2.694391e+01
76,0.04000000000000001,579,code2,3,2.640137e+01
2,0.02,183,code1,1,3.000000e-06
2,0.02,183,code2,2,2.000000e-06
36,0.08000000000000002,8105,code1,3,5.722000e-03
36,0.08000000000000002,8105,code2,3,3.397000e-03
56,0.05656854249492382,183,code1,3,1.952000e-03
56,0.05656854249492382,183,code2,3,2.082000e-03
40,0.11313708498984765,8105,code1,3,3.900000e-03
40,0.11313708498984765,8105,code2,3,2.415000e-03
36,0.11313708498984765,579,code1,3,1.403620e-01
36,0.11313708498984765,579,code2,3,1.372880e-01
48,0.02,183,code1,2,3.422700e-02
48,0.02,183,code2,2,3.385100e-02
32,0.04000000000000001,579,code1,2,2.310000e-04
32,0.04000000000000001,579,code2,2,1.500000e-05
2,0.1600000000000001,183,code1,2,0.000000e+00
2,0.1600000000000001,183,code2,2,2.000000e-06
32,0.45254833995939064,8105,code1,6,8.333340e-01
32,0.45254833995939064,8105,code2,6,8.102670e-01
16,0.04000000000000001,183,code1,2,5.500000e-05
16,0.04000000000000001,183,code2,2,9.000000e-06
52,0.028284271247461905,579,code1,3,2.883181e+00
52,0.028284271247461905,579,code2,3,2.876518e+00
24,0.05656854249492382,183,code1,3,1.660000e-04
24,0.05656854249492382,183,code2,3,1.800000e-05
20,0.05656854249492382,3648,code1,2,2.740000e-04
20,0.05656854249492382,3648,code2,2,1.490000e-04
52,0.11313708498984765,579,code1,4,5.178556e+01
52,0.11313708498984765,579,code2,4,5.162117e+01
2,0.08000000000000002,6757,code1,1,3.000000e-06
2,0.08000000000000002,6757,code2,2,3.000000e-06
2,0.05656854249492382,3648,code1,1,2.000000e-06
