Exams,Probability,Seed,Code Type,N,Time
2,0.05656854249492382,3648,code2,2,2.000000e-06
64,0.04000000000000001,579,code1,3,1.526850e-01
64,0.04000000000000001,579,code2,3,1.552380e-01
48,0.02,579,code1,2,2.367000e-03
48,0.02,579,code2,2,2.149000e-03
68,0.028284271247461905,183,code1,3,3.626423e+01
68,0.028284271247461905,183,code2,3,3.615163e+01
52,0.05656854249492382,579,code1,3,1.607780e-01
52,0.05656854249492382,579,code2,3,1.538530e-01
4,0.04000000000000001,3648,code1,1,5.000000e-06
4,0.04000000000000001,3648,code2,2,3.000000e-06
2,0.22627416997969532,579,code1,1,3.000000e-06
2,0.22627416997969532,579,code2,2,2.000000e-06
20,0.028284271247461905,3648,code1,2,8.900000e-05
20,0.028284271247461905,3648,code2,2,1.100000e-05
32,0.1600000000000001,8105,code1,3,1.230800e-02
32,0.1600000000000001,8105,code2,3,1.097000e-02
12,0.08000000000000002,6757,code1,2,2.600000e-05
12,0.08000000000000002,6757,code2,2,1.200000e-05
16,0.05656854249492382,8105,code1,2,5.300000e-05
16,0.05656854249492382,8105,code2,2,5.000000e-06
12,0.11313708498984765,183,code1,3,3.500000e-05
12,0.11313708498984765,183,code2,3,2.400000e-05
4,0.02,8105,code1,1,4.000000e-06
4,0.02,8105,code2,2,2.000000e-06
8,0.45254833995939064,8105,code1,4,1.800000e-05
8,0.45254833995939064,8105,code2,4,1.300000e-05
48,0.04000000000000001,8105,code1,3,3.087375e+00
48,0.04000000000000001,8105,code2,3,3.095339e+00
28,0.05656854249492382,6757,code1,3,1.522818e+00
28,0.05656854249492382,6757,code2,3,1.519982e+00
28,0.08000000000000002,8105,code1,2,2.092000e-03
28,0.08000000000000002,8105,code2,2,1.299000e-03
4,0.08000000000000002,3648,code1,1,3.000000e-06
4,0.08000000000000002,3648,code2,2,1.000000e-06
2,0.3200000000000002,3648,code1,1,3.000000e-06
2,0.3200000000000002,3648,code2,2,2.000000e-06
36,0.02,3648,code1,2,2.920000e-04
36,0.02,3648,code2,2,1.700000e-05
68,0.028284271247461905,3648,code1,3,8.728350e-01
68,0.028284271247461905,3648,code2,3,8.793010e-01
2,0.08000000000000002,579,code1,1,2.000000e-06
2,0.08000000000000002,579,code2,2,2.000000e-06
36,0.04000000000000001,3648,code1,3,4.377000e-03
36,0.04000000000000001,3648,code2,3,4.243000e-03
48,0.05656854249492382,8105,code1,3,1.159530e-01
48,0.05656854249492382,8105,code2,3,1.203320e-01
12,0.45254833995939064,6757,code1,4,2.400000e-05
12,0.45254833995939064,6757,code2,4,1.300000e-05
12,0.05656854249492382,183,code1,2,3.000000e-05
12,0.05656854249492382,183,code2,2,6.000000e-06
12,0.02,183,code1,2,2.900000e-05
12,0.02,183,code2,2,5.000000e-06
12,0.6400000000000005,3648,code1,5,4.200000e-05
12,0.6400000000000005,3648,code2,5,3.000000e-05
20,0.45254833995939064,6757,code1,5,7.854000e-03
20,0.45254833995939064,6757,code2,5,6.980000e-03
44,0.22627416997969532,579,code1,5,2.101600e-01
44,0.22627416997969532,579,code2,5,1.963260e-01
44,0.08000000000000002,3648,code1,3,1.093210e-01
44,0.08000000000000002,3648,code2,3,1.052980e-01
48,0.11313708498984765,3648,code1,4,1.631630e+01
48,0.11313708498984765,3648,code2,4,1.625713e+01
20,0.02,3648,code1,2,7.000000e-05
20,0.02,3648,code2,2,8.000000e-06
36,0.02,579,code1,2,2.910000e-04
36,0.02,579,code2,2,1.600000e-05
24,0.02,3648,code1,2,1.250000e-04
24,0.02,3648,code2,2,9.000000e-06
36,0.22627416997969532,579,code1,4,1.220263e+00
36,0.22627416997969532,579,code2,4,1.221600e+00
8,0.3200000000000002,183,code1,3,1.500000e-05
8,0.3200000000000002,183,code2,3,1.300000e-05
20,0.05656854249492382,8105,code1,2,5.600000e-05
20,0.05656854249492382,8105,code2,2,8.000000e-06
40,0.22627416997969532,183,code1,5,6.823753e+00
40,0.22627416997969532,183,code2,5,6.851514e+00
12,0.11313708498984765,8105,code1,2,2.300000e-05
12,0.11313708498984765,8105,code2,2,5.000000e-06
32,0.22627416997969532,6757,code1,4,6.166900e-02
32,0.22627416997969532,6757,code2,4,5.888400e-02
24,0.22627416997969532,8105,code1,3,1.090000e-04
24,0.22627416997969532,8105,code2,3,2.600000e-05
40,0.11313708498984765,183,code1,4,3.239180e-01
40,0.11313708498984765,183,code2,4,3.312670e-01
40,0.22627416997969532,3648,code1,5,4.961902e+00
40,0.22627416997969532,3648,code2,5,4.951662e+00
24,0.1600000000000001,6757,code1,4,2.323000e-03
24,0.1600000000000001,6757,code2,4,1.436000e-03
40,0.1600000000000001,3648,code1,4,5.939630e-01
40,0.1600000000000001,3648,code2,4,2.591800e-01
8,0.02,3648,code1,2,1.300000e-05
8,0.02,3648,code2,2,3.000000e-06
28,0.6400000000000005,8105,code1,8,1.578138e+01
28,0.6400000000000005,8105,code2,8,1.591001e+01
36,0.02,8105,code1,2,3.840000e-04
36,0.02,8105,code2,2,8.700000e-05
2,0.22627416997969532,8105,code1,1,2.000000e-06
2,0.22627416997969532,8105,code2,2,1.000000e-06
16,0.08000000000000002,3648,code1,3,1.040000e-04
16,0.08000000000000002,3648,code2,3,7.400000e-05
24,0.3200000000000002,183,code1,4,3.275000e-03
24,0.3200000000000002,183,code2,4,3.170000e-03
56,0.11313708498984765,6757,code1,4,6.918798e+00
56,0.11313708498984765,6757,code2,4,6.895568e+00
2,0.04000000000000001,8105,code1,1,2.000000e-06
2,0.04000000000000001,8105,code2,2,2.000000e-06
20,0.028284271247461905,6757,code1,2,9.000000e-05
20,0.028284271247461905,6757,code2,2,1.200000e-05
40,0.08000000000000002,8105,code1,3,1.456700e-02
40,0.08000000000000002,8105,code2,3,1.329400e-02
32,0.6400000000000005,579,code1,8,5.641223e+00
32,0.6400000000000005,579,code2,8,5.721144e+00
8,0.22627416997969532,579,code1,2,1.500000e-05
8,0.22627416997969532,579,code2,2,6.000000e-06
4,0.11313708498984765,8105,code1,1,3.000000e-06
4,0.11313708498984765,8105,code2,2,2.000000e-06
20,0.05656854249492382,183,code1,2,8.700000e-05
20,0.05656854249492382,183,code2,2,7.000000e-06
16,0.05656854249492382,579,code1,2,4.100000e-05
16,0.05656854249492382,579,code2,2,8.000000e-06
40,0.028284271247461905,8105,code1,2,5.040000e-04
40,0.028284271247461905,8105,code2,2,1.420000e-04
92,0.028284271247461905,6757,code1,3,1.210652e+00
92,0.028284271247461905,6757,code2,3,1.203225e+00
64,0.02,579,code1,2,1.393300e-02
64,0.02,579,code2,2,1.075400e-02
2,0.028284271247461905,579,code1,1,3.000000e-06
2,0.028284271247461905,579,code2,2,2.000000e-06
40,0.028284271247461905,6757,code1,2,7.290000e-04
40,0.028284271247461905,6757,code2,2,4.740000e-04
20,0.3200000000000002,183,code1,4,8.300000e-05
20,0.3200000000000002,183,code2,4,2.800000e-05
32,0.22627416997969532,183,code1,5,5.743100e-02
32,0.22627416997969532,183,code2,5,5.209500e-02
56,0.08000000000000002,3648,code1,3,6.547074e+00
56,0.08000000000000002,3648,code2,3,5.304870e-01
28,0.45254833995939064,3648,code1,6,2.367600e-01
28,0.45254833995939064,3648,code2,6,2.050430e-01
44,0.1600000000000001,8105,code1,4,1.474010e-01
44,0.1600000000000001,8105,code2,4,1.371250e-01
36,0.05656854249492382,3648,code1,3,3.730000e-04
36,0.05656854249492382,3648,code2,3,1.270000e-04
24,0.028284271247461905,6757,code1,3,1.694200e-02
24,0.028284271247461905,6757,code2,3,1.418900e-02
40,0.02,6757,code1,2,3.180000e-04
40,0.02,6757,code2,2,1.290000e-04
36,0.22627416997969532,3648,code1,5,8.434800e-02
36,0.22627416997969532,3648,code2,5,7.811600e-02
84,0.028284271247461905,3648,code1,3,2.614770e+01
84,0.028284271247461905,3648,code2,3,2.587917e+01
44,0.3200000000000002,6757,code1,6,3.515096e+01
44,0.3200000000000002,6757,code2,6,3.549391e+01
20,0.6400000000000005,183,code1,7,1.325200e-02
20,0.6400000000000005,183,code2,7,1.185400e-02
28,0.1600000000000001,183,code1,4,1.683800e-02
28,0.1600000000000001,183,code2,4,1.215000e-02
32,0.45254833995939064,6757,code1,6,1.844229e+00
32,0.45254833995939064,6757,code2,6,1.337310e+00
8,0.45254833995939064,579,code1,4,1.200000e-05
8,0.45254833995939064,579,code2,4,1.200000e-05
36,0.22627416997969532,183,code1,5,3.832166e+00
36,0.22627416997969532,183,code2,5,3.799498e+00
8,0.6400000000000005,183,code1,3,9.000000e-06
8,0.6400000000000005,183,code2,3,4.000000e-06
36,0.3200000000000002,6757,code1,5,7.363270e-01
36,0.3200000000000002,6757,code2,5,7.344930e-01
12,0.45254833995939064,579,code1,5,4.500000e-05
12,0.45254833995939064,579,code2,5,4.600000e-05
28,0.11313708498984765,579,code1,3,2.590000e-04
28,0.11313708498984765,579,code2,3,1.020000e-04
24,0.02,183,code1,2,1.020000e-04
24,0.02,183,code2,2,1.400000e-05
2,0.6400000000000005,8105,code1,1,2.000000e-06
2,0.6400000000000005,8105,code2,2,2.000000e-06
24,0.028284271247461905,183,code1,2,1.010000e-04
24,0.028284271247461905,183,code2,2,1.600000e-05
40,0.05656854249492382,3648,code1,3,2.100000e-03
40,0.05656854249492382,3648,code2,3,1.764000e-03
20,0.3200000000000002,8105,code1,4,1.690000e-04
20,0.3200000000000002,8105,code2,4,1.010000e-04
60,0.02,183,code1,3,1.068370e+01
60,0.02,183,code2,3,1.067311e+01
2,0.22627416997969532,3648,code1,1,2.000000e-06
2,0.22627416997969532,3648,code2,2,2.000000e-06
4,0.08000000000000002,8105,code1,1,4.000000e-06
4,0.08000000000000002,8105,code2,2,3.000000e-06
32,0.22627416997969532,579,code1,4,2.471400e-01
32,0.22627416997969532,579,code2,4,2.467550e-01
20,0.22627416997969532,8105,code1,3,1.040000e-04
20,0.22627416997969532,8105,code2,3,3.000000e-05
32,0.1600000000000001,3648,code1,4,6.296100e-02
32,0.1600000000000001,3648,code2,4,6.565600e-02
32,0.08000000000000002,183,code1,3,2.585900e-01
32,0.08000000000000002,183,code2,3,2.565820e-01
32,0.1600000000000001,579,code1,4,6.892700e-02
32,0.1600000000000001,579,code2,4,6.953700e-02
80,0.028284271247461905,8105,code1,3,2.516894e+00
80,0.028284271247461905,8105,code2,3,2.527600e+00
32,0.05656854249492382,3648,code1,3,3.837000e-03
32,0.05656854249492382,3648,code2,3,3.836000e-03
32,0.028284271247461905,579,code1,2,2.290000e-04
32,0.028284271247461905,579,code2,2,1.400000e-05
36,0.45254833995939064,8105,code1,7,2.553723e+01
36,0.45254833995939064,8105,code2,7,2.575904e+01
28,0.028284271247461905,183,code1,2,1.760000e-04
28,0.028284271247461905,183,code2,2,1.200000e-05
44,0.05656854249492382,579,code1,3,2.140000e-03
44,0.05656854249492382,579,code2,3,2.875000e-03
16,0.11313708498984765,6757,code1,3,1.750000e-04
16,0.11313708498984765,6757,code2,3,1.310000e-04
8,0.04000000000000001,183,code1,2,1.100000e-05
8,0.04000000000000001,183,code2,2,5.000000e-06
24,0.45254833995939064,183,code1,5,2.412300e-02
24,0.45254833995939064,183,code2,5,8.960000e-04
2,0.028284271247461905,183,code1,1,3.000000e-06
2,0.028284271247461905,183,code2,2,3.000000e-06
52,0.028284271247461905,6757,code1,2,4.966163e+00
52,0.028284271247461905,6757,code2,2,5.004827e+00
4,0.02,6757,code1,2,3.000000e-06
4,0.02,6757,code2,2,3.000000e-06
4,0.22627416997969532,6757,code1,3,3.000000e-06
4,0.22627416997969532,6757,code2,3,2.000000e-06
44,0.22627416997969532,183,code1,5,2.272699e+01
44,0.22627416997969532,183,code2,5,2.265620e+01
44,0.11313708498984765,6757,code1,3,7.084500e-02
44,0.11313708498984765,6757,code2,3,7.012200e-02
20,0.3200000000000002,6757,code1,4,6.260000e-04
20,0.3200000000000002,6757,code2,4,7.450000e-04
12,0.08000000000000002,183,code1,3,3.100000e-05
12,0.08000000000000002,183,code2,3,2.200000e-05
68,0.02,8105,code1,3,1.240769e+01
68,0.02,8105,code2,3,1.235345e+01
52,0.04000000000000001,8105,code1,3,5.677542e+00
52,0.04000000000000001,8105,code2,3,5.674423e+00
8,0.11313708498984765,6757,code1,3,1.400000e-05
8,0.11313708498984765,6757,code2,3,8.000000e-06
16,0.028284271247461905,183,code1,2,5.500000e-05
16,0.028284271247461905,183,code2,2,7.000000e-06
4,0.02,183,code1,2,2.000000e-06
4,0.02,183,code2,2,2.000000e-06
2,0.04000000000000001,183,code1,1,2.000000e-06
2,0.04000000000000001,183,code2,2,2.000000e-06
28,0.1600000000000001,3648,code1,4,1.321800e-02
28,0.1600000000000001,3648,code2,4,1.210400e-02
52,0.02,6757,code1,2,5.700000e-04
52,0.02,6757,code2,2,2.700000e-05
16,0.02,8105,code1,1,5.700000e-05
16,0.02,8105,code2,2,9.000000e-06
8,0.04000000000000001,6757,code1,2,1.200000e-05
8,0.04000000000000001,6757,code2,2,5.000000e-06
32,0.08000000000000002,579,code1,3,8.530000e-04
32,0.08000000000000002,579,code2,3,1.134000e-03
28,0.3200000000000002,579,code1,5,4.393000e-03
28,0.3200000000000002,579,code2,5,4.323000e-03
28,0.11313708498984765,183,code1,3,1.568000e-03
28,0.11313708498984765,183,code2,3,9.730000e-04
36,0.3200000000000002,8105,code1,5,4.802000e-02
36,0.3200000000000002,8105,code2,5,4.510100e-02
44,0.028284271247461905,579,code1,3,6.599830e-01
44,0.028284271247461905,579,code2,3,6.777320e-01
24,0.04000000000000001,3648,code1,3,2.350000e-04
24,0.04000000000000001,3648,code2,3,1.270000e-04
88,0.02,3648,code1,3,2.131388e+01
88,0.02,3648,code2,3,2.125986e+01
2,0.3200000000000002,6757,code1,1,2.000000e-06
2,0.3200000000000002,6757,code2,2,2.000000e-06
40,0.04000000000000001,579,code1,3,5.901590e-01
40,0.04000000000000001,579,code2,3,5.919170e-01
8,0.08000000000000002,3648,code1,2,1.200000e-05
8,0.08000000000000002,3648,code2,2,3.000000e-06
32,0.02,579,code1,2,2.290000e-04
32,0.02,579,code2,2,1.400000e-05
12,0.11313708498984765,6757,code1,2,2.100000e-05
12,0.11313708498984765,6757,code2,2,8.000000e-06
36,0.028284271247461905,183,code1,2,7.374200e-02
36,0.028284271247461905,183,code2,2,7.204100e-02
12,0.22627416997969532,8105,code1,3,4.300000e-05
12,0.22627416997969532,8105,code2,3,2.200000e-05
16,0.22627416997969532,579,code1,3,7.000000e-05
16,0.22627416997969532,579,code2,3,2.900000e-05
32,0.05656854249492382,8105,code1,2,9.719000e-03
32,0.05656854249492382,8105,code2,2,7.806000e-03
56,0.22627416997969532,183,code1,6,2.938443e+01
56,0.22627416997969532,183,code2,6,2.961683e+01
44,0.02,183,code1,2,4.980000e-04
44,0.02,183,code2,2,5.600000e-05
8,0.05656854249492382,8105,code1,2,8.000000e-06
8,0.05656854249492382,8105,code2,2,3.000000e-06
56,0.11313708498984765,3648,code2,4,8.939140e-01
76,0.028284271247461905,8105,code1,3,1.461196e+01
76,0.028284271247461905,8105,code2,3,1.444204e+01
32,0.3200000000000002,8105,code1,5,4.867450e-01
32,0.3200000000000002,8105,code2,5,4.487680e-01
32,0.3200000000000002,579,code1,5,6.747732e+00
32,0.3200000000000002,579,code2,5,4.063570e-01
32,0.02,3648,code1,2,1.790000e-04
32,0.02,3648,code2,2,1.400000e-05
36,0.1600000000000001,579,code1,4,4.475600e-02
36,0.1600000000000001,579,code2,4,4.128100e-02
68,0.11313708498984765,579,code1,4,1.174802e+01
68,0.11313708498984765,579,code2,4,1.011726e+01
64,0.05656854249492382,8105,code1,3,4.980320e-01
64,0.05656854249492382,8105,code2,3,4.969770e-01
56,0.1600000000000001,8105,code1,4,5.012692e+00
56,0.1600000000000001,8105,code2,4,4.941006e+00
84,0.02,6757,code1,2,9.782800e-02
84,0.02,6757,code2,2,9.143000e-02
8,0.3200000000000002,579,code1,3,1.100000e-05
8,0.3200000000000002,579,code2,3,6.000000e-06
20,0.04000000000000001,3648,code1,2,8.800000e-05
20,0.04000000000000001,3648,code2,2,1.200000e-05
16,0.08000000000000002,579,code1,2,5.600000e-05
16,0.08000000000000002,579,code2,2,8.000000e-06
84,0.02,183,code1,3,2.925026e+01
84,0.02,183,code2,3,2.932161e+01
48,0.22627416997969532,579,code1,5,8.096731e+00
48,0.22627416997969532,579,code2,5,5.555360e-01
12,0.04000000000000001,579,code1,2,3.600000e-05
12,0.04000000000000001,579,code2,2,2.500000e-05
4,0.05656854249492382,579,code1,1,5.000000e-06
4,0.05656854249492382,579,code2,2,2.000000e-06
8,0.08000000000000002,579,code1,1,1.300000e-05
8,0.08000000000000002,579,code2,2,3.000000e-06
40,0.22627416997969532,8105,code1,4,1.256767e+00
40,0.22627416997969532,8105,code2,4,1.203448e+00
4,0.028284271247461905,6757,code1,2,4.000000e-06
4,0.028284271247461905,6757,code2,2,2.000000e-06
84,0.04000000000000001,8105,code1,3,1.139507e+01
84,0.04000000000000001,8105,code2,3,1.147880e+01
32,0.1600000000000001,183,code1,4,5.491000e-03
32,0.1600000000000001,183,code2,4,5.211000e-03
32,0.05656854249492382,183,code1,3,1.980000e-04
32,0.05656854249492382,183,code2,3,2.300000e-05
4,0.6400000000000005,579,code1,4,1.000000e-06
4,0.6400000000000005,579,code2,4,3.000000e-06
32,0.04000000000000001,8105,code1,2,2.160000e-04
32,0.04000000000000001,8105,code2,2,2.400000e-05
8,0.028284271247461905,183,code1,2,1.300000e-05
8,0.028284271247461905,183,code2,2,3.000000e-06
2,0.05656854249492382,6757,code1,1,2.000000e-06
2,0.05656854249492382,6757,code2,2,2.000000e-06
40,0.22627416997969532,6757,code1,5,2.427150e-01
40,0.22627416997969532,6757,code2,5,2.352570e-01
24,0.02,579,code1,2,8.000000e-05
24,0.02,579,code2,2,1.000000e-05
92,0.028284271247461905,579,code1,3,2.508205e+01
92,0.028284271247461905,579,code2,3,2.495219e+01
16,0.45254833995939064,3648,code1,5,5.550000e-04
16,0.45254833995939064,3648,code2,5,5.350000e-04
28,0.05656854249492382,579,code1,2,1.750000e-04
28,0.05656854249492382,579,code2,2,1.300000e-05
20,0.6400000000000005,6757,code1,7,1.865780e-01
20,0.6400000000000005,6757,code2,7,1.983400e-01
40,0.04000000000000001,3648,code1,3,3.974000e-03
40,0.04000000000000001,3648,code2,3,3.940000e-03
2,0.45254833995939064,6757,code1,1,2.000000e-06
2,0.45254833995939064,6757,code2,2,3.000000e-06
68,0.04000000000000001,579,code1,3,9.083100e-02
68,0.04000000000000001,579,code2,3,9.160300e-02
36,0.02,183,code1,2,7.476900e-02
36,0.02,183,code2,2,7.328700e-02
4,0.3200000000000002,3648,code1,2,3.000000e-06
4,0.3200000000000002,3648,code2,2,2.000000e-06
4,0.3200000000000002,6757,code1,3,2.000000e-06
4,0.3200000000000002,6757,code2,3,2.000000e-06
52,0.05656854249492382,3648,code1,3,7.278000e-03
52,0.05656854249492382,3648,code2,3,6.466000e-03
36,0.22627416997969532,6757,code1,4,2.345640e-01
36,0.22627416997969532,6757,code2,4,2.420860e-01
20,0.1600000000000001,8105,code1,2,5.500000e-05
20,0.1600000000000001,8105,code2,2,9.000000e-06
40,0.1600000000000001,8105,code1,4,5.701200e-02
40,0.1600000000000001,8105,code2,4,5.534900e-02
64,0.028284271247461905,8105,code1,3,1.537764e+01
64,0.028284271247461905,8105,code2,3,1.520644e+01
84,0.04000000000000001,6757,code1,3,1.919668e+00
84,0.04000000000000001,6757,code2,3,1.860298e+00
36,0.028284271247461905,579,code1,2,2.300000e-04
36,0.028284271247461905,579,code2,2,1.800000e-05
36,0.05656854249492382,8105,code1,2,1.055000e-03
36,0.05656854249492382,8105,code2,2,7.680000e-04
32,0.11313708498984765,3648,code1,4,2.481280e-01
32,0.11313708498984765,3648,code2,4,2.448630e-01
36,0.11313708498984765,3648,code1,4,5.497400e-02
36,0.11313708498984765,3648,code2,4,5.501700e-02
52,0.08000000000000002,6757,code1,3,7.409970e-01
52,0.08000000000000002,6757,code2,3,7.100660e-01
32,0.02,183,code1,2,2.300000e-04
32,0.02,183,code2,2,1.500000e-05
24,0.08000000000000002,8105,code1,2,1.280000e-04
24,0.08000000000000002,8105,code2,2,1.200000e-05
8,0.45254833995939064,3648,code1,3,1.400000e-05
8,0.45254833995939064,3648,code2,3,5.000000e-06
20,0.04000000000000001,6757,code1,3,3.980000e-04
20,0.04000000000000001,6757,code2,3,3.570000e-04
12,0.6400000000000005,8105,code1,5,3.000000e-05
12,0.6400000000000005,8105,code2,5,1.900000e-05
24,0.11313708498984765,6757,code1,3,4.220000e-04
24,0.11313708498984765,6757,code2,3,2.470000e-04
48,0.22627416997969532,8105,code1,5,3.199349e+01
48,0.22627416997969532,8105,code2,5,3.180248e+01
16,0.45254833995939064,183,code1,5,2.020000e-04
16,0.45254833995939064,183,code2,5,2.330000e-04
40,0.08000000000000002,3648,code1,3,8.140000e-04
40,0.08000000000000002,3648,code2,3,5.510000e-04
2,0.028284271247461905,6757,code1,1,3.000000e-06
2,0.028284271247461905,6757,code2,2,2.000000e-06
4,0.1600000000000001,3648,code1,2,3.000000e-06
4,0.1600000000000001,3648,code2,2,2.000000e-06
8,0.45254833995939064,183,code1,3,1.100000e-05
8,0.45254833995939064,183,code2,3,5.000000e-06
60,0.02,8105,code1,2,1.946000e-03
60,0.02,8105,code2,2,1.217000e-03
60,0.05656854249492382,579,code1,3,1.265000e-03
60,0.05656854249492382,579,code2,3,4.170000e-04
12,0.05656854249492382,3648,code1,3,2.900000e-05
12,0.05656854249492382,3648,code2,3,1.600000e-05
76,0.02,183,code1,3,2.353730e-01
76,0.02,183,code2,3,2.318940e-01
28,0.11313708498984765,6757,code1,3,3.145800e-02
28,0.11313708498984765,6757,code2,3,3.019400e-02
16,0.028284271247461905,6757,code1,2,4.300000e-05
16,0.028284271247461905,6757,code2,2,9.000000e-06
28,0.04000000000000001,579,code1,2,2.260000e-04
28,0.04000000000000001,579,code2,2,1.250000e-04
32,0.11313708498984765,183,code1,3,7.466000e-03
32,0.11313708498984765,183,code2,3,7.681000e-03
16,0.45254833995939064,579,code1,5,3.160000e-04
16,0.45254833995939064,579,code2,5,3.750000e-04
44,0.05656854249492382,8105,code1,3,4.764000e-02
44,0.05656854249492382,8105,code2,3,4.545200e-02
64,0.05656854249492382,183,code1,3,5.525098e+00
64,0.05656854249492382,183,code2,3,5.497069e+00
48,0.028284271247461905,8105,code1,2,4.180000e-04
48,0.028284271247461905,8105,code2,2,2.300000e-05
24,0.6400000000000005,8105,code1,8,7.683960e-01
24,0.6400000000000005,8105,code2,8,7.799340e-01
44,0.04000000000000001,183,code1,3,6.184800e-02
44,0.04000000000000001,183,code2,3,6.093400e-02
80,0.02,3648,code1,3,1.918903e+01
80,0.02,3648,code2,3,1.922180e+01
36,0.05656854249492382,183,code1,3,5.690000e-04
36,0.05656854249492382,183,code2,3,4.360000e-04
12,0.6400000000000005,579,code1,5,4.000000e-05
12,0.6400000000000005,579,code2,5,2.800000e-05
40,0.3200000000000002,183,code1,6,8.188487e+01
40,0.3200000000000002,183,code2,6,8.241806e+01
56,0.028284271247461905,579,code1,2,2.004600e-02
56,0.028284271247461905,579,code2,2,1.592700e-02
76,0.04000000000000001,183,code1,3,5.940200e-02
76,0.04000000000000001,183,code2,3,6.000400e-02
4,0.11313708498984765,6757,code1,3,3.000000e-06
4,0.11313708498984765,6757,code2,3,3.000000e-06
88,0.028284271247461905,6757,code1,3,1.588912e+00
88,0.028284271247461905,6757,code2,3,1.595819e+00
20,0.02,8105,code1,1,8.900000e-05
20,0.02,8105,code2,2,1.100000e-05
56,0.11313708498984765,8105,code1,4,1.345002e+00
56,0.11313708498984765,8105,code2,4,1.356226e+00
68,0.028284271247461905,6757,code1,3,4.438494e+00
68,0.028284271247461905,6757,code2,3,4.476581e+00
44,0.11313708498984765,579,code1,4,2.306240e-01
44,0.11313708498984765,579,code2,4,2.320810e-01
44,0.028284271247461905,8105,code1,2,4.410000e-04
44,0.028284271247461905,8105,code2,2,2.100000e-05
8,0.08000000000000002,183,code1,2,8.000000e-06
8,0.08000000000000002,183,code2,2,3.000000e-06
16,0.6400000000000005,6757,code1,5,6.700000e-05
16,0.6400000000000005,6757,code2,5,3.300000e-05
48,0.11313708498984765,183,code1,4,7.825060e-01
48,0.11313708498984765,183,code2,4,7.790090e-01
48,0.1600000000000001,8105,code1,4,5.844160e-01
48,0.1600000000000001,8105,code2,4,5.876960e-01
2,0.3200000000000002,8105,code1,1,2.000000e-06
2,0.3200000000000002,8105,code2,2,2.000000e-06
64,0.05656854249492382,579,code1,3,5.607600e-01
64,0.05656854249492382,579,code2,3,5.670320e-01
44,0.1600000000000001,3648,code1,5,5.380139e+01
44,0.1600000000000001,3648,code2,5,5.522188e+01
16,0.05656854249492382,6757,code1,3,5.000000e-05
16,0.05656854249492382,6757,code2,3,1.200000e-05
32,0.45254833995939064,579,code1,7,1.719061e+01
32,0.45254833995939064,579,code2,7,1.736872e+01
52,0.08000000000000002,8105,code1,3,4.042100e-02
52,0.08000000000000002,8105,code2,3,3.898300e-02
36,0.22627416997969532,8105,code1,4,7.846300e-02
36,0.22627416997969532,8105,code2,4,8.142400e-02
72,0.028284271247461905,579,code1,3,8.731000e-03
72,0.028284271247461905,579,code2,3,5.862000e-03
12,0.3200000000000002,8105,code1,3,8.800000e-05
12,0.3200000000000002,8105,code2,3,6.800000e-05
52,0.1600000000000001,8105,code1,4,1.403845e+01
52,0.1600000000000001,8105,code2,4,1.385154e+01
52,0.11313708498984765,8105,code1,4,1.079665e+01
52,0.11313708498984765,8105,code2,4,1.080957e+01
44,0.04000000000000001,579,code1,3,3.857700e-02
44,0.04000000000000001,579,code2,3,3.807000e-02
2,0.02,3648,code1,1,2.000000e-06
2,0.02,3648,code2,2,2.000000e-06
32,0.028284271247461905,183,code1,2,2.280000e-04
32,0.028284271247461905,183,code2,2,1.500000e-05
76,0.028284271247461905,579,code1,3,1.892939e+00
76,0.028284271247461905,579,code2,3,1.880599e+00
48,0.11313708498984765,8105,code1,3,1.701400e-02
48,0.11313708498984765,8105,code2,3,1.379200e-02
36,0.1600000000000001,3648,code1,4,1.462300e-02
36,0.1600000000000001,3648,code2,4,1.249400e-02
48,0.028284271247461905,183,code1,3,2.962400e-02
48,0.028284271247461905,183,code2,3,2.755000e-02
20,0.028284271247461905,8105,code1,1,5.600000e-05
20,0.028284271247461905,8105,code2,2,8.000000e-06
16,0.1600000000000001,579,code1,3,6.000000e-05
16,0.1600000000000001,579,code2,3,1.900000e-05
20,0.02,183,code1,2,5.400000e-05
20,0.02,183,code2,2,8.000000e-06
24,0.3200000000000002,6757,code1,5,5.309700e-02
24,0.3200000000000002,6757,code2,5,5.249400e-02
36,0.1600000000000001,6757,code1,4,3.296400e-02
36,0.1600000000000001,6757,code2,4,3.009500e-02
64,0.028284271247461905,579,code1,3,1.005879e+01
64,0.028284271247461905,579,code2,3,1.002987e+01
16,0.6400000000000005,8105,code1,6,6.456000e-03
16,0.6400000000000005,8105,code2,6,5.733000e-03
16,0.11313708498984765,3648,code1,3,3.500000e-05
16,0.11313708498984765,3648,code2,3,7.000000e-06
24,0.1600000000000001,8105,code1,3,1.050000e-04
24,0.1600000000000001,8105,code2,3,2.500000e-05
12,0.6400000000000005,183,code1,4,6.500000e-05
12,0.6400000000000005,183,code2,4,4.900000e-05
60,0.02,579,code1,2,1.711778e+00
60,0.02,579,code2,2,1.698173e+00
24,0.05656854249492382,3648,code1,3,2.350000e-04
24,0.05656854249492382,3648,code2,3,1.260000e-04
28,0.05656854249492382,8105,code1,2,1.710000e-04
28,0.05656854249492382,8105,code2,2,1.300000e-05
88,0.02,183,code1,3,1.682690e+01
88,0.02,183,code2,3,1.682181e+01
